long,long,long,long,float,float,float,float,float,float,
7103,15507,6765,19,0.0,0.0,0.0,0.0,-1.57079994678,0.0,
7104,18198,6765,19,0.0,0.0,2.0,0.0,1.57079994678,0.0,
7105,18200,3705,15,0.0,0.0,0.0,0.0,0.0,0.0,
7108,18204,8104,34,-0.15000000596,-0.300000011921,-0.20000000298,0.0,0.785398006439,0.0,
7109,18204,8104,22,-0.10000000149,0.0,0.0,0.0,0.785398006439,0.0,
7110,18204,8104,21,0.0,0.0500000007451,0.300000011921,0.0,0.523599028587,0.0,
7112,18204,8105,34,-0.699999988079,0.300000011921,0.550000011921,0.0,-0.698131978512,0.0,
7113,18204,8104,16,0.0,0.20000000298,0.0500000007451,0.0,0.523599028587,0.0,
7114,18204,8104,34,-0.15000000596,0.20000000298,0.10000000149,0.0,0.785398006439,0.0,
7115,18204,8105,34,-0.5,-0.550000011921,0.5,0.0,-0.698131978512,-0.61086499691,
7116,18204,8104,16,0.159999996424,1.27999997139,-0.800000011921,0.0,0.0,1.83259999752,
7118,18218,7987,5,0.0,0.0,-0.20000000298,0.0,-0.349065989256,0.61086499691,
7119,18218,7987,6,0.0,0.0,-0.20000000298,0.0,-0.349065989256,-0.61086499691,
7120,18218,7390,21,0.0,0.0,0.0,0.0,1.57079994678,0.0,
7121,18218,8109,16,0.0,0.0,0.0,0.0,-2.26892995834,0.0,
7122,18223,6361,16,0.40000000596,1.35000002384,0.0,0.0,0.0,-1.57079994678,
7123,18218,7390,22,0.0,0.0,0.0,0.0,1.57079994678,0.0,
7124,18228,5907,-1,0.0,0.0,1.0,0.0,0.0,0.0,
7126,18245,8113,1,0.20000000298,0.0,-0.300000011921,0.0,1.57079994678,0.0,
7127,18248,8113,1,0.0,0.0,0.0,0.0,0.0,0.0,
7128,18250,1625,-1,0.0,0.0,0.0,3.14159011841,0.0,0.0,
7129,18249,4268,-1,1.0,0.0,0.0,0.0,0.0,0.0,
7131,15400,5632,17,0.0,0.0,-1.0,0.0,-0.261799007654,0.0,
7133,18256,7894,19,1.39999997616,0.0,0.0,0.0,0.0,0.0,
7134,18262,3392,22,0.0,0.0,0.0,3.14159011841,1.57079994678,0.0,
7135,18267,8119,17,0.0,0.0,0.0,0.0872659981251,0.0,0.0,
7136,18267,8119,17,0.0,0.0,0.0,-0.0872659981251,0.0,0.0,
7137,18267,8119,17,0.0,0.0,0.0,0.0,0.0,0.0,
7139,18269,8121,19,0.0,0.0,1.0,0.0,0.0,0.0,
7140,18269,6660,19,0.0,0.0,0.0,0.0,0.0,0.0,
7141,18269,6660,19,0.0,0.0,0.0,0.0,0.0,0.0,
7143,18269,6660,19,0.0,0.0,0.0,0.0,0.0,0.0,
7145,18277,3488,19,0.0,0.0,0.0,0.0,0.0,0.0,
7146,18278,8122,19,1.0,1.0,0.0,0.0,0.0,0.0,
7148,18279,8123,22,1.0,0.0,0.0,0.0,0.0,0.0,
7149,18280,8124,1,0.20000000298,0.25,0.0,0.0,1.57079994678,0.0,
7150,18281,7952,19,0.0,0.0,0.0,0.0,0.0,0.0,
7151,18282,8124,1,0.20000000298,0.25,0.0,0.0,1.57079994678,0.0,
7154,18281,7952,19,20.0,0.0,0.0,0.0,0.0,0.0,
7155,18281,7952,19,40.0,0.0,0.0,0.0,0.0,0.0,
7156,18281,7952,19,60.0,0.0,0.0,0.0,0.0,0.0,
7157,18281,7952,19,80.0,0.0,0.0,0.0,0.0,0.0,
7158,18281,7952,19,100.0,0.0,0.0,0.0,0.0,0.0,
7159,18281,7952,19,-20.0,0.0,0.0,0.0,0.0,0.0,
7160,18281,7952,19,-40.0,0.0,0.0,0.0,0.0,0.0,
7161,18281,7952,19,-60.0,0.0,0.0,0.0,0.0,0.0,
7162,18281,7952,19,-80.0,0.0,0.0,0.0,0.0,0.0,
7163,18281,7952,19,-100.0,0.0,0.0,0.0,0.0,0.0,
7164,18281,7952,19,0.0,20.0,0.0,0.0,0.0,0.0,
7165,18281,7952,19,0.0,40.0,0.0,0.0,0.0,0.0,
7166,18281,7952,19,0.0,60.0,0.0,0.0,0.0,0.0,
7167,18281,7952,19,0.0,80.0,0.0,0.0,0.0,0.0,
7168,18281,7952,19,0.0,100.0,0.0,0.0,0.0,0.0,
7169,18281,7952,19,0.0,-20.0,0.0,0.0,0.0,0.0,
7170,18281,7952,19,0.0,-40.0,0.0,0.0,0.0,0.0,
7171,18281,7952,19,0.0,-100.0,0.0,0.0,0.0,0.0,
7172,18281,7952,19,0.0,-80.0,0.0,0.0,0.0,0.0,
7173,18281,7952,19,20.0,20.0,0.0,0.0,0.0,0.0,
7174,18281,7952,19,40.0,40.0,0.0,0.0,0.0,0.0,
7175,18281,7952,19,60.0,60.0,0.0,0.0,0.0,0.0,
7176,18281,7952,19,80.0,80.0,0.0,0.0,0.0,0.0,
7177,18281,7952,19,100.0,100.0,0.0,0.0,0.0,0.0,
7178,18281,7952,19,-20.0,-20.0,0.0,0.0,0.0,0.0,
7179,18281,7952,19,-40.0,-40.0,0.0,0.0,0.0,0.0,
7180,18281,7952,19,-60.0,-60.0,0.0,0.0,0.0,0.0,
7181,18281,7952,19,-80.0,-80.0,0.0,0.0,0.0,0.0,
7182,18281,7952,19,-100.0,-100.0,0.0,0.0,0.0,0.0,
7183,18281,7952,19,-20.0,20.0,0.0,0.0,0.0,0.0,
7184,18281,7952,19,-40.0,40.0,0.0,0.0,0.0,0.0,
7185,18281,7952,19,-60.0,60.0,0.0,0.0,0.0,0.0,
7186,18281,7952,19,-80.0,80.0,0.0,0.0,0.0,0.0,
7187,18281,7952,19,-100.0,100.0,0.0,0.0,0.0,0.0,
7188,18281,7952,19,100.0,-100.0,0.0,0.0,0.0,0.0,
7189,18281,7952,19,80.0,-80.0,0.0,0.0,0.0,0.0,
7190,18281,7952,19,60.0,-60.0,0.0,0.0,0.0,0.0,
7191,18281,7952,19,40.0,-40.0,0.0,0.0,0.0,0.0,
7192,18281,7952,19,20.0,-20.0,0.0,0.0,0.0,0.0,
7193,18283,8127,19,0.0,0.0,-5.0,0.0,0.0,0.0,
7194,18283,8126,19,0.0,0.0,10.0,0.0,0.0,0.0,
7201,18289,7952,19,0.0,0.0,0.0,0.0,0.0,0.0,
7202,16170,7393,19,0.0,0.0,0.10000000149,0.0,0.0,0.0,
7204,18300,7652,19,0.0,0.0,3.0,0.0,0.0,0.0,
7205,18300,7652,19,0.0,0.0,3.0,3.14159011841,0.0,0.0,
7206,18304,4901,23,0.0,0.0,0.0,0.0,0.523599028587,0.0,
7207,18309,7175,-1,0.0,0.0,0.5,0.0,0.0,0.0,
7208,18310,8135,17,-0.330000013113,0.0,0.460000008345,0.0,0.0,0.0,
7209,18311,8138,34,0.449999988079,0.0,0.479999989271,0.0,0.0,0.0,
7210,18311,8135,17,-0.330000013113,0.0,0.460000008345,0.0,0.0,0.0,
7211,18312,8142,19,0.0,0.0,0.0,0.0,0.0,0.0,
7212,18313,8143,34,0.0,0.0,0.0,0.0,0.0,0.0,
7213,18319,8144,19,0.0,0.0,0.0,1.57079994678,0.0,0.0,
7214,18320,7718,12,-0.0500000007451,-0.25,-0.25,1.57079994678,0.0,0.0,
7215,18320,7767,12,0.0500000007451,0.0,-0.20000000298,1.57079994678,0.0,1.57079994678,
7216,18320,7719,12,-0.00999999977648,0.230000004172,-0.330000013113,-0.261799007654,-0.837758004665,0.0,
7217,18320,7719,12,-0.00999999977648,0.25,-0.129999995232,0.0,-0.785398006439,0.0,
7218,18320,7721,12,-0.070000000298,0.0,0.0799999982119,1.57079994678,0.0,0.0,
7219,18320,7718,32,0.0,0.0,-0.0500000007451,-1.57079994678,0.0,0.0,
7220,18320,7719,33,0.0,0.0,-0.0299999993294,0.0,0.0,0.0,
7221,18320,8145,17,-0.129999995232,0.00999999977648,0.0799999982119,0.0,0.0,-0.0872659981251,
7222,18321,7718,12,-0.0500000007451,-0.25,-0.25,1.57079994678,0.0,0.0,
7223,18321,7767,12,0.0500000007451,0.0,-0.20000000298,1.57079994678,0.0,1.57079994678,
7224,18321,7719,12,-0.00999999977648,0.230000004172,-0.330000013113,-0.261799007654,-0.837758004665,0.0,
7225,18321,7719,12,-0.00999999977648,0.25,-0.129999995232,0.0,-0.785398006439,0.0,
7226,18321,7721,12,-0.070000000298,0.25,0.0799999982119,1.57079994678,0.0,0.0,
7227,18321,7718,32,0.0,0.0,-0.0500000007451,-1.57079994678,0.0,0.0,
7228,18321,7719,33,0.0,0.0,-0.0299999993294,0.0,0.0,0.0,
7229,18321,8145,17,-0.129999995232,0.0,0.10000000149,0.0,0.0,-0.349065989256,
7230,18322,8037,19,0.0,0.0,0.0,0.0,0.0,0.0,
7231,18325,8135,17,-0.330000013113,0.0,0.460000008345,0.0,0.0,0.0,
7232,17814,7990,34,0.15000000596,0.0,0.0,0.0,0.0,0.0,
7234,18335,8155,38,0.0,0.0,0.0,0.0,0.0,0.0,
7235,18347,3647,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7236,14724,7461,19,0.0,0.0,1.0,0.0,0.0,0.0,
7237,14724,7461,19,0.0,0.0,2.0,0.0,0.0,0.0,
7238,14724,7461,19,0.0,0.0,3.0,0.0,0.0,0.0,
7239,14724,7461,19,0.0,0.0,4.0,0.0,0.0,0.0,
7240,18357,7069,1,0.0,0.0,0.0,0.0,0.0,0.0,
7241,18357,88,1,0.800000011921,0.0,0.0,0.0,0.0,0.0,
7242,18358,6140,19,0.0,0.0,0.0,0.0,-1.57079994678,0.0,
7243,13143,7069,1,0.0,0.0,0.0,0.0,0.0,0.0,
7244,13143,7013,1,0.0,0.0,0.0,0.0,0.0,0.0,
7245,18358,8161,19,0.0,0.0,0.0,0.0,0.0,0.0,
7246,18364,4901,19,0.0,0.0,0.0,0.0,-1.57079994678,0.0,
7247,18368,8164,19,0.0,0.0,0.0,0.0,0.0,0.0,
7248,9286,3636,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7249,9286,3636,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7250,9286,3636,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7251,18373,5009,21,0.0,0.0,0.0,0.0,0.0,0.0,
7252,17018,7716,19,3.0,0.0,0.0,4.71238994598,0.0,0.0,
7253,18377,4302,17,0.15000000596,0.0,-0.15000000596,0.0,0.0,0.0,
7256,18382,8173,19,0.0,0.0,0.0,0.0,0.0,0.0,
7259,18382,8012,19,0.0,0.0,0.0,0.0,0.0,0.0,
7260,18382,252,34,0.0,0.0,0.0,0.0,0.0,0.0,
7263,18382,8661,17,-0.0299999993294,0.035000000149,0.0900000035763,0.0,0.0,0.0,
7264,18382,8661,17,-0.0299999993294,-0.035000000149,0.0900000035763,0.0,0.0,0.0,
7265,18385,8178,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7267,18387,4354,31,1.5,1.39999997616,0.5,0.0,0.0,0.0,
7268,18389,7034,21,-0.300000011921,0.0,0.0,0.0,0.0,0.0,
7269,18389,7034,22,-0.300000011921,0.0,0.0,0.0,0.0,0.0,
7270,18389,6055,15,0.0,0.0,0.0,0.0,0.0,0.0,
7271,18389,6863,0,0.0,0.0,0.0,0.0,0.0,0.0,
7272,18395,6697,19,5.0,0.0,0.0,0.0,0.0,0.0,
7274,18398,7362,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7278,18401,1962,17,0.600000023842,0.0,0.300000011921,3.14159011841,0.0,0.0,
7279,18402,8181,20,0.0,0.0,0.5,0.0,0.0,0.0,
7280,18409,8183,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7281,18409,5689,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7282,18409,8183,-1,0.0,0.0,0.0,1.57079994678,1.57079994678,0.0,
7283,18410,8532,17,0.0,0.0,0.0,0.0,0.523599028587,0.0,
7285,18416,8180,19,0.0,0.0,-1.5,0.0,0.0,0.0,
7286,18389,7034,23,-0.300000011921,0.0,0.0,0.0,0.0,0.0,
7288,18423,285,34,0.0,0.0,0.0,0.0,0.0,0.0,
7289,16111,6592,19,0.0,0.0,0.0,0.0,0.0,0.0,
7290,18433,8189,34,0.0,0.0,0.0,0.0,0.0,0.0,
7291,18434,7809,19,0.0,0.0,0.0,0.0,0.0,0.0,
7295,18434,7604,21,0.0,0.0,0.0,0.0,0.0,0.0,
7297,18436,8191,16,-0.10000000149,0.300000011921,-0.34999999404,3.14159011841,0.0,0.785398006439,
7298,18434,7604,22,0.0,0.0,0.0,0.0,0.0,0.0,
7299,18434,8192,19,0.0,0.0,0.0,0.0,0.0,0.0,
7300,18437,8193,19,0.0,0.0,14.0,0.0,3.14159011841,0.0,
7302,18437,6938,19,0.0,0.0,4.0,0.0,0.0,0.0,
7303,18437,6756,19,0.0,0.0,0.0,0.0,0.0,0.0,
7304,18440,8195,19,10.0,1.0,0.0,2.53073000908,0.0,0.0,
7306,18444,2642,17,0.0,0.0,0.0,0.0,0.523599028587,0.0,
7307,18440,6719,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7308,18440,6719,-1,11.0,0.0,-15.0,0.0,0.0,0.0,
7310,17042,7801,19,0.0,0.0,15.0,0.0,3.14159011841,0.0,
7311,17042,7713,19,0.0,0.0,14.0,0.0,0.0,0.0,
7312,17042,7713,19,0.0,0.0,14.0,1.57079994678,0.0,0.0,
7313,17042,7713,19,0.0,0.0,14.0,3.14159011841,0.0,0.0,
7314,17037,8614,19,0.0,0.0,14.0,0.0,0.0,0.0,
7318,18456,5586,34,0.0,0.0,0.0,0.0,0.0,0.0,
7319,18457,8112,34,-0.949999988079,0.0,-1.70000004768,0.0,0.0,0.0,
7320,17191,7783,19,0.0,0.0,0.0,0.0,0.0,0.0,
7321,17191,5139,19,0.0,0.0,0.0,0.0,0.0,0.0,
7322,17191,5139,19,0.0,0.0,2.0,0.0,0.0,0.0,
7323,17798,5365,-1,0.0,0.0,-1.0,0.0,0.0,0.0,
7324,18457,4323,34,-0.949999988079,0.0,-1.70000004768,0.0,0.0,0.0,
7325,18470,1016,19,0.0,0.0,0.0,0.0,0.0,0.0,
7326,18470,5752,19,0.0,0.0,0.0,1.57079994678,0.0,0.0,
7327,18470,8209,19,0.0,0.0,0.0,3.14159011841,0.0,0.0,
7330,17325,8683,19,0.0,0.0,0.0,0.0,0.0,0.0,
7332,17325,6849,19,0.0,0.0,0.0,0.0,0.0,0.0,
7333,17325,7867,19,0.0,0.0,0.0,0.0,0.0,0.0,
7334,17325,7866,19,0.0,0.0,0.0,0.0,0.0,0.0,
7335,18479,8251,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7336,18470,7178,19,0.0,0.0,0.0,0.0,0.0,0.0,
7337,18486,8109,17,0.0,0.0,0.0,0.0,0.0,0.0,
7339,17798,8227,-1,0.0,0.0,9.0,0.0,3.14159011841,0.0,
7342,18491,6055,15,0.0,0.0,0.0,0.0,0.0,0.0,
7343,18491,6863,0,0.0,0.0,0.0,0.0,0.0,0.0,
7344,18491,7034,23,0.300000011921,0.0,0.0,0.0,0.0,0.0,
7345,18491,7034,21,0.300000011921,0.0,0.0,0.0,0.0,0.0,
7347,18491,7034,22,0.300000011921,0.0,0.0,0.0,0.0,0.0,
7348,18491,8127,16,0.0,0.0,0.0,0.0,0.0,0.0,
7349,18492,7376,19,0.0,0.0,-0.5,0.0,0.0,0.0,
7350,18492,8229,19,0.0,0.0,-1.0,0.0,0.0,0.0,
7351,18494,6943,19,0.0,0.0,0.0,0.0,0.0,0.0,
7352,14630,8231,19,0.0,0.0,0.0,0.0,0.0,0.0,
7353,18399,16480,16,0.0,0.0,-0.20000000298,0.0,-1.74532997608,0.0,
7357,18496,171,6,0.0,0.0,0.0,0.0,0.0,0.0,
7359,18499,7117,19,-1.0,0.300000011921,1.0,0.0,1.57079994678,0.0,
7361,18519,8247,34,0.0,0.0,0.0,0.0,0.0,0.0,
7362,18475,8250,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7363,18475,8246,-1,0.0,0.0,0.10000000149,0.0,0.0,0.0,
7364,18533,8191,16,0.40000000596,0.300000011921,-0.34999999404,0.0,0.0,-1.22172999382,
7365,18519,8247,34,0.300000011921,-0.300000011921,0.0,0.0,0.0,0.0,
7366,18519,8247,34,-0.5,0.0,0.0,0.0,0.0,0.0,
7367,18519,8247,34,0.5,0.0,0.0,0.0,0.0,0.0,
7368,18541,4469,22,1.5,0.0,0.0,0.0,0.0,0.0,
7369,18544,3838,19,0.0,0.0,0.0,0.0,0.0,0.0,
7370,18547,7109,0,0.0,0.0,0.0,4.71238994598,-0.349065989256,0.0,
7378,18547,7109,0,0.0,0.0,0.0,4.71238994598,0.0,0.0,
7379,18547,7109,0,0.0,0.0,0.0,4.71238994598,0.349065989256,0.0,
7380,15106,3164,19,0.0,0.0,0.0,0.0,0.0,0.0,
7381,18548,8255,19,0.0,0.0,0.0,0.0,-1.57079994678,0.0,
7382,18548,8256,19,0.0,0.0,0.0,0.0,0.0,0.0,
7385,18401,4302,17,0.0,0.0,0.10000000149,0.0,0.0,0.0,
7386,18559,5897,34,0.0,0.0,0.0,0.0,0.0,0.0,
7387,18560,7373,19,0.0,0.0,0.20000000298,0.0,0.0,0.0,
7388,18560,7834,19,0.0,0.0,0.20000000298,0.0,0.0,0.0,
7389,18561,6485,12,0.0,0.0,0.0,1.57079994678,0.0,0.0,
7390,18564,6064,19,0.0,0.0,0.0,0.0,-1.57079994678,0.0,
7394,18566,5898,19,0.0,0.0,0.0,0.0,-1.57079994678,0.0,
7395,18566,8262,19,1.0,0.0,0.0,0.0,-1.57079994678,0.0,
7396,18566,8262,19,0.0,-1.0,0.0,0.0,-1.57079994678,0.0,
7397,18566,8262,19,-1.0,1.0,0.0,0.0,-1.57079994678,0.0,
7398,18562,7109,1,1.0,0.0,0.0,0.0,0.0,0.0,
7399,18566,8262,19,-1.0,-1.0,0.0,0.0,-1.57079994678,0.0,
7400,18567,5910,19,0.0,0.0,0.0,0.0,-1.57079994678,0.0,
7401,18569,8263,1,0.5,0.0,-0.10000000149,-1.57079994678,0.0,0.0,
7402,18562,8263,1,0.5,0.0,-0.10000000149,-1.57079994678,0.0,0.0,
7403,18562,8264,12,-0.10000000149,0.0,-0.300000011921,3.14159011841,0.0,0.0,
7404,18569,8264,12,-0.10000000149,0.0,-0.300000011921,3.14159011841,0.0,0.0,
7405,18575,7992,19,0.0,0.0,0.0,0.0,0.0,0.0,
7406,18575,6929,19,0.0,0.0,0.0,0.0,0.0,0.0,
7407,18576,6016,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7408,17460,8266,19,0.140000000596,0.0,0.850000023842,0.0,0.349065989256,0.0,
7415,17032,14725,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7417,18596,6320,19,10.0,0.0,0.0,0.0,4.71238994598,0.0,
7418,18596,8279,19,10.0,0.0,0.0,0.0,0.0,0.0,
7419,18596,8279,19,10.0,0.0,0.800000011921,0.0,0.0,0.0,
7426,18597,8281,19,15.0,0.0,1.0,0.0,0.0,0.0,
7427,18598,8283,40,0.0,1.0,0.0,0.0,0.0,1.57079994678,
7428,18598,8283,40,0.0,-1.0,0.0,0.0,0.0,-1.57079994678,
7429,18591,4310,20,0.0,0.0,0.5,0.0,0.0,0.0,
7436,18602,8288,17,0.0,0.0,-0.800000011921,3.14159011841,-0.523599028587,0.0,
7437,18602,8288,17,-1.0,0.0,-0.600000023842,0.0,0.0,0.0,
7438,18602,8288,17,-1.0,0.0,-0.600000023842,1.57079994678,0.0,0.0,
7439,18602,8288,17,0.0,0.800000011921,-0.600000023842,-1.57079994678,0.0,0.0,
7440,18602,4509,17,0.0,0.0,0.0,0.0,0.0,0.0,
7441,18600,8289,-1,0.0,0.0,-1.5,0.0,0.0,0.0,
7442,18604,623,34,-0.25,0.0,-0.300000011921,0.0,0.0,0.0,
7443,14918,3625,19,0.0,0.0,0.0,1.57079994678,0.0,0.0,
7444,14918,3622,19,0.0,0.0,0.0,1.57079994678,0.0,0.0,
7445,14918,3626,19,0.0,0.0,0.0,1.57079994678,0.0,0.0,
7446,18607,8291,34,0.20000000298,0.0,-0.20000000298,0.0,0.0,0.0,
7447,8322,3718,19,0.0,0.0,0.0,3.14159011841,0.0,0.0,
7448,18616,8294,17,-0.070000000298,0.0900000035763,0.019999999553,-2.00712990761,0.0,-1.39626002312,
7449,18618,4804,-1,0.0,0.0,1.0,0.0,0.0,0.0,
7450,15413,7028,-1,0.0,0.0,-30.0,0.0,0.0,0.0,
7451,18622,3082,-1,0.0,0.0,1.0,0.0,0.0,0.0,
7452,18623,5175,-1,0.0,0.0,1.0,0.0,0.0,0.0,
7453,18623,5686,-1,0.0,0.0,1.0,0.0,0.0,0.0,
7454,18625,6298,34,0.0,0.0,0.0,0.0,3.14159011841,0.0,
7455,18626,4712,34,0.0,0.0,0.0,0.0,0.0,0.0,
7456,18628,8296,2,-0.10000000149,0.10000000149,-0.10000000149,0.0,1.13445997238,0.0,
7457,18629,3050,34,0.0,0.0,0.0,0.0,0.0,0.0,
7459,18636,7925,-1,0.0,0.0,1.0,0.0,0.0,0.0,
7460,18639,4053,34,0.0,0.0,0.0,0.0,0.0,0.0,
7463,18641,6977,17,0.0,0.0500000007451,0.070000000298,0.0,0.0,0.0,
7464,18641,6977,17,0.0,-0.0500000007451,0.070000000298,0.0,0.0,0.0,
7465,18646,8303,34,0.15000000596,0.0,-0.850000023842,0.0,0.0,0.0,
7466,18647,8304,17,-0.15000000596,0.0,0.109999999404,0.0,-0.349065989256,0.0,
7467,18648,8380,17,-0.20000000298,0.0,0.20000000298,0.0,0.0,0.0,
7468,18653,8191,16,0.40000000596,0.300000011921,-0.34999999404,0.0,0.0,-1.22172999382,
7469,18657,7109,22,1.0,0.0,0.0,0.0,1.57079994678,0.0,
7470,18671,625,38,0.0,0.0,0.0,0.0,-1.57079994678,0.0,
7471,18672,625,22,0.0,0.0,0.0,0.0,0.0,0.0,
7472,18672,625,22,0.0,0.0,0.0,0.0,0.0,0.0,
7473,18673,625,22,0.0,0.0,0.0,0.0,0.0,0.0,
7474,18673,625,22,0.0,0.0,0.0,0.0,0.0,0.0,
7475,18673,625,22,0.0,0.0,0.0,0.0,0.0,0.0,
7476,18649,6845,19,0.0,0.0,0.0,0.0,0.0,0.0,
7478,18649,8310,19,0.0,0.0,0.0,0.0,0.0,0.0,
7479,18674,5046,-1,0.0,0.0,1.0,0.0,-1.39626002312,0.0,
7480,18677,4183,19,0.0,0.0,0.0,0.0,0.0,0.0,
7481,18677,4183,19,0.0,0.0,-0.5,0.0,0.0,0.0,
7482,18677,6352,19,0.0,0.0,0.0,0.0,0.0,0.0,
7483,18677,3521,19,0.0,0.0,0.0,0.0,0.0,0.0,
7484,18680,625,22,0.0,0.0,0.0,0.0,0.0,0.0,
7485,18682,5732,19,0.0,0.0,0.15000000596,0.0,0.0,0.0,
7486,18682,5680,19,0.0,0.0,0.300000011921,0.0,0.0,0.0,
7489,18683,8318,19,0.0,0.0,0.0,0.0,0.0,0.0,
7490,18684,8319,19,0.0,0.0,-4.0,1.57079994678,0.0,0.0,
7491,18688,8320,19,0.0,0.0,-4.0,1.57079994678,0.0,0.0,
7492,18689,2973,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7493,18690,8322,19,0.0,0.0,-4.0,1.57079994678,0.0,0.0,
7494,18692,5418,34,0.0,0.0,0.0,0.0,0.0,0.0,
7495,18693,7412,19,0.0,0.0,0.0,0.0,-0.785398006439,0.0,
7497,18695,7412,19,0.0,0.0,0.0,0.0,-0.785398006439,0.0,
7498,18698,6360,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7499,18699,8330,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7500,18713,7709,19,-15.0,0.0,0.0,0.0,0.0,0.0,
7501,18713,7709,19,0.0,15.0,0.0,0.0,0.0,0.0,
7502,18713,7709,19,15.0,0.0,0.0,0.0,0.0,0.0,
7503,18713,7709,19,0.0,-15.0,0.0,0.0,0.0,0.0,
7504,18713,7709,19,10.0,10.0,0.0,0.0,0.0,0.0,
7505,18713,7709,19,-10.0,10.0,0.0,0.0,0.0,0.0,
7506,18713,7709,19,-10.0,-10.0,0.0,0.0,0.0,0.0,
7507,18713,7709,19,10.0,-10.0,0.0,0.0,0.0,0.0,
7508,14630,8232,19,0.0,0.0,0.10000000149,0.0,0.0,0.0,
7510,18723,3049,34,0.0,0.0,0.0,0.0,0.0,0.0,
7511,18723,855,34,0.0,0.0,0.0,0.0,0.0,0.0,
7512,18725,8336,19,0.0,0.0,-0.25,3.14159011841,0.0,0.0,
7516,18726,4892,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7517,18728,6305,10,-0.20000000298,0.00999999977648,-0.449999988079,-1.57079994678,0.0,0.0,
7518,18732,8339,38,0.119999997318,0.20000000298,-0.25,0.0,0.0,0.0,
7520,18734,3808,-1,0.0,0.0,0.0,0.0,1.57079994678,0.0,
7521,18737,8343,21,0.0,0.0,0.0,0.0,0.0,0.0,
7522,18737,8343,22,0.0,0.0,0.0,0.0,0.0,0.0,
7524,18739,3394,19,0.0,0.0,0.0,0.0,0.0,0.0,
7525,18739,3394,19,0.0,0.0,0.0,0.0,0.0,0.0,
7526,18737,3826,19,0.0,0.0,0.0,0.0,0.0,0.0,
7527,18737,3748,19,0.0,0.0,0.0,0.0,0.0,0.0,
7528,18741,8669,19,0.0,0.0,0.0,0.0,0.0,0.0,
7529,18743,5958,19,0.0,0.0,0.0,0.0,0.0,0.0,
7530,18743,3320,19,0.0,0.0,1.60000002384,0.0,0.0,0.0,
7533,18748,5342,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7534,18748,5342,-1,0.0,0.0,0.0,0.0,0.0,0.0,
7536,18751,6435,19,0.0,0.0,0.0,0.0,0.0,0.0,
7537,15271,4641,21,0.0,0.0,0.0,0.0,0.0,0.0,
7538,18755,3130,21,0.0,0.0,0.0,0.0,0.0,0.0,
7539,18755,3130,22,0.0,0.0,0.0,0.0,0.0,0.0,
7540,18756,1303,19,0.0,0.0,0.0,0.0,0.0,0.0,
7541,18756,1303,19,0.0,0.0,0.0,0.0,0.0,1.57079994678,
7542,18758,8140,17,0.0,0.0,0.0,0.0,0.0,0.0,
7543,18758,8140,17,0.0,0.0,0.0,0.0,0.0,0.0,
7544,18758,7412,17,0.0,0.0,0.0,0.0,0.349065989256,0.0,
7545,18757,1543,34,0.0,0.0,-0.699999988079,0.0,0.0,0.0,
7546,18760,7227,34,-0.40000000596,0.40000000596,-0.800000011921,0.0,0.0,1.57079994678,
7547,18760,7227,34,-0.40000000596,-0.40000000596,-0.800000011921,0.0,0.0,1.57079994678,
7548,18760,8350,34,-0.699999988079,0.0,0.0,0.0,0.0,3.14159011841,
7549,18761,6580,19,0.0,0.0,0.25,0.0,0.0,0.0,
7550,18762,6314,19,0.0,0.0,0.0,0.0,0.0,0.0,
7553,18767,7250,21,0.0,0.0,0.0,0.0,0.523599028587,0.0,
7554,18767,7250,22,0.0,0.0,0.0,0.0,0.349065989256,0.0,
7556,18769,7888,21,0.0,0.0,-0.25,0.0,0.0,0.0,
7557,18769,7888,22,0.0,0.0,-0.25,0.0,0.0,0.0,
7558,18768,7858,19,0.0,0.0,-1.0,0.0,0.0,0.0,
7560,18772,6819,19,0.0,0.0,-8.0,0.0,0.0,0.0,
7561,18780,8364,34,0.0,0.0,-2.0,0.0,0.0,0.0,
7562,18782,8376,39,0.0,0.0,1.0,0.0,0.0,0.0,
7563,18783,8010,22,0.0,0.0,0.0,0.0,0.0,0.0,
7564,18783,5699,22,0.0,0.0,0.0,0.0,0.0,0.0,
7565,18784,3765,22,0.0,0.0,0.0,0.0,0.0,0.0,
7566,18784,8366,22,0.0,0.0,-0.34999999404,0.0,0.0,0.0,
7567,18785,6066,22,0.0,0.0,0.0,0.0,0.0,0.0,
