long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
315,,,"%s vous masse les épaules.",,,,,,,,,,,,,,0xFF01FE,
316,,,"Vous massez les épaules |2 %s.",,,,,,,,,,,,,,0xFF01FE,
317,,,"%s veut un massage !",,,,,,,,,,,,,,0xFF01FE,
318,,,"Vous voulez un massage !",,,,,,,,,,,,,,0xFF01FE,
319,,,"%s regarde %s en gémissant de façon suggestive.",,,,,,,,,,,,,,0xFF01FE,
320,,,"%s vous regarde en gémissant de façon suggestive.",,,,,,,,,,,,,,0xFF01FE,
321,,,"Vous regardez %s en gémissant de façon suggestive.",,,,,,,,,,,,,,0xFF01FE,
322,,,"%s gémit de façon suggestive.",,,,,,,,,,,,,,0xFF01FE,
323,,,"Vous gémissez de façon suggestive.",,,,,,,,,,,,,,0xFF01FE,
324,,,"%s baisse son pantalon et montre ses fesses à %s.",,,,,,,,,,,,,,0xFF01FE,
325,,,"%s baisse son pantalon et vous montre ses fesses.",,,,,,,,,,,,,,0xFF01FE,
326,,,"Vous baissez votre pantalon et montrez vos fesses à %s.",,,,,,,,,,,,,,0xFF01FE,
327,,,"%s baisse son pantalon et montre ses fesses à tout le monde.",,,,,,,,,,,,,,0xFF01FE,
328,,,"Vous baissez votre pantalon et montrez vos fesses à tout le monde.",,,,,,,,,,,,,,0xFF01FE,
329,,,"%s baisse son pantalon et montre ses fesses à %s.",,,,,,,,,,,,,,0xFF01FE,
330,,,"%s baisse son pantalon et vous montre ses fesses.",,,,,,,,,,,,,,0xFF01FE,
331,,,"%s baisse son pantalon et montre ses fesses à tout le monde.",,,,,,,,,,,,,,0xFF01FE,
332,,,"Grave et calme, %s pleure la mort |2 %s.",,,,,,,,,,,,,,0xFF01FE,
333,,,"Grave et calme, %s pleure votre mort.",,,,,,,,,,,,,,0xFF01FE,
334,,,"Grave et calme, vous pleurez la mort |2 %s.",,,,,,,,,,,,,,0xFF01FE,
335,,,"Plongé dans ses pensées, %s pleure les morts.",,,,,,,,,,,,,,0xFF01FE,
336,,,"Grave et calme, vous pleurez les morts.",,,,,,,,,,,,,,0xFF01FE,
337,,,"%s dit NON à %s. Pas question.",,,,,,,,,,,,,,0xFF01FE,
338,,,"%s vous dit NON. Pas question.",,,,,,,,,,,,,,0xFF01FE,
339,,,"Vous dites NON à %s. Pas question.",,,,,,,,,,,,,,0xFF01FE,
340,,,"%s le dit clairement : NON.",,,,,,,,,,,,,,0xFF01FE,
341,,,"Vous l'affirmez clairement : NON.",,,,,,,,,,,,,,0xFF01FE,
342,,,"%s fait un signe de la tête affirmatif à %s.",,,,,,,,,,,,,,0xFF01FE,
343,,,"%s vous fait un signe de tête affirmatif.",,,,,,,,,,,,,,0xFF01FE,
344,,,"Vous faites un signe de tête affirmatif à %s.",,,,,,,,,,,,,,0xFF01FE,
345,,,"%s acquiesce.",,,,,,,,,,,,,,0xFF01FE,
346,,,"Vous acquiescez.",,,,,,,,,,,,,,0xFF01FE,
347,,,"%s se cure le nez et fait voir à %s.",,,,,,,,,,,,,,0xFF01FE,
348,,,"%s se cure le nez et vous fait voir.",,,,,,,,,,,,,,0xFF01FE,
349,,,"Vous vous curez le nez et vous faites voir à %s.",,,,,,,,,,,,,,0xFF01FE,
350,,,"%s a toujours un doigt fourré dans le nez.",,,,,,,,,,,,,,0xFF01FE,
351,,,"Vous passez le temps avec un doigt fourré dans le nez.",,,,,,,,,,,,,,0xFF01FE,
352,,,"%s se cure le nez et fait voir à %s.",,,,,,,,,,,,,,0xFF01FE,
353,,,"%s se cure le nez et vous fait voir.",,,,,,,,,,,,,,0xFF01FE,
354,,,"%s regarde %s et cède à la panique.",,,,,,,,,,,,,,0xFF01FE,
355,,,"%s vous regarde et cède à la panique.",,,,,,,,,,,,,,0xFF01FE,
356,,,"Vous regardez %s et vous cédez à la panique.",,,,,,,,,,,,,,0xFF01FE,
357,,,"%s cède à la panique et court partout en agitant les bras.",,,,,,,,,,,,,,0xFF01FE,
358,,,"Vous cédez à la panique et courez partout en agitant les bras.",,,,,,,,,,,,,,0xFF01FE,
359,,,"%s examine %s d’un air inquisiteur.",,,,,,,,,,,,,,0xFF01FE,
360,,,"%s vous examine d’un air inquisiteur.",,,,,,,,,,,,,,0xFF01FE,
361,,,"Vous examinez %s d’un air inquisiteur.",,,,,,,,,,,,,,0xFF01FE,
362,,,"%s examine les alentours d’un air inquisiteur.",,,,,,,,,,,,,,0xFF01FE,
363,,,"Vous examinez les alentours d’un air inquisiteur.",,,,,,,,,,,,,,0xFF01FE,
364,,,"%s implore %s.",,,,,,,,,,,,,,0xFF01FE,
365,,,"%s vous implore.",,,,,,,,,,,,,,0xFF01FE,
366,,,"Vous implorez %s.",,,,,,,,,,,,,,0xFF01FE,
367,,,"%s se met à genoux et implore désespérément.",,,,,,,,,,,,,,0xFF01FE,
368,,,"Vous vous mettez à genoux et implorez désespérément.",,,,,,,,,,,,,,0xFF01FE,
369,,,"%s se met à genoux et implore désespérément.",,,,,,,,,,,,,,0xFF01FE,
370,,,"%s montre %s du doigt.",,,,,,,,,,,,,,0xFF01FE,
371,,,"%s vous pointe du doigt.",,,,,,,,,,,,,,0xFF01FE,
372,,,"Vous pointez du doigt en direction |2 %s.",,,,,,,,,,,,,,0xFF01FE,
373,,,"%s désigne un endroit éloigné.",,,,,,,,,,,,,,0xFF01FE,
374,,,"Vous pointez du doigt l’horizon.",,,,,,,,,,,,,,0xFF01FE,
375,,,"%s donne une tape à %s. Hé !",,,,,,,,,,,,,,0xFF01FE,
376,,,"%s vous donne une tape.  Hé !",,,,,,,,,,,,,,0xFF01FE,
377,,,"Vous donnez une tape à %s. Hé !",,,,,,,,,,,,,,0xFF01FE,
378,,,"%s se tape le ventre et rigole.",,,,,,,,,,,,,,0xFF01FE,
379,,,"Vous vous tapez le ventre et rigolez.",,,,,,,,,,,,,,0xFF01FE,
380,,,"%s se tape le ventre et rigole.",,,,,,,,,,,,,,0xFF01FE,
381,,,"%s dit une prière pour %s.",,,,,,,,,,,,,,0xFF01FE,
382,,,"%s dit une prière pour vous.",,,,,,,,,,,,,,0xFF01FE,
383,,,"Vous dites une prière pour %s.",,,,,,,,,,,,,,0xFF01FE,
384,,,"%s prie les dieux.",,,,,,,,,,,,,,0xFF01FE,
385,,,"Vous priez les dieux.",,,,,,,,,,,,,,0xFF01FE,
386,,,"%s rugit bestialement en direction |2 %s. Quelle férocité !",,,,,,,,,,,,,,0xFF01FE,
387,,,"%s vous hurle dessus.  Quelle violence !",,,,,,,,,,,,,,0xFF01FE,
388,,,"Vous hurlez sur %s. Quelle violence !",,,,,,,,,,,,,,0xFF01FE,
389,,,"%s rugit bestialement. Quelle férocité !",,,,,,,,,,,,,,0xFF01FE,
390,,,"Vous rugissez bestialement. Quelle férocité !",,,,,,,,,,,,,,0xFF01FE,
391,,,"%s se roule au sol en se moquant |2 %s.",,,,,,,,,,,,,,0xFF01FE,
392,,,"%s se roule au sol en se moquant de vous.",,,,,,,,,,,,,,0xFF01FE,
393,,,"Vous vous roulez au sol en vous moquant |2 %s.",,,,,,,,,,,,,,0xFF01FE,
394,,,"%s se roule au sol en riant.",,,,,,,,,,,,,,0xFF01FE,
395,,,"Vous vous roulez au sol en riant.",,,,,,,,,,,,,,0xFF01FE,
396,,,"%s fait un geste grossier à %s.",,,,,,,,,,,,,,0xFF01FE,
397,,,"%s vous fait un geste grossier.",,,,,,,,,,,,,,0xFF01FE,
398,,,"Vous faites un geste grossier à %s.",,,,,,,,,,,,,,0xFF01FE,
399,,,"%s fait un geste grossier.",,,,,,,,,,,,,,0xFF01FE,
400,,,"Vous faites un geste grossier.",,,,,,,,,,,,,,0xFF01FE,
401,,,"%s salue %s avec respect.",,,,,,,,,,,,,,0xFF01FE,
402,,,"%s salue avec respect.",,,,,,,,,,,,,,0xFF01FE,
403,,,"Vous saluez %s respectueusement.",,,,,,,,,,,,,,0xFF01FE,
404,,,"%s est au garde-à-vous et salue.",,,,,,,,,,,,,,0xFF01FE,
405,,,"Vous êtes au garde-à-vous et saluez.",,,,,,,,,,,,,,0xFF01FE,
406,,,"%s griffe %s. Comme chien et chat !",,,,,,,,,,,,,,0xFF01FE,
407,,,"%s vous griffe.  Comme chien et chat !",,,,,,,,,,,,,,0xFF01FE,
408,,,"Vous griffez %s. Comme chien et chat !",,,,,,,,,,,,,,0xFF01FE,
409,,,"%s se gratte.  Ah, beaucoup mieux !",,,,,,,,,,,,,,0xFF01FE,
410,,,"Vous vous grattez.  Ah, beaucoup mieux !",,,,,,,,,,,,,,0xFF01FE,
411,,,"%s se gratte.  Ah, beaucoup mieux !",,,,,,,,,,,,,,0xFF01FE,
412,,,"%s trouve %s très sexy.",,,,,,,,,,,,,,0xFF01FE,
413,,,"%s vous trouve très sexy.",,,,,,,,,,,,,,0xFF01FE,
414,,,"Vous trouvez %s très sexy.",,,,,,,,,,,,,,0xFF01FE,
415,,,"%s est vraiment trop sexy… sexy à mourir.",,,,,,,,,,,,,,0xFF01FE,
416,,,"Vous êtes vraiment trop sexy… sexy à mourir.",,,,,,,,,,,,,,0xFF01FE,
417,,,"%s est vraiment trop sexy… sexy à mourir.",,,,,,,,,,,,,,0xFF01FE,
418,,,"%s remue son derrière devant %s.",,,,,,,,,,,,,,0xFF01FE,
419,,,"%s remue son derrière devant vous.",,,,,,,,,,,,,,0xFF01FE,
420,,,"Vous remuez votre derrière devant %s.",,,,,,,,,,,,,,0xFF01FE,
421,,,"%s remue son derrière.",,,,,,,,,,,,,,0xFF01FE,
422,,,"Vous remuez votre derrière.",,,,,,,,,,,,,,0xFF01FE,
423,,,"%s remue son derrière devant %s.",,,,,,,,,,,,,,0xFF01FE,
424,,,"%s remue son derrière devant vous.",,,,,,,,,,,,,,0xFF01FE,
425,,,"%s remue son derrière.",,,,,,,,,,,,,,0xFF01FE,
426,,,"%s crie sur %s.",,,,,,,,,,,,,,0xFF01FE,
427,,,"%s vous crie dessus.",,,,,,,,,,,,,,0xFF01FE,
428,,,"Vous criez sur %s.",,,,,,,,,,,,,,0xFF01FE,
429,,,"%s crie.",,,,,,,,,,,,,,0xFF01FE,
430,,,"Vous criez.",,,,,,,,,,,,,,0xFF01FE,
431,,,"%s regarde %s en haussant les épaules. Qui sait ?",,,,,,,,,,,,,,0xFF01FE,
432,,,"%s vous regarde en haussant les épaules.  Qui sait ?",,,,,,,,,,,,,,0xFF01FE,
433,,,"Vous regardez %s en haussant les épaules. Qui sait ?",,,,,,,,,,,,,,0xFF01FE,
434,,,"%s hausse les épaules. Qui sait ?",,,,,,,,,,,,,,0xFF01FE,
435,,,"Vous haussez les épaules.  Qui sait ?",,,,,,,,,,,,,,0xFF01FE,
436,,,"%s sourit timidement à %s.",,,,,,,,,,,,,,0xFF01FE,
437,,,"%s vous sourit timidement.",,,,,,,,,,,,,,0xFF01FE,
438,,,"Vous souriez timidement à %s.",,,,,,,,,,,,,,0xFF01FE,
439,,,"%s sourit timidement.",,,,,,,,,,,,,,0xFF01FE,
440,,,"Vous souriez timidement.",,,,,,,,,,,,,,0xFF01FE,
441,,,"%s regarde %s en soupirant.",,,,,,,,,,,,,,0xFF01FE,
442,,,"%s vous regarde en soupirant.",,,,,,,,,,,,,,0xFF01FE,
443,,,"Vous regardez %s en soupirant.",,,,,,,,,,,,,,0xFF01FE,
444,,,"%s laisse échapper un soupir interminable.",,,,,,,,,,,,,,0xFF01FE,
445,,,"Vous laissez échapper un soupir interminable.",,,,,,,,,,,,,,0xFF01FE,
446,,,"",,,,,,,,,,,,,,0xFF01FC,
447,,,"",,,,,,,,,,,,,,0xFF01FC,
448,,,"%s s’endort. Zzzzzzz.",,,,,,,,,,,,,,0xFF01FE,
449,,,"Vous vous endormez.  Zzzzzzz.",,,,,,,,,,,,,,0xFF01FE,
450,,,"%s montre les dents et regarde %s en grognant.",,,,,,,,,,,,,,0xFF01FE,
451,,,"%s montre les dents et vous regarde en grognant.",,,,,,,,,,,,,,0xFF01FE,
452,,,"Vous montrez les dents et regardez %s en grognant.",,,,,,,,,,,,,,0xFF01FE,
453,,,"%s montre les dents et grogne.",,,,,,,,,,,,,,0xFF01FE,
454,,,"Vous montrez les dents et grognez.",,,,,,,,,,,,,,0xFF01FE,
455,,,"%s montre les dents et regarde %s en grognant.",,,,,,,,,,,,,,0xFF01FE,
456,,,"%s montre les dents et vous regarde en grognant.",,,,,,,,,,,,,,0xFF01FE,
457,,,"%s montre les dents et grogne.",,,,,,,,,,,,,,0xFF01FE,
458,,,"%s crache sur %s.",,,,,,,,,,,,,,0xFF01FE,
459,,,"%s vous crache dessus.",,,,,,,,,,,,,,0xFF01FE,
460,,,"Vous crachez sur %s.",,,,,,,,,,,,,,0xFF01FE,
461,,,"%s crache par terre.",,,,,,,,,,,,,,0xFF01FE,
462,,,"Vous crachez par terre.",,,,,,,,,,,,,,0xFF01FE,
463,,,"%s fait baisser les yeux à %s.",,,,,,,,,,,,,,0xFF01FE,
464,,,"%s vous fait baisser les yeux.",,,,,,,,,,,,,,0xFF01FE,
465,,,"Vous faites baisser les yeux à %s.",,,,,,,,,,,,,,0xFF01FE,
466,,,"%s regarde fixement au loin.",,,,,,,,,,,,,,0xFF01FE,
467,,,"Vous regardez fixement au loin.",,,,,,,,,,,,,,0xFF01FE,
468,,,"%s est surpris par les agissements |2 %s.",,,,,,,,,,,,,,0xFF01FE,
469,,,"Vos actes surprennent %s.",,,,,,,,,,,,,,0xFF01FE,
470,,,"Vous êtes surpris par les agissements |2 %s.",,,,,,,,,,,,,,0xFF01FE,
471,,,"%s est vraiment surpris !",,,,,,,,,,,,,,0xFF01FE,
472,,,"Vous êtes tellement surpris !",,,,,,,,,,,,,,0xFF01FE,
473,,,"%s capitule devant %s. Telles sont les affres de la défaite...",,,,,,,,,,,,,,0xFF01FE,
474,,,"%s capitule devant vous.  Telles sont les affres de la défaite…",,,,,,,,,,,,,,0xFF01FE,
475,,,"Vous capitulez devant %s. Telles sont les affres de la défaite...",,,,,,,,,,,,,,0xFF01FE,
476,,,"%s se rend à ses adversaires.",,,,,,,,,,,,,,0xFF01FE,
477,,,"Vous capitulez.",,,,,,,,,,,,,,0xFF01FE,
478,,,"%s capitule.",,,,,,,,,,,,,,0xFF01FE,
479,,,"%s veut discuter avec %s.",,,,,,,,,,,,,,0xFF01FE,
480,,,"%s veut discuter avec vous.",,,,,,,,,,,,,,0xFF01FE,
481,,,"Vous voulez discuter avec %s.",,,,,,,,,,,,,,0xFF01FE,
482,,,"%s parle tout seul puisque personne ne s’intéresse à lui.",,,,,,,,,,,,,,0xFF01FE,
483,,,"Vous parlez tout seul puisque personne ne s’intéresse à vous.",,,,,,,,,,,,,,0xFF01FE,
484,,,"%s parle toute seule puisque personne ne s’intéresse à elle.",,,,,,,,,,,,,,0xFF01FE,
485,,,"%s parle sur un ton animé à %s.",,,,,,,,,,,,,,0xFF01FE,
486,,,"%s vous parle sur un ton animé.",,,,,,,,,,,,,,0xFF01FE,
487,,,"Vous parlez sur un ton animé à %s.",,,,,,,,,,,,,,0xFF01FE,
488,,,"%s parle à quelqu’un sur un ton animé.",,,,,,,,,,,,,,0xFF01FE,
489,,,"Vous parlez sur un ton animé avec quelqu’un.",,,,,,,,,,,,,,0xFF01FE,
490,,,"%s pose des questions à %s.",,,,,,,,,,,,,,0xFF01FE,
491,,,"%s vous pose des questions.",,,,,,,,,,,,,,0xFF01FE,
492,,,"Vous posez des questions à %s.",,,,,,,,,,,,,,0xFF01FE,
493,,,"%s veut connaître le sens de la vie.",,,,,,,,,,,,,,0xFF01FE,
494,,,"Vous voulez connaître le sens de la vie.",,,,,,,,,,,,,,0xFF01FE,
495,,,"%s tape du pied en attendant %s.",,,,,,,,,,,,,,0xFF01FE,
496,,,"%s tape du pied en vous attendant.",,,,,,,,,,,,,,0xFF01FE,
497,,,"Vous tapez du pied en attendant %s.",,,,,,,,,,,,,,0xFF01FE,
498,,,"%s tape du pied.  Allez, plus vite !",,,,,,,,,,,,,,0xFF01FE,
499,,,"Vous tapez du pied.  Allez, plus vite !",,,,,,,,,,,,,,0xFF01FE,
500,,,"%s tape du pied en attendant %s.",,,,,,,,,,,,,,0xFF01FE,
501,,,"%s tape du pied en vous attendant.",,,,,,,,,,,,,,0xFF01FE,
502,,,"%s tape du pied.  Allez, plus vite !",,,,,,,,,,,,,,0xFF01FE,
503,,,"%s remercie %s.",,,,,,,,,,,,,,0xFF01FE,
504,,,"%s vous remercie.",,,,,,,,,,,,,,0xFF01FE,
505,,,"Vous remerciez %s.",,,,,,,,,,,,,,0xFF01FE,
506,,,"%s remercie quelqu’un.",,,,,,,,,,,,,,0xFF01FE,
507,,,"Vous remerciez quelqu’un proche de vous.",,,,,,,,,,,,,,0xFF01FE,
508,,,"%s menace %s d'un sort cruel.",,,,,,,,,,,,,,0xFF01FE,
509,,,"%s vous menace d'un sort cruel.",,,,,,,,,,,,,,0xFF01FE,
510,,,"Vous menacez %s d'un sort cruel.",,,,,,,,,,,,,,0xFF01FE,
511,,,"%s menace tout le monde d'un sort cruel.",,,,,,,,,,,,,,0xFF01FE,
512,,,"Vous menacez tout le monde d'un sort cruel.",,,,,,,,,,,,,,0xFF01FE,
513,,,"%s dit à %s qu’il est fatigué.",,,,,,,,,,,,,,0xFF01FE,
514,,,"%s vous dit qu’il est fatigué.",,,,,,,,,,,,,,0xFF01FE,
515,,,"Vous dites à %s que vous êtes fatigué.",,,,,,,,,,,,,,0xFF01FE,
516,,,"%s dit à tout le monde qu’il est fatigué.",,,,,,,,,,,,,,0xFF01FE,
517,,,"Vous dites à tout le monde que vous êtes fatigué.",,,,,,,,,,,,,,0xFF01FE,
518,,,"%s dit à %s qu’elle est fatiguée.",,,,,,,,,,,,,,0xFF01FE,
519,,,"%s vous dit qu’elle est fatiguée.",,,,,,,,,,,,,,0xFF01FE,
520,,,"%s dit à tout le monde qu’elle est fatiguée.",,,,,,,,,,,,,,0xFF01FE,
521,,,"%s savoure cette glorieuse victoire avec %s.",,,,,,,,,,,,,,0xFF01FE,
522,,,"%s savoure cette glorieuse victoire avec vous.",,,,,,,,,,,,,,0xFF01FE,
523,,,"Vous savourez cette glorieuse victoire avec %s.",,,,,,,,,,,,,,0xFF01FE,
524,,,"%s savoure cette glorieuse victoire.",,,,,,,,,,,,,,0xFF01FE,
525,,,"Vous savourez cette glorieuse victoire.",,,,,,,,,,,,,,0xFF01FE,
526,,,"%s fait signe à %s.",,,,,,,,,,,,,,0xFF01FE,
527,,,"%s vous fait signe.",,,,,,,,,,,,,,0xFF01FE,
528,,,"Vous faites signe à %s.",,,,,,,,,,,,,,0xFF01FE,
529,,,"%s fait un signe de la main.",,,,,,,,,,,,,,0xFF01FE,
530,,,"Vous faites un signe de la main.",,,,,,,,,,,,,,0xFF01FE,
531,,,"%s souhaite la bienvenue à %s.",,,,,,,,,,,,,,0xFF01FE,
532,,,"%s vous souhaite la bienvenue.",,,,,,,,,,,,,,0xFF01FE,
533,,,"Vous souhaitez la bienvenue à %s.",,,,,,,,,,,,,,0xFF01FE,
534,,,"%s souhaite la bienvenue à tout le monde.",,,,,,,,,,,,,,0xFF01FE,
535,,,"Vous souhaitez la bienvenue à tout le monde.",,,,,,,,,,,,,,0xFF01FE,
536,,,"%s pleurniche auprès |2 %s.",,,,,,,,,,,,,,0xFF01FE,
537,,,"%s pleurniche auprès de vous.",,,,,,,,,,,,,,0xFF01FE,
538,,,"Vous pleurnichez auprès |2 %s.",,,,,,,,,,,,,,0xFF01FE,
539,,,"%s pleurniche.",,,,,,,,,,,,,,0xFF01FE,
540,,,"Vous pleurnichez lamentablement.",,,,,,,,,,,,,,0xFF01FE,
541,,,"%s siffle en direction |2 %s.",,,,,,,,,,,,,,0xFF01FE,
542,,,"%s siffle dans votre direction.",,,,,,,,,,,,,,0xFF01FE,
543,,,"Vous sifflez en direction |2 %s.",,,,,,,,,,,,,,0xFF01FE,
544,,,"%s siffle bruyamment.",,,,,,,,,,,,,,0xFF01FE,
545,,,"Vous émettez un sifflement aigu.",,,,,,,,,,,,,,0xFF01FE,
546,,,"%s travaille avec %s.",,,,,,,,,,,,,,0xFF01FE,
547,,,"%s travaille avec vous.",,,,,,,,,,,,,,0xFF01FE,
548,,,"Vous travaillez avec %s.",,,,,,,,,,,,,,0xFF01FE,
549,,,"%s commence à travailler.",,,,,,,,,,,,,,0xFF01FE,
550,,,"Vous commencez à travailler.",,,,,,,,,,,,,,0xFF01FE,
551,,,"%s bâille au nez |2 %s.",,,,,,,,,,,,,,0xFF01FE,
552,,,"%s vous bâille au nez.",,,,,,,,,,,,,,0xFF01FE,
553,,,"Vous bâillez au nez |2 %s.",,,,,,,,,,,,,,0xFF01FE,
554,,,"%s bâille.",,,,,,,,,,,,,,0xFF01FE,
555,,,"Vous bâillez.",,,,,,,,,,,,,,0xFF01FE,
556,,,"%s regarde %s avec stupéfaction.",,,,,,,,,,,,,,0xFF01FE,
557,,,"%s vous regarde avec stupéfaction.",,,,,,,,,,,,,,0xFF01FE,
558,,,"Vous reculez devant %s.",,,,,,,,,,,,,,0xFF01FE,
559,,,"%s est stupéfié par la situation.",,,,,,,,,,,,,,0xFF01FE,
560,,,"Vous êtes stupéfié par la situation.",,,,,,,,,,,,,,0xFF01FE,
561,,,"%s essaie de calmer %s.",,,,,,,,,,,,,,0xFF01FE,
562,,,"%s essaie de vous calmer.",,,,,,,,,,,,,,0xFF01FE,
563,,,"Vous essayez de calmer %s.",,,,,,,,,,,,,,0xFF01FE,
564,,,"%s reste calme.",,,,,,,,,,,,,,0xFF01FE,
565,,,"Vous restez calme.",,,,,,,,,,,,,,0xFF01FE,
566,,,"%s dit à %s qu’il a froid.",,,,,,,,,,,,,,0xFF01FE,
567,,,"%s vous dit qu’il a froid.",,,,,,,,,,,,,,0xFF01FE,
568,,,"Vous dites à %s que vous avez froid.",,,,,,,,,,,,,,0xFF01FE,
569,,,"%s dit à tout le monde qu’il a froid.",,,,,,,,,,,,,,0xFF01FE,
570,,,"Vous dites à tout le monde que vous avez froid.",,,,,,,,,,,,,,0xFF01FE,
571,,,"%s dit à %s qu’elle a froid.",,,,,,,,,,,,,,0xFF01FE,
572,,,"%s vous dit qu’elle a froid.",,,,,,,,,,,,,,0xFF01FE,
573,,,"%s dit à tout le monde qu’elle a froid.",,,,,,,,,,,,,,0xFF01FE,
574,,,"%s console %s.",,,,,,,,,,,,,,0xFF01FE,
575,,,"%s vous console.",,,,,,,,,,,,,,0xFF01FE,
576,,,"Vous consolez %s.",,,,,,,,,,,,,,0xFF01FE,
577,,,"%s a besoin d’être consolé.",,,,,,,,,,,,,,0xFF01FE,
578,,,"Vous avez besoin d’être consolé.",,,,,,,,,,,,,,0xFF01FE,
579,,,"%s se pelotonne contre %s.",,,,,,,,,,,,,,0xFF01FE,
580,,,"%s se pelotonne contre vous.",,,,,,,,,,,,,,0xFF01FE,
581,,,"Vous vous pelotonnez contre %s.",,,,,,,,,,,,,,0xFF01FE,
582,,,"%s veut un câlin.",,,,,,,,,,,,,,0xFF01FE,
583,,,"Vous avez besoin d’être cajolé.",,,,,,,,,,,,,,0xFF01FE,
584,,,"%s se cache derrière %s.",,,,,,,,,,,,,,0xFF01FE,
585,,,"%s se cache derrière vous.",,,,,,,,,,,,,,0xFF01FE,
586,,,"Vous vous cachez derrière %s.",,,,,,,,,,,,,,0xFF01FE,
587,,,"%s se cache.",,,,,,,,,,,,,,0xFF01FE,
588,,,"Vous vous cachez.",,,,,,,,,,,,,,0xFF01FE,
589,,,"%s pense que la mère |2 %s est une ogresse qui pue. Qui pue la patate.",,,,,,,,,,,,,,0xFF01FE,
590,,,"%s pense que votre mère est une ogresse qui pue. Qui pue la patate.",,,,,,,,,,,,,,0xFF01FE,
591,,,"Vous pensez que la mère |2 %s est une ogresse qui pue. Qui pue la patate.",,,,,,,,,,,,,,0xFF01FE,
592,,,"%s pense que les mères de tous ceux qui sont autour de lui sont des ogresses qui puent. Qui puent la patate.",,,,,,,,,,,,,,0xFF01FE,
593,,,"Vous pensez que les mères de tous ceux qui sont autour de vous sont des ogresses qui puent. Qui puent la patate.",,,,,,,,,,,,,,0xFF01FE,
594,,,"%s pense que les mères de tous ceux qui sont autour d’elle sont des ogresses qui puent. Qui puent la patate.",,,,,,,,,,,,,,0xFF01FE,
595,,,"%s se présente à %s.",,,,,,,,,,,,,,0xFF01FE,
596,,,"%s se présente à vous.",,,,,,,,,,,,,,0xFF01FE,
597,,,"Vous vous présentez à %s.",,,,,,,,,,,,,,0xFF01FE,
598,,,"%s se présente à tout le monde.",,,,,,,,,,,,,,0xFF01FE,
599,,,"Vous vous présentez à tout le monde.",,,,,,,,,,,,,,0xFF01FE,
600,,,"%s se présente à %s.",,,,,,,,,,,,,,0xFF01FE,
601,,,"%s se présente à vous.",,,,,,,,,,,,,,0xFF01FE,
602,,,"%s se présente à tout le monde.",,,,,,,,,,,,,,0xFF01FE,
603,,,"%s dit à %s qu’il plaisantait.",,,,,,,,,,,,,,0xFF01FE,
604,,,"%s vous dit qu’il plaisantait.",,,,,,,,,,,,,,0xFF01FE,
605,,,"Vous dites à %s que vous plaisantiez !",,,,,,,,,,,,,,0xFF01FE,
606,,,"%s plaisantait !",,,,,,,,,,,,,,0xFF01FE,
607,,,"Vous plaisantiez !",,,,,,,,,,,,,,0xFF01FE,
608,,,"%s dit à %s qu’elle plaisantait !",,,,,,,,,,,,,,0xFF01FE,
609,,,"%s vous dit qu’elle plaisantait.",,,,,,,,,,,,,,0xFF01FE,
610,,,"%s donne un coup de langue à %s.",,,,,,,,,,,,,,0xFF01FE,
611,,,"%s vous donne un coup de langue.",,,,,,,,,,,,,,0xFF01FE,
612,,,"Vous donnez un coup de langue à %s.",,,,,,,,,,,,,,0xFF01FE,
613,,,"%s se pourlèche les babines.",,,,,,,,,,,,,,0xFF01FE,
614,,,"Vous vous pourléchez les babines.",,,,,,,,,,,,,,0xFF01FE,
615,,,"%s se pourlèche les babines.",,,,,,,,,,,,,,0xFF01FE,
616,,,"%s écoute attentivement %s.",,,,,,,,,,,,,,0xFF01FE,
617,,,"%s vous écoute attentivement.",,,,,,,,,,,,,,0xFF01FE,
618,,,"Vous écoutez attentivement %s.",,,,,,,,,,,,,,0xFF01FE,
619,,,"%s écoute !",,,,,,,,,,,,,,0xFF01FE,
620,,,"Vous écoutez !",,,,,,,,,,,,,,0xFF01FE,
621,,,"%s veut que %s sache qu’il est perdu.",,,,,,,,,,,,,,0xFF01FE,
622,,,"%s veut que vous sachiez qu’il est perdu.",,,,,,,,,,,,,,0xFF01FE,
623,,,"Vous voulez que %s sache que vous êtes perdu.",,,,,,,,,,,,,,0xFF01FE,
624,,,"%s est vraiment perdu.",,,,,,,,,,,,,,0xFF01FE,
625,,,"Vous êtes vraiment perdu.",,,,,,,,,,,,,,0xFF01FE,
626,,,"%s veut que %s sache qu’elle est perdue.",,,,,,,,,,,,,,0xFF01FE,
627,,,"%s veut que vous sachiez qu’elle est perdue.",,,,,,,,,,,,,,0xFF01FE,
628,,,"%s se moque de la stupidité |2 %s.",,,,,,,,,,,,,,0xFF01FE,
629,,,"%s se moque de votre stupidité.",,,,,,,,,,,,,,0xFF01FE,
630,,,"Vous vous moquez de la stupidité |2 %s.",,,,,,,,,,,,,,0xFF01FE,
631,,,"%s se moque de la vie et de ce qu’elle représente.",,,,,,,,,,,,,,0xFF01FE,
632,,,"Vous vous moquez de la vie et de ce qu’elle représente.",,,,,,,,,,,,,,0xFF01FE,
633,,,"%s réfléchit aux actes |2 %s.",,,,,,,,,,,,,,0xFF01FE,
634,,,"%s réfléchit à vos actes.",,,,,,,,,,,,,,0xFF01FE,
635,,,"Vous réfléchissez aux actes |2 %s.",,,,,,,,,,,,,,0xFF01FE,
