long,long,long,str,
22033,5547,2,"Сотворенному элементалю",
37615,5547,3,"Сотворенного элементаля",
53197,5547,4,"Сотворенным элементалем",
68779,5547,5,"Сотворенном элементале",
6452,5548,1,"Сотворенного элементаля воды",
22034,5548,2,"Сотворенному элементалю воды",
37616,5548,3,"Сотворенного элементаля воды",
53198,5548,4,"Сотворенным элементалем воды",
68780,5548,5,"Сотворенном элементале воды",
6453,5549,1,"Кудесника Люминрата",
22035,5549,2,"Кудеснику Люминрату",
37617,5549,3,"Кудесника Люминрата",
53199,5549,4,"Кудесником Люминратом",
68781,5549,5,"Кудеснике Люминрате",
6454,5550,1,"Кудесника Тайрена",
22036,5550,2,"Кудеснику Тайрену",
37618,5550,3,"Кудесника Тайрена",
53200,5550,4,"Кудесником Тайреном",
68782,5550,5,"Кудеснике Тайрене",
6455,5551,1,"Коннора Маккоя",
22037,5551,2,"Коннору Маккою",
37619,5551,3,"Коннора Маккоя",
53201,5551,4,"Коннором Маккоем",
68783,5551,5,"Конноре Маккое",
6456,5552,1,"Коннора Риверса",
22038,5552,2,"Коннору Риверсу",
37620,5552,3,"Коннора Риверса",
53202,5552,4,"Коннором Риверсом",
68784,5552,5,"Конноре Риверсе",
6457,5553,1,"Опекуна Илталайна",
22039,5553,2,"Опекуну Илталайну",
37621,5553,3,"Опекуна Илталайна",
53203,5553,4,"Опекуном Илталайном",
68785,5553,5,"Опекуне Илталайне",
6458,5554,1,"Помощника Консорциума",
22040,5554,2,"Помощнику Консорциума",
37622,5554,3,"Помощника Консорциума",
53204,5554,4,"Помощником Консорциума",
68786,5554,5,"Помощнике Консорциума",
6459,5555,1,"Булавника Консорциума",
22041,5555,2,"Булавнику Консорциума",
37623,5555,3,"Булавника Консорциума",
53205,5555,4,"Булавником Консорциума",
68787,5555,5,"Булавнике Консорциума",
6460,5556,1,"Инженера Консорциума",
22042,5556,2,"Инженеру Консорциума",
37624,5556,3,"Инженера Консорциума",
53206,5556,4,"Инженером Консорциума",
68788,5556,5,"Инженере Консорциума",
6461,5557,1,"Гранильщика Консорциума",
22043,5557,2,"Гранильщику Консорциума",
37625,5557,3,"Гранильщика Консорциума",
53207,5557,4,"Гранильщиком Консорциума",
68789,5557,5,"Гранильщике Консорциума",
6462,5558,1,"Надзирателя Консорциума",
22044,5558,2,"Надзирателю Консорциума",
37626,5558,3,"Надзирателя Консорциума",
53208,5558,4,"Надзирателем Консорциума",
68790,5558,5,"Надзирателе Консорциума",
6463,5559,1,"Геолога Консорциума",
22045,5559,2,"Геологу Консорциума",
37627,5559,3,"Геолога Консорциума",
53209,5559,4,"Геологом Консорциума",
68791,5559,5,"Геологе Консорциума",
6464,5560,1,"Вербовщика Консорциума",
22046,5560,2,"Вербовщику Консорциума",
37628,5560,3,"Вербовщика Консорциума",
53210,5560,4,"Вербовщиком Консорциума",
68792,5560,5,"Вербовщике Консорциума",
6465,5561,1,"Констанции Брибуа",
22047,5561,2,"Констанции Брибуа",
37629,5561,3,"Констанцию Брибуа",
53211,5561,4,"Констанцией Брибуа",
68793,5561,5,"Констанции Брибуа",
6466,5562,1,"Удушающей лозы",
22048,5562,2,"Удушающей лозе",
37630,5562,3,"Удушающую лозу",
53212,5562,4,"Удушающей лозой",
68794,5562,5,"Удушающей лозе",
6467,5563,1,"Луча удержания",
22049,5563,2,"Лучу удержания",
37631,5563,3,"Луч удержания",
53213,5563,4,"Лучом удержания",
68795,5563,5,"Луче удержания",
6468,5564,1,"Зараженного дикосовуха",
22050,5564,2,"Зараженному дикосовуху",
37632,5564,3,"Зараженного дикосовуха",
53214,5564,4,"Зараженным дикосовухом",
68796,5564,5,"Зараженном дикосовухе",
6469,5565,1,"Новообращенного караульного",
22051,5565,2,"Новообращенному караульному",
37633,5565,3,"Новообращенного караульного",
53215,5565,4,"Новообращенным караульным",
68797,5565,5,"Новообращенном караульном",
6470,5566,1,"Повара Гильма",
22052,5566,2,"Повару Гильму",
37634,5566,3,"Повара Гильма",
53216,5566,4,"Поваром Гильмом",
68798,5566,5,"Поваре Гильме",
6471,5567,1,"Повара Торки",
22053,5567,2,"Повару Торке",
37635,5567,3,"Повара Торку",
53217,5567,4,"Поваром Торкой",
68799,5567,5,"Поваре Торке",
6472,5568,1,"Пирожка",
22054,5568,2,"Пирожку",
37636,5568,3,"Пирожка",
53218,5568,4,"Пирожком",
68800,5568,5,"Пирожке",
6473,5569,1,"Поваренка Одноглаза",
22055,5569,2,"Поваренку Одноглазу",
37637,5569,3,"Поваренка Одноглаза",
53219,5569,4,"Поваренком Одноглазом",
68801,5569,5,"Поваренке Одноглазе",
6474,5570,1,"Остывающего инфернала",
22056,5570,2,"Остывающему инферналу",
37638,5570,3,"Остывающего инфернала",
53220,5570,4,"Остывающим инферналом",
68802,5570,5,"Остывающем инфернале",
6475,5571,1,"Кора Зловещего Тотема",
22057,5571,2,"Кору Зловещему Тотему",
37639,5571,3,"Кора Зловещий Тотем",
53221,5571,4,"Кором Зловещим Тотемом",
68803,5571,5,"Коре Зловещем Тотеме",
6476,5572,1,"Коралы Лунной Бури",
22058,5572,2,"Корале Лунной Буре",
37640,5572,3,"Коралу Лунную Бурю",
53222,5572,4,"Коралой Лунной Бурей",
68804,5572,5,"Корале Лунной Буре",
6477,5573,1,"Коралловой акулы",
22059,5573,2,"Коралловой акуле",
37641,5573,3,"Коралловую акулу",
53223,5573,4,"Коралловой акулой",
68805,5573,5,"Коралловой акуле",
6478,5574,1,"Кораллопанцирного скрытня",
22060,5574,2,"Кораллопанцирному скрытню",
37642,5574,3,"Кораллопанцирного скрытня",
53224,5574,4,"Кораллопанцирным скрытнем",
68806,5574,5,"Кораллопанцирном скрытне",
6479,5575,1,"Кораллопанцирной черепахи",
22061,5575,2,"Кораллопанцирной черепахе",
37643,5575,3,"Кораллопанцирную черепаху",
53225,5575,4,"Кораллопанцирной черепахой",
68807,5575,5,"Кораллопанцирной черепахе",
6480,5576,1,"Коранда",
22062,5576,2,"Коранду",
37644,5576,3,"Коранда",
53226,5576,4,"Корандом",
68808,5576,5,"Коранде",
6481,5577,1,"Корбетта Шнайдера",
22063,5577,2,"Корбетту Шнайдеру",
37645,5577,3,"Корбетта Шнайдера",
53227,5577,4,"Корбеттом Шнайдером",
68809,5577,5,"Корбетте Шнайдере",
6482,5578,1,"Корбина Холмана",
22064,5578,2,"Корбину Холману",
37646,5578,3,"Корбина Холмана",
53228,5578,4,"Корбином Холманом",
68810,5578,5,"Корбине Холмане",
6483,5579,1,"Пса Недр",
22065,5579,2,"Псу Недр",
37647,5579,3,"Пса Недр",
53229,5579,4,"Псом Недр",
68811,5579,5,"Псе Недр",
6484,5580,1,"Крысы Недр",
22066,5580,2,"Крысе Недр",
37648,5580,3,"Крысу Недр",
53230,5580,4,"Крысой Недр",
68812,5580,5,"Крысе Недр",
6485,5581,1,"Кориэли",
22067,5581,2,"Кориэли",
37649,5581,3,"Кориэль",
53231,5581,4,"Кориэлью",
68813,5581,5,"Кориэли",
6486,5582,1,"Корена Худовара",
22068,5582,2,"Корену Худовару",
37650,5582,3,"Корена Худовара",
53232,5582,4,"Кореном Худоваром",
68814,5582,5,"Корене Худоваре",
6487,5583,1,"Корины Сталли",
22069,5583,2,"Корине Сталли",
37651,5583,3,"Корину Сталль",
53233,5583,4,"Кориной Сталлью",
68815,5583,5,"Корине Сталли",
6488,5584,1,"Коритраса Лунного Гнева",
22070,5584,2,"Коритрасу Лунному Гневу",
37652,5584,3,"Коритраса Лунный Гнев",
53234,5584,4,"Коритрасом Лунным Гневом",
68816,5584,5,"Коритрасе Лунном Гневе",
6489,5585,1,"Корка Гизлтона",
22071,5585,2,"Корку Гизлтону",
37653,5585,3,"Корка Гизлтона",
53235,5585,4,"Корком Гизлтоном",
68817,5585,5,"Корке Гизлтоне",
6490,5586,1,"Корки",
22072,5586,2,"Корки",
37654,5586,3,"Корки",
53236,5586,4,"Корки",
68818,5586,5,"Корки",
6491,5587,1,"Корки-Контроллера событий",
22073,5587,2,"Корки-Контроллеру событий",
37655,5587,3,"Корки-Контроллера событий",
53237,5587,4,"Корки-Контроллером событий",
68819,5587,5,"Корки-Контроллере событий",
6492,5588,1,"Корлока Ветеринара",
22074,5588,2,"Корлоку Ветеринару",
37656,5588,3,"Корлока Ветеринара",
53238,5588,4,"Корлоком Ветеринаром",
68820,5588,5,"Корлоке Ветеринаре",
6493,5589,1,"Курьера Кормата",
22075,5589,2,"Курьеру Кормату",
37657,5589,3,"Курьера Кормата",
53239,5589,4,"Курьером Корматом",
68821,5589,5,"Курьере Кормате",
6494,5590,1,"Корнуоллского рекса",
22076,5590,2,"Корнуоллскому рексу",
37658,5590,3,"Корнуоллского рекса",
53240,5590,4,"Корнуоллским рексом",
68822,5590,5,"Корнуоллском рексе",
6495,5591,1,"Корока Могучего",
22077,5591,2,"Короку Могучему",
37659,5591,3,"Корока Могучего",
53241,5591,4,"Короком Могучим",
68823,5591,5,"Короке Могучем",
6496,5592,1,"Капрала Блуфа",
22078,5592,2,"Капралу Блуфу",
37660,5592,3,"Капрала Блуфа",
53242,5592,4,"Капралом Блуфом",
68824,5592,5,"Капрале Блуфе",
6497,5593,1,"Капрала Карнса",
22079,5593,2,"Капралу Карнсу",
37661,5593,3,"Капрала Карнса",
53243,5593,4,"Капралом Карнсом",
68825,5593,5,"Капрале Карнсе",
6498,5594,1,"Капрала Железного Хребта",
22080,5594,2,"Капралу Железному Хребту",
37662,5594,3,"Капрала Железного Хребта",
53244,5594,4,"Капралом Железным Хребтом",
68826,5594,5,"Капрале Железном Хребте",
6499,5595,1,"Капрала Калеба",
22081,5595,2,"Капралу Калебу",
37663,5595,3,"Капрала Калеба",
53245,5595,4,"Капралом Калебом",
68827,5595,5,"Капрале Калебе",
6500,5596,1,"Капрала Кеешана",
22082,5596,2,"Капралу Кеешану",
37664,5596,3,"Капрала Кеешана",
53246,5596,4,"Капралом Кеешаном",
68828,5596,5,"Капрале Кеешане",
6501,5597,1,"Капрала Мелкиса",
22083,5597,2,"Капралу Мелкису",
37665,5597,3,"Капрала Мелкиса",
53247,5597,4,"Капралом Мелкисом",
68829,5597,5,"Капрале Мелкисе",
6502,5598,1,"Капрала Норга Грозовой Вершины",
22084,5598,2,"Капралу Норгу Грозовой Вершине",
37666,5598,3,"Капрала Норга Грозовую Вершину",
53248,5598,4,"Капралом Норгом Грозовой Вершиной",
68830,5598,5,"Капрале Норге Грозовой Вершине",
6503,5599,1,"Капрала Сетмана",
22085,5599,2,"Капралу Сетману",
37667,5599,3,"Капрала Сетмана",
53249,5599,4,"Капралом Сетманом",
68831,5599,5,"Капрале Сетмане",
6504,5600,1,"Капрала Тики Кровавого Рыка",
22086,5600,2,"Капралу Тике Кровавому Рыку",
37668,5600,3,"Капрала Тику Кровавого Рыка",
53250,5600,4,"Капралом Тикой Кровавым Рыком",
68832,5600,5,"Капрале Тике Кровавом Рыке",
6505,5601,1,"Капрала Тунда Треснувшего Копыта",
22087,5601,2,"Капралу Тунду Треснувшему Копыту",
37669,5601,3,"Капрала Тунда Треснувшего Копыта",
53251,5601,4,"Капралом Тундом Треснувшим Копытом",
68833,5601,5,"Капрале Тунде Треснувшем Копыте",
6506,5602,1,"Едкого скрытня",
22088,5602,2,"Едкому скрытню",
37670,5602,3,"Едкого скрытня",
53252,5602,4,"Едким скрытнем",
68834,5602,5,"Едком скрытне",
6507,5603,1,"Едкой сокотвари",
22089,5603,2,"Едкой сокотвари",
37671,5603,3,"Едкую сокотварь",
53253,5603,4,"Едкой сокотварью",
68835,5603,5,"Едкой сокотвари",
6508,5604,1,"Разъедающего болотного слизнюка",
22090,5604,2,"Разъедающему болотному слизнюку",
37672,5604,3,"Разъедающего болотного слизнюка",
53254,5604,4,"Разъедающим болотным слизнюком",
68836,5604,5,"Разъедающем болотном слизнюке",
6509,5605,1,"Оскверненного быстроногого оленя",
22091,5605,2,"Оскверненному быстроногому оленю",
37673,5605,3,"Оскверненного быстроногого оленя",
53255,5605,4,"Оскверненным быстроногим оленем",
68837,5605,5,"Оскверненном быстроногом олене",
6510,5606,1,"Оскверненной силы природы",
22092,5606,2,"Оскверненной силе природы",
37674,5606,3,"Оскверненную силу природы",
53256,5606,4,"Оскверненной силой природы",
68838,5606,5,"Оскверненной силе природы",
6511,5607,1,"Оскверненного низшего воплощения воды",
22093,5607,2,"Оскверненному низшему воплощению воды",
37675,5607,3,"Оскверненное низшее воплощение воды",
53257,5607,4,"Оскверненным низшим воплощением воды",
68839,5607,5,"Оскверненном низшем воплощении воды",
6512,5608,1,"Порочного Тираниса Малема",
22094,5608,2,"Порочному Тиранису Малему",
37676,5608,3,"Порочного Тираниса Малема",
53258,5608,4,"Порочным Тиранисом Малемом",
68840,5608,5,"Порочном Тиранисе Малеме",
6513,5609,1,"Оскверненного духа воды",
22095,5609,2,"Оскверненному духу воды",
37677,5609,3,"Оскверненного духа воды",
53259,5609,4,"Оскверненным духом воды",
68841,5609,5,"Оскверненном духе воды",
6514,5610,1,"Оскверненного элементаля воздуха",
22096,5610,2,"Оскверненному элементалю воздуха",
37678,5610,3,"Оскверненного элементаля воздуха",
53260,5610,4,"Оскверненным элементалем воздуха",
68842,5610,5,"Оскверненном элементале воздуха",
6515,5611,1,"Оскверненного тотема воздухи",
22097,5611,2,"Оскверненному тотему воздухе",
37679,5611,3,"Оскверненный тотем воздуху",
53261,5611,4,"Оскверненным тотемом воздухой",
68843,5611,5,"Оскверненном тотеме воздухе",
6516,5612,1,"Оскверненного синего дракончика",
22098,5612,2,"Оскверненному синему дракончику",
37680,5612,3,"Оскверненного синего дракончика",
53262,5612,4,"Оскверненным синим дракончиком",
68844,5612,5,"Оскверненном синем дракончике",
6517,5613,1,"Оскверненного бронзового дракончика",
22099,5613,2,"Оскверненному бронзовому дракончику",
37681,5613,3,"Оскверненного бронзового дракончика",
53263,5613,4,"Оскверненным бронзовым дракончиком",
68845,5613,5,"Оскверненном бронзовом дракончике",
6518,5614,1,"Оскверненной кошки",
22100,5614,2,"Оскверненной кошке",
37682,5614,3,"Оскверненную кошку",
53264,5614,4,"Оскверненной кошкой",
68846,5614,5,"Оскверненной кошке",
6519,5615,1,"Оскверненного крупнозубого кроколиска",
22101,5615,2,"Оскверненному крупнозубому кроколиску",
37683,5615,3,"Оскверненного крупнозубого кроколиска",
53265,5615,4,"Оскверненным крупнозубым кроколиском",
68847,5615,5,"Оскверненном крупнозубом кроколиске",
6520,5616,1,"Оскверненного элементаля земли",
22102,5616,2,"Оскверненному элементалю земли",
37684,5616,3,"Оскверненного элементаля земли",
53266,5616,4,"Оскверненным элементалем земли",
68848,5616,5,"Оскверненном элементале земли",
6521,5617,1,"Оскверненного элементаля огня",
22103,5617,2,"Оскверненному элементалю огня",
37685,5617,3,"Оскверненного элементаля огня",
53267,5617,4,"Оскверненным элементалем огня",
68849,5617,5,"Оскверненном элементале огня",
6522,5618,1,"Оскверненного зеленого дракончика",
22104,5618,2,"Оскверненному зеленому дракончику",
37686,5618,3,"Оскверненного зеленого дракончика",
53268,5618,4,"Оскверненным зеленым дракончиком",
68850,5618,5,"Оскверненном зеленом дракончике",
6523,5619,1,"Оскверненного тотема исцеляющего потока",
22105,5619,2,"Оскверненному тотему исцеляющего потока",
37687,5619,3,"Оскверненный тотем исцеляющего потока",
53269,5619,4,"Оскверненным тотемом исцеляющего потока",
68851,5619,5,"Оскверненном тотеме исцеляющего потока",
6524,5620,1,"Оскверненного инфернала",
22106,5620,2,"Оскверненному инферналу",
37688,5620,3,"Оскверненного инфернала",
53270,5620,4,"Оскверненным инферналом",
68852,5620,5,"Оскверненном инфернале",
6525,5621,1,"Оскверненного котенка",
22107,5621,2,"Оскверненному котенку",
37689,5621,3,"Оскверненного котенка",
53271,5621,4,"Оскверненным котенком",
68853,5621,5,"Оскверненном котенке",
6526,5622,1,"Оскверненного крапчатого вепря",
22108,5622,2,"Оскверненному крапчатому вепрю",
37690,5622,3,"Оскверненного крапчатого вепря",
53272,5622,4,"Оскверненным крапчатым вепрем",
68854,5622,5,"Оскверненном крапчатом вепре",
6527,5623,1,"Оскверненного тотема вспышки",
22109,5623,2,"Оскверненному тотему вспышки",
37691,5623,3,"Оскверненный тотем вспышки",
53273,5623,4,"Оскверненным тотемом вспышки",
68855,5623,5,"Оскверненном тотеме вспышки",
6528,5624,1,"Оскверненного красного дракончика",
22110,5624,2,"Оскверненному красному дракончику",
37692,5624,3,"Оскверненного красного дракончика",
53274,5624,4,"Оскверненным красным дракончиком",
68856,5624,5,"Оскверненном красном дракончике",
6529,5625,1,"Зараженного саблезуба",
22111,5625,2,"Зараженному саблезубу",
37693,5625,3,"Зараженного саблезуба",
53275,5625,4,"Зараженным саблезубом",
68857,5625,5,"Зараженном саблезубе",
6530,5626,1,"Оскверненного скорпиона",
22112,5626,2,"Оскверненному скорпиону",
37694,5626,3,"Оскверненного скорпиона",
53276,5626,4,"Оскверненным скорпионом",
68858,5626,5,"Оскверненном скорпионе",
6531,5627,1,"Оскверненного опаляющего тотема",
22113,5627,2,"Оскверненному опаляющему тотему",
37695,5627,3,"Оскверненный опаляющий тотем",
53277,5627,4,"Оскверненным опаляющим тотемом",
68859,5627,5,"Оскверненном опаляющем тотеме",
6532,5628,1,"Оскверненного духа",
22114,5628,2,"Оскверненному духу",
37696,5628,3,"Оскверненного духа",
53278,5628,4,"Оскверненным духом",
68860,5628,5,"Оскверненном духе",
6533,5629,1,"Оскверненного топотуна",
22115,5629,2,"Оскверненному топотуну",
37697,5629,3,"Оскверненного топотуна",
53279,5629,4,"Оскверненным топотуном",
68861,5629,5,"Оскверненном топотуне",
6534,5630,1,"Порочного приливного краба",
22116,5630,2,"Порочному приливному крабу",
37698,5630,3,"Порочного приливного краба",
53280,5630,4,"Порочным приливным крабом",
68862,5630,5,"Порочном приливном крабе",
6535,5631,1,"Оскверненного тотема",
22117,5631,2,"Оскверненному тотему",
37699,5631,3,"Оскверненный тотем",
53281,5631,4,"Оскверненным тотемом",
68863,5631,5,"Оскверненном тотеме",
6536,5632,1,"Оскверненного древня",
22118,5632,2,"Оскверненному древню",
37700,5632,3,"Оскверненного древня",
53282,5632,4,"Оскверненным древнем",
68864,5632,5,"Оскверненном древне",
6537,5633,1,"Оскверненного элементаля воды",
22119,5633,2,"Оскверненному элементалю воды",
37701,5633,3,"Оскверненного элементаля воды",
53283,5633,4,"Оскверненным элементалем воды",
68865,5633,5,"Оскверненном элементале воды",
6538,5634,1,"Осквернителя",
22120,5634,2,"Осквернителю",
37702,5634,3,"Осквернителя",
53284,5634,4,"Осквернителем",
68866,5634,5,"Осквернителя",
6539,5635,1,"Корта Горштейна",
22121,5635,2,"Корту Горштейну",
37703,5635,3,"Корта Горштейна",
53285,5635,4,"Кортом Горштейном",
68867,5635,5,"Корте Горштейне",
6540,5636,1,"Кортрина",
22122,5636,2,"Кортрину",
37704,5636,3,"Кортрина",
53286,5636,4,"Кортрином",
68868,5636,5,"Кортрине",
6541,5637,1,"Панели управления Коруу",
22123,5637,2,"Панели управления Коруу",
37705,5637,3,"Панель управления Коруу",
53287,5637,4,"Панелью управления Коруу",
68869,5637,5,"Панели управления Коруу",
6542,5638,1,"Корвакса",
22124,5638,2,"Корваксу",
37706,5638,3,"Корвакса",
53288,5638,4,"Корваксом",
68870,5638,5,"Корваксе",
6543,5639,1,"Декоративного шелкокрыла",
22125,5639,2,"Декоративному шелкокрылу",
37707,5639,3,"Декоративного шелкокрыла",
53289,5639,4,"Декоративным шелкокрылом",
68871,5639,5,"Декоративном шелкокрыле",
6544,5640,1,"Вселенского вдохновителя",
22126,5640,2,"Вселенскому вдохновителю",
37708,5640,3,"Вселенского вдохновителя",
53290,5640,4,"Вселенским вдохновителем",
68872,5640,5,"Вселенском вдохновителе",
6545,5641,1,"Костолома Космоворота",
22127,5641,2,"Костолому Космоворота",
37709,5641,3,"Костолома Космоворота",
53291,5641,4,"Костоломом Космоворота",
68873,5641,5,"Костоломе Космоворота",
6546,5642,1,"Переодетой попечительницы сирот",
22128,5642,2,"Переодетой попечительнице сирот",
37710,5642,3,"Переодетую попечительницу сирот",
53292,5642,4,"Переодетой попечительницей сирот",
68874,5642,5,"Переодетой попечительнице сирот",
6547,5643,1,"Зайчика-побегайчика",
22129,5643,2,"Зайчику-побегайчику",
37711,5643,3,"Зайчика-побегайчика",
53293,5643,4,"Зайчиком-побегайчиком",
68875,5643,5,"Зайчике-побегайчике",
6548,5644,1,"Члена советы Брансвика",
22130,5644,2,"Члену совете Брансвику",
37712,5644,3,"Члена совету Брансвика",
53294,5644,4,"Членом советой Брансвиком",
68876,5644,5,"Члене совете Брансвике",
6549,5645,1,"Члена совета Купера",
22131,5645,2,"Члену совета Куперу",
37713,5645,3,"Члена совета Купера",
53295,5645,4,"Членом совета Купером",
68877,5645,5,"Члене совета Купере",
6550,5646,1,"Члена совета Хартина",
22132,5646,2,"Члену совета Хартину",
37714,5646,3,"Члена совета Хартина",
53296,5646,4,"Членом совета Хартином",
68878,5646,5,"Члене совета Хартине",
6551,5647,1,"Члена совета Хендрикса",
22133,5647,2,"Члену совета Хендриксу",
37715,5647,3,"Члена совета Хендрикса",
53297,5647,4,"Членом совета Хендриксом",
68879,5647,5,"Члене совета Хендриксе",
6552,5648,1,"Члена совета Хигарта",
22134,5648,2,"Члену совета Хигарту",
37716,5648,3,"Члена совета Хигарта",
53298,5648,4,"Членом совета Хигартом",
68880,5648,5,"Члене совета Хигарте",
6553,5649,1,"Члена совета Миллстайпа",
22135,5649,2,"Члену совета Миллстайпу",
37717,5649,3,"Члена совета Миллстайпа",
53299,5649,4,"Членом совета Миллстайпом",
68881,5649,5,"Члене совета Миллстайпе",
6554,5650,1,"Члена совета Смитерса",
22136,5650,2,"Члену совета Смитерсу",
37718,5650,3,"Члена совета Смитерса",
53300,5650,4,"Членом совета Смитерсом",
68882,5650,5,"Члене совета Смитерсе",
6555,5651,1,"Члена совета Тэтчера",
22137,5651,2,"Члену совета Тэтчеру",
37719,5651,3,"Члена совета Тэтчера",
53301,5651,4,"Членом совета Тэтчером",
68883,5651,5,"Члене совета Тэтчере",
6556,5652,1,"Члена совета Вильгельма",
22138,5652,2,"Члену совета Вильгельму",
37720,5652,3,"Члена совета Вильгельма",
53302,5652,4,"Членом совета Вильгельмом",
68884,5652,5,"Члене совета Вильгельме",
6557,5653,1,"Графа Ремингтона Риджвелла",
22139,5653,2,"Графу Ремингтону Риджвеллу",
37721,5653,3,"Графа Ремингтона Риджвелла",
53303,5653,4,"Графом Ремингтоном Риджвеллом",
68885,5653,5,"Графе Ремингтоне Риджвелле",
6558,5654,1,"Курьера Рассветного Странника",
22140,5654,2,"Курьеру Рассветному Страннику",
37722,5654,3,"Курьера Рассветного Странника",
53304,5654,4,"Курьером Рассветным Странником",
68886,5654,5,"Курьере Рассветном Страннике",
6559,5655,1,"Курьера Удара Молота",
22141,5655,2,"Курьеру Удару Молота",
37723,5655,3,"Курьера Удар Молота",
53305,5655,4,"Курьером Ударом Молота",
68887,5655,5,"Курьере Ударе Молота",
6560,5656,1,"коровы",
22142,5656,2,"корове",
37724,5656,3,"корову",
53306,5656,4,"коровой",
68888,5656,5,"корове",
6561,5657,1,"Трусишки Кросби",
22143,5657,2,"Трусишке Кросби",
37725,5657,3,"Трусишку Кросби",
53307,5657,4,"Трусишкой Кросби",
68889,5657,5,"Трусишке Кросби",
6562,5658,1,"Коулена",
22144,5658,2,"Коулену",
37726,5658,3,"Коулена",
53308,5658,4,"Коуленом",
68890,5658,5,"Коулене",
6563,5659,1,"Койота",
22145,5659,2,"Койоту",
37727,5659,3,"Койота",
53309,5659,4,"Койотом",
68891,5659,5,"Койоте",
6564,5660,1,"Вожака стаи койотов",
22146,5660,2,"Вожаку стаи койотов",
37728,5660,3,"Вожака стаи койотов",
53310,5660,4,"Вожаком стаи койотов",
68892,5660,5,"Вожаке стаи койотов",
6565,5661,1,"краба",
22147,5661,2,"крабу",
37729,5661,3,"краба",
53311,5661,4,"крабом",
68893,5661,5,"крабе",
126290,5661,6,"краб",
6566,5662,1,"Потресканного голема",
22148,5662,2,"Потресканному голему",
37730,5662,3,"Потресканного голема",
53312,5662,4,"Потресканным големом",
68894,5662,5,"Потресканном големе",
6567,5663,1,"Треснутого некротического кристалла",
22149,5663,2,"Треснутому некротическому кристаллу",
37731,5663,3,"Треснутого некротического кристалла",
53313,5663,4,"Треснутым некротическим кристаллом",
68895,5663,5,"Треснутом некротическом кристалле",
6568,5664,1,"Костеголового солдата",
22150,5664,2,"Костеголовому солдату",
37732,5664,3,"Костеголового солдата",
53314,5664,4,"Костеголовым солдатом",
68896,5664,5,"Костеголовом солдате",
6569,5665,1,"Ловкиуса Кроликуса",
22151,5665,2,"Ловкиусу Кроликусу",
37733,5665,3,"Ловкиуса Кроликуса",
53315,5665,4,"Ловкиусом Кроликусом",
68897,5665,5,"Ловкиусе Кроликусе",
6570,5666,1,"Ремесленника Вильгельма",
22152,5666,2,"Ремесленнику Вильгельму",
37734,5666,3,"Ремесленника Вильгельма",
53316,5666,4,"Ремесленником Вильгельмом",
68898,5666,5,"Ремесленнике Вильгельме",
6571,5667,1,"Коварного змея",
22153,5667,2,"Коварному змею",
37735,5667,3,"Коварного змея",
53317,5667,4,"Коварным змеем",
68899,5667,5,"Коварном змее",
6572,5668,1,"Скального вепря",
22154,5668,2,"Скальному вепрю",
37736,5668,3,"Скального вепря",
53318,5668,4,"Скальным вепрем",
68900,5668,5,"Скальном вепре",
6573,5669,1,"Скального койота",
22155,5669,2,"Скальному койоту",
37737,5669,3,"Скального койота",
53319,5669,4,"Скальным койотом",
68901,5669,5,"Скальном койоте",
6574,5670,1,"Скального ловца",
22156,5670,2,"Скальному ловцу",
37738,5670,3,"Скального ловца",
53320,5670,4,"Скальным ловцом",
68902,5670,5,"Скальном ловце",
6575,5671,1,"Камнекурого василиска",
22157,5671,2,"Камнекурому василиску",
37739,5671,3,"Камнекурого василиска",
53321,5671,4,"Камнекурым василиском",
68903,5671,5,"Камнекуром василиске",
6576,5672,1,"Скалсаара",
22158,5672,2,"Скалсаару",
37740,5672,3,"Скалсаара",
53322,5672,4,"Скалсааром",
68904,5672,5,"Скалсааре",
6577,5673,1,"Осколыша Скалсаара",
22159,5673,2,"Осколышу Скалсаара",
37741,5673,3,"Осколыша Скалсаара",
53323,5673,4,"Осколышем Скалсаара",
68905,5673,5,"Осколыше Скалсаара",
6578,5674,1,"Крейга Хьюитта",
22160,5674,2,"Крейгу Хьюитту",
37742,5674,3,"Крейга Хьюитта",
53324,5674,4,"Крейгом Хьюиттом",
68906,5674,5,"Крейге Хьюитте",
6579,5675,1,"Крейга Ноллаварда",
22161,5675,2,"Крейгу Ноллаварду",
37743,5675,3,"Крейга Ноллаварда",
53325,5675,4,"Крейгом Ноллавардом",
68907,5675,5,"Крейге Ноллаварде",
6580,5676,1,"Оператора крана Биггльфузза",
22162,5676,2,"Оператору крана Биггльфуззу",
37744,5676,3,"Оператора крана Биггльфузза",
53326,5676,4,"Оператором крана Биггльфуззом",
68908,5676,5,"Операторе крана Биггльфуззе",
6581,5677,1,"Злобного Бенджи",
22163,5677,2,"Злобному Бенджи",
37745,5677,3,"Злобного Бенджи",
53327,5677,4,"Злобным Бенджи",
68909,5677,5,"Злобном Бенджи",
6582,5678,1,"Баца Бамбума",
22164,5678,2,"Бацу Бамбуму",
37746,5678,3,"Баца Бамбума",
53328,5678,4,"Бацом Бамбумом",
68910,5678,5,"Баце Бамбуме",
6583,5679,1,"Робота бей-молоти",
22165,5679,2,"Роботу бей-молоти",
37747,5679,3,"Робота бей-молоти",
53329,5679,4,"Роботом бей-молоти",
68911,5679,5,"Роботе бей-молоти",
6584,5680,1,"Могучего духа волн",
