long,long,long,long,long,long,long,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,long,long,long,
7323,2044,0,27656,1,0,0,0,0,,,"Gardien-tellurique Eregos",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7324,2045,0,27656,1,0,0,0,0,,,"Gardien-tellurique Eregos",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7325,2046,0,27656,1,0,0,0,0,,,"Gardien-tellurique Eregos",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7326,2047,0,28860,1,13,19800,9,57591,,,"Sartharion le Gardien d'Onyx",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7327,2048,0,28860,1,13,19800,9,57591,,,"Sartharion le Gardien d'Onyx",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7328,2049,0,28860,1,0,0,0,0,,,"Sartharion le Gardien d'Onyx",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7329,2050,0,28860,1,0,0,0,0,,,"Sartharion le Gardien d'Onyx",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7330,2051,0,28860,1,0,0,0,0,,,"Sartharion le Gardien d'Onyx",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7331,2052,0,28860,1,0,0,0,0,,,"Sartharion le Gardien d'Onyx",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7332,2053,0,28860,1,0,0,0,0,,,"Sartharion le Gardien d'Onyx",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7333,2054,0,28860,1,0,0,0,0,,,"Sartharion le Gardien d'Onyx",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7358,1706,36,37710,1,0,0,0,0,,,"Commande du Cogn'Baff de course",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
7359,2056,0,29310,1,0,0,0,0,,,"Jedoga Cherchelombre",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7361,2057,0,26631,1,0,0,0,0,,,"Novos l'Invocateur",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7363,2058,0,29304,1,13,20573,9,55099,,,"Slad'ran",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7365,1718,28,56902,100,0,0,0,0,,,"100 victoires à Joug-d'hiver",,,,,,,,,,,,,,0xFF01FE,1,0,0,0,1,
7368,2076,34,60116,0,0,0,0,0,,,"Ours brun cuirassé",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7371,2077,34,59793,0,0,0,0,0,,,"Mammouth laineux",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7380,2078,34,61425,0,0,0,0,0,,,"Mammouth de voyage de la toundra",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7382,2079,36,28788,1,0,0,0,0,,,"Tabard du protecteur",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7387,2080,34,59788,0,0,0,0,0,,,"Mammouth de guerre noir",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7391,2081,34,61465,0,0,0,0,0,,,"Grand mammouth de guerre noir",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7393,2082,36,44080,1,0,0,0,0,,,"Mammouth des glaces",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7397,2083,36,44086,1,0,0,0,0,,,"Grand mammouth des glaces",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7401,2084,36,40586,1,0,0,0,0,,,"Bague du Kirin Tor",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7403,2085,42,43228,50,0,0,0,0,,,"Ramasser 50 éclats du gardien des pierres",,,,,,,,,,,,,,0xFF01FE,1,0,0,0,1,
7404,2086,42,43228,100,0,0,0,0,,,"Ramasser 100 éclats du gardien des pierres",,,,,,,,,,,,,,0xFF01FE,1,0,0,0,1,
7405,2087,42,43228,250,0,0,0,0,,,"Ramasser 250 éclats du gardien des pierres",,,,,,,,,,,,,,0xFF01FE,1,0,0,0,1,
7406,2088,42,43228,500,0,0,0,0,,,"Ramasser 500 éclats du gardien des pierres",,,,,,,,,,,,,,0xFF01FE,1,0,0,0,1,
7407,2089,42,43228,1000,0,0,0,0,,,"Ramasser 1 000 éclats du gardien des pierres",,,,,,,,,,,,,,0xFF01FE,1,0,0,0,1,
7408,2090,74,0,1,0,0,0,0,,,"Compétiteur",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7412,2091,74,0,1,0,0,0,0,,,"Gladiateur",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7415,2092,74,0,1,0,0,0,0,,,"Duelliste",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7418,2093,74,0,1,0,0,0,0,,,"Rival",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7441,2094,42,43702,1,0,0,0,0,,,"Pièce de cuivre d'Alonsus Faol",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
7463,2095,42,43687,1,0,0,0,0,,,"Pièce d'argent d'Aegwynn",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
7486,2096,8,2094,0,0,0,0,0,,,"Une pièce de cuivre contre vos pensées",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
7491,2097,34,55531,0,0,0,0,0,,,"Mécabécane",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7493,2116,36,22999,1,0,0,0,0,,,"Tabard de l'Aube d'argent",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7494,1817,0,32273,1,0,0,0,0,,,"Corrupteur infini",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7496,2136,8,1919,0,0,0,0,0,,,"Avec les glaçons",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
7528,2137,8,578,0,0,0,0,0,,,"Rares sont les dévoués",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
7538,2138,8,579,0,0,0,0,0,,,"Rares sont les dévoués (25 joueurs)",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
7548,2139,0,15936,1,0,0,0,0,,,"Vaincre Heigan l'Impur sans que personne meure",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7549,2140,0,15953,1,0,0,0,0,,,"Vaincre la grande veuve Faerlina sans dissiper ou empêcher la frénésie",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7550,2141,75,777,10,0,0,0,0,,,"Obtenir 10 montures",,,,,,,,,,,,,,0xFF01FE,1,0,0,0,1,
7551,2142,75,777,25,0,0,0,0,,,"Obtenir 25 montures",,,,,,,,,,,,,,0xFF01FE,1,0,0,0,1,
7552,2143,75,777,50,0,0,0,0,,,"Obtenir 50 montures",,,,,,,,,,,,,,0xFF01FE,1,0,0,0,1,
7553,2144,8,913,0,0,0,0,0,,,"Honorer ses Anciens",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
7560,2145,8,913,0,0,0,0,0,,,"Honorer ses Anciens",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
7567,2146,0,15989,1,0,0,0,0,,,"Le club des cent",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7568,2147,0,15989,1,0,0,0,0,,,"Saphiron",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7573,2148,56,0,1,0,0,0,0,,,"Infliger un coup fatal à un scion de l'Éternité tout en chevauchant un disque en suspension",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7574,2149,56,0,1,0,0,0,0,,,"Infliger un coup fatal à un scion de l'Éternité tout en chevauchant un disque en suspension",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7577,2150,0,26731,1,0,0,0,0,,,"Grand magus Telestra",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7579,2151,0,26630,1,0,0,0,0,,,"Trollétripe",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7583,2152,0,29306,1,0,0,0,0,,,"Gal'darah",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7587,2153,0,29314,1,0,0,0,0,,,"Zuramat l'Oblitérateur",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7590,2154,28,59046,1,0,0,0,0,,,"Le tribunal des Âges",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7593,2155,0,27978,1,0,0,0,0,,,"Sjonnir le Sculptefer",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7595,2156,0,26693,1,0,0,0,0,,,"Tuer Skadi le Brutal en mode héroïque",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7598,2157,0,26861,1,0,0,0,0,,,"Roi Ymiron",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7600,2176,28,59450,1,0,0,0,0,,,"Les quatre cavaliers",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7601,2177,28,59450,1,0,0,0,0,,,"Les quatre cavaliers",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7604,2178,0,15928,1,0,0,0,0,,,"Thaddius",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7605,2179,0,15928,1,0,0,0,0,,,"Thaddius",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7608,2180,0,15928,1,0,0,0,0,,,"Thaddius",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7609,2181,0,15928,1,0,0,0,0,,,"Thaddius",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7612,2182,0,16011,1,0,0,0,0,,,"Horreb",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7613,2183,0,16011,1,0,0,0,0,,,"Horreb",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7614,2184,0,15990,1,0,0,0,0,,,"Kel'Thuzad",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7615,2185,0,15990,1,0,0,0,0,,,"Kel'Thuzad",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7616,2186,0,15990,1,0,0,0,0,,,"Kel'Thuzad",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7617,2187,0,15990,1,0,0,0,0,,,"Kel'Thuzad",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7622,2188,0,10161,50,0,0,0,0,,,"Tuer 50 dragonnets de la colonie en 15 secondes",,,,,,,,,,,,,,0xFF01FE,1,7,10161,15,1,
7625,1763,0,28781,100,0,0,0,0,,,"Détruire 100 véhicules à l'aide d'une tourelle",,,,,,,,,,,,,,0xFF01FE,1,0,0,0,1,
7626,1762,1,607,1,0,0,0,0,,,"Gagner une bataille pour le rivage des Anciens sans perdre un seul véhicule de siège",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7628,2189,0,28781,5,3,607,3,607,,,"Détruire 5 véhicules à l'aide d'une tourelle dans un même champ de bataille",,,,,,,,,,,,,,0xFF01FE,9,0,0,0,1,
7629,2190,70,0,5,3,607,3,607,,,"Tuer 5 personnages transportant de l'hydroglycérine au cours d'un même champ de bataille",,,,,,,,,,,,,,0xFF01FE,9,0,0,0,1,
7630,1766,70,0,10,3,607,3,607,,,"Tuer 10 personnages dans la cour des Anciens sur un même champ de bataille",,,,,,,,,,,,,,0xFF01FE,9,0,0,0,1,
7631,2191,70,0,100,0,0,0,0,,,"Tuer 100 personnages dans la cour des Anciens",,,,,,,,,,,,,,0xFF01FE,1,0,0,0,1,
7632,1761,28,60937,100,0,0,0,0,,,"Poser 100 charges d'hydroglycérine qui endommagent un mur avec succès",,,,,,,,,,,,,,0xFF01FE,1,0,0,0,1,
7634,2192,1,607,1,0,0,0,0,,,"Gagner une bataille pour le rivage des Anciens sans perdre un seul véhicule de siège",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7635,2193,28,60937,5,3,607,3,607,,,"Poser 5 charges d'hydroglycérine qui endommagent un mur avec succès au cours d'un même champ de bataille",,,,,,,,,,,,,,0xFF01FE,9,0,0,0,1,
7636,1757,28,52459,1,0,0,0,0,,,"Défendre la plage sans perdre un seul mur",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7642,2194,8,1309,0,0,0,0,0,,,"Vétéran du rivage des Anciens",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
7654,2195,8,1309,0,0,0,0,0,,,"Vétéran du rivage des Anciens",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
7666,1755,28,56902,1,0,0,0,0,,,"Attaquer Joug-d'hiver et gagner en 10 minutes maximum",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7703,1751,70,0,20,0,0,0,0,,,"Tuer des personnages en monture à l'aide d'une tour-canon",,,,,,,,,,,,,,0xFF01FE,1,0,0,0,1,
7704,1723,70,0,100,0,0,0,0,,,"Véhicule",,,,,,,,,,,,,,0xFF01FE,3,0,0,0,1,
7709,2199,70,0,10,0,0,0,0,,,"Forteresse de Joug-d'hiver",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
7722,1752,8,1718,0,0,0,0,0,,,"Vétéran de Joug-d'hiver",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
7740,2200,28,52459,1,0,0,0,0,,,"Défendre la plage sans perdre un seul mur",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
7770,322,20,26763,0,0,0,0,0,,,"Anomalus",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
7807,323,20,15956,0,0,0,0,0,,,"Anub'Rekhan",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
7828,324,20,15956,0,0,0,0,0,,,"Anub'Rekhan",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
7849,2219,18,5,0,0,0,0,0,,,"Instances héroïques à 5",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
8100,2256,0,32517,1,0,0,0,0,,,"Loque'nahak",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
8586,2277,114,0,1,0,0,0,0,,,"Invocations acceptées",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
8758,1310,28,65246,1,0,0,3,607,,,"Victoire en 4 minutes",,,,,,,,,,,,,,0xFF01FE,10,1,23748,240,1,
8778,2316,36,43516,1,0,0,0,0,,,"Drake du Néant brutal",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
8818,2336,46,87,9000,0,0,0,0,,,"Honoré auprès de la Voile sanglante",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
8839,383,70,0,0,0,0,0,0,,,"Victimes dans l'arène des Tranchantes",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
8905,2357,27,7631,1,0,0,0,0,,,"Destrier de l'effroi de Xoroth",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
8906,2358,27,7647,1,0,0,0,0,,,"Jugement et rédemption",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
8908,2359,27,11001,1,0,0,0,0,,,"Triompher du dieu corbeau",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9058,2398,74,0,1,0,0,0,0,,,"Connecté pendant l'évènement du 4e anniversaire",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9060,1727,28,20723,1,0,0,0,0,,,"Détruire une tour",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9118,2416,29,61718,1,0,0,0,0,,,"Déposer un œuf du Jardin des nobles aux Sources de Golakka",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9119,2417,29,61874,25,0,0,0,0,,,"Manger 25 chocolats du Jardin des nobles",,,,,,,,,,,,,,0xFF01FE,1,0,0,0,1,
9120,2418,29,61874,100,0,0,0,0,,,"Manger 100 chocolats du Jardin des nobles",,,,,,,,,,,,,,0xFF01FE,1,0,0,0,1,
9121,2419,29,61875,1,0,0,0,0,,,"Guet d'azur",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9122,2420,29,61820,1,0,0,0,0,,,"",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9123,2421,29,61820,1,0,0,0,0,,,"",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9124,2422,110,61815,1,0,0,0,0,,,"Elfe de sang",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9138,2436,29,61818,1,0,0,0,0,,,"Terres ingrates",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9158,2456,42,38658,1,0,0,0,0,,,"",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9167,275,34,40634,0,0,0,0,0,,,"Cahouète",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9178,2476,0,27881,1,0,0,0,0,,,"Catapulte de Joug-d'hiver",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9198,2496,27,6824,1,0,0,0,0,,,"Achever les tâches des Hydraxis",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9202,2497,29,61875,1,0,0,0,0,,,"Sabot-de-sang",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9218,2516,75,778,75,0,0,0,0,,,"Obtenir 75 mascottes",,,,,,,,,,,,,,0xFF01FE,1,0,0,0,1,
9223,2536,75,777,100,0,0,0,0,,,"Obtenir 100 montures",,,,,,,,,,,,,,0xFF01FE,1,0,0,0,1,
9224,2537,75,777,100,0,0,0,0,,,"Obtenir 100 montures",,,,,,,,,,,,,,0xFF01FE,1,0,0,0,1,
9299,2557,54,225,1,0,0,0,0,,,"Lièvre arctique",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9358,2556,0,3300,1,0,0,0,0,,,"Aspic",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9420,424,34,26054,0,0,0,0,0,,,"Cristal de résonance qiraji rouge",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9438,2596,0,16998,1,0,0,0,0,,,"M. Bigglesworth",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9538,2676,42,45072,1,0,0,0,0,,,"",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9598,2716,5,0,40,0,0,0,0,,,"Monter au niveau 40",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9668,2770,8,2760,0,0,0,0,0,,,"Champion de Darnassus",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9673,2771,8,2765,0,0,0,0,0,,,"Champion d'Orgrimmar",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9678,2760,46,69,42000,0,0,0,0,,,"Exalté auprès de Darnassus",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9679,2761,46,930,42000,0,0,0,0,,,"Exalté auprès de l'Exodar",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9680,2762,46,54,42000,0,0,0,0,,,"Exalté auprès de Gnomeregan",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9681,2763,46,47,42000,0,0,0,0,,,"Exalté auprès de Forgefer",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9682,2764,46,72,42000,0,0,0,0,,,"Exalté auprès de Hurlevent",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9683,2765,46,76,42000,0,0,0,0,,,"Exalté auprès d'Orgrimmar",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9684,2766,46,530,42000,0,0,0,0,,,"Exalté auprès des trolls Sombrelance",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9685,2767,46,911,42000,0,0,0,0,,,"Exalté auprès de Lune-d'argent",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9686,2768,46,81,42000,0,0,0,0,,,"Exalté auprès des Pitons du Tonnerre",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9687,2769,46,68,42000,0,0,0,0,,,"Exalté auprès de Fossoyeuse",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9698,2756,27,13667,1,0,0,0,0,,,"",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9746,2758,27,13691,1,0,0,0,0,,,"",,,,,,,,,,,,,,0xFF01FF,2,0,0,0,1,
9758,2776,8,1718,0,0,0,0,0,,,"Vétéran de Joug-d'hiver",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9773,2777,27,13725,1,0,0,0,0,,,"Champion de Darnassus",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9774,2778,27,13724,1,0,0,0,0,,,"Champion de l'Exodar",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9775,2779,27,13723,1,0,0,0,0,,,"Champion de Gnomeregan",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9776,2780,27,13713,1,0,0,0,0,,,"Champion de Forgefer",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9777,2781,27,13699,1,0,0,0,0,,,"Champion de Hurlevent",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9778,2782,8,2777,0,0,0,0,0,,,"Champion de Darnassus",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9783,2783,27,13726,1,0,0,0,0,,,"Champion d'Orgrimmar",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9784,2784,27,13727,1,0,0,0,0,,,"Champion de Sen'jin",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9785,2785,27,13731,1,0,0,0,0,,,"Champion de Lune-d'argent",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9786,2786,27,13728,1,0,0,0,0,,,"Champion des Pitons du Tonnerre",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9787,2787,27,13729,1,0,0,0,0,,,"Champion de Fossoyeuse",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9788,2788,8,2783,0,0,0,0,0,,,"Champion d'Orgrimmar",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9798,2772,76,0,1,0,0,0,0,,,"",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9858,2576,54,58,1,0,0,0,0,,,"",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9859,2796,27,12420,1,0,0,0,0,,,"",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9863,2797,8,2676,0,0,0,0,0,,,"J'en ai un !",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9871,2798,8,2676,0,0,0,0,0,,,"J'en ai un !",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9898,2816,8,947,0,0,0,0,0,,,"La Croisade d'argent",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9904,2817,8,947,0,0,0,0,0,,,"La Croisade d'argent",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9918,2836,28,64805,1,0,0,0,0,,,"Darnassus",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9938,2856,0,33113,1,0,0,0,0,,,"Léviathan des flammes",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9939,2857,0,33186,1,0,0,0,0,,,"Tranchécaille",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9940,2858,0,33118,1,0,0,0,0,,,"Ignis le maître de la Fournaise",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9941,2859,0,33293,1,0,0,0,0,,,"Déconstructeur XT-002",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9943,2861,0,32930,1,0,0,0,0,,,"Kologarn",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9947,2865,0,33432,1,0,0,0,0,,,"Mimiron",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9948,2866,0,33271,1,0,0,0,0,,,"Général Vezax",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9950,2868,0,33515,1,0,0,0,0,,,"Auriaya",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9951,2869,0,33288,1,0,0,0,0,,,"Yogg-Saron",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9952,2870,0,33993,1,0,0,0,0,,,"Emalon le Guetteur d'orage",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
9954,2872,0,33113,1,0,0,0,0,,,"Léviathan des flammes",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9955,2873,0,33186,1,0,0,0,0,,,"Tranchécaille",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9956,2874,0,33118,1,0,0,0,0,,,"Ignis le maître de la Fournaise",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9957,2884,0,33293,1,0,0,0,0,,,"Déconstructeur XT-002",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9959,2875,0,32930,1,0,0,0,0,,,"Kologarn",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9963,2879,0,33432,1,0,0,0,0,,,"Mimiron",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9964,2880,0,33271,1,0,0,0,0,,,"Général Vezax",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9966,2882,0,33515,1,0,0,0,0,,,"Auriaya",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9967,2883,0,33288,1,0,0,0,0,,,"Yogg-Saron",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
9999,2886,0,33113,1,0,0,0,0,,,"Léviathan des flammes",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
10003,2887,0,33113,1,0,0,0,0,,,"Léviathan des flammes",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
10023,2892,0,33271,1,0,0,0,0,,,"Général Vezax",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
10025,2893,0,33271,1,0,0,0,0,,,"Général Vezax",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
10027,2894,8,2886,0,0,0,0,0,,,"Le siège d'Ulduar",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
10031,2895,8,2887,0,0,0,0,0,,,"Le siège d'Ulduar : mode héroïque",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
10042,2903,0,33113,1,0,0,0,0,,,"Léviathan des flammes",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
10044,2905,0,33113,1,0,0,0,0,,,"Léviathan des flammes",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
10045,2906,0,33113,1,0,0,0,0,,,"Léviathan des flammes",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
10046,2907,0,33113,1,0,0,0,0,,,"Bécane de récupération",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
10049,2908,0,33113,1,0,0,0,0,,,"Bécane de récupération",,,,,,,,,,,,,,0xFF01FE,0,0,0,0,1,
10054,2911,0,33113,1,0,0,0,0,,,"Léviathan des flammes",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
10055,2912,0,33113,1,0,0,0,0,,,"Léviathan des flammes",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
10056,2913,0,33113,1,0,0,0,0,,,"Léviathan des flammes",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
10057,2914,0,33113,1,0,0,0,0,,,"Léviathan des flammes",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
10058,2915,0,33113,1,0,0,0,0,,,"Léviathan des flammes",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
10059,2916,0,33113,1,0,0,0,0,,,"Léviathan des flammes",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
10060,2917,0,33113,1,0,0,0,0,,,"Léviathan des flammes",,,,,,,,,,,,,,0xFF01FE,2,0,0,0,1,
