long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
184,,,"Merci !",,,,,,,,,,,,,,0xFF01FE,,,"$N,$B$BMerci pour le temps passé ensemble pendant la Semaine des enfants. Vous savez que le long-voyant Nobundo a demandé à la directrice de m’autoriser à partir étudier avec lui à l’Exodar ?$B$BMerci de m’avoir fait visiter ces endroits épatants et revoir mon frère Jheel. Il me manque presque autant que vous. Le Cercle d’observance, la Porte des ténèbres et les Grottes du temps, c’était génial !$B$BJe sais que vous prenez soin de mon familier qui me manque aussi.$B$BJe vous embrasse,$B$BDornaa",,,,,,,,,,,,,,0xFF01FE,
185,,,"Merci !",,,,,,,,,,,,,,0xFF01FE,,,"$gCher:Chère; $N,$B$BMerci de m’avoir accompagnée pendant la Semaine des enfants. Dame Liadrin des chevaliers de sang a demandé que je lui sois confiée pour faire mes études à Lune-d’argent !$B$BJe voulais vous remercier de m’avoir permis de rendre visite à mon ami Hch’uu, et aussi au Portail des ténèbres, au Trône des éléments et aux Grottes du temps. J’aime beaucoup mon dragon !$B$BJe suis sûre que vous vous occupez bien de mon familier. Dites-lui qu’il me manque !$B$BBien à vous,$B$BSalandria",,,,,,,,,,,,,,0xFF01FE,
186,,,"Objet trouvé : Pièce porte-bonheur",,,,,,,,,,,,,,0xFF01FE,,,"Nous avons trouvé une pièce porte-bonheur perdue en fouillant le néant distordu, et nous avons constaté qu'elle vous appartenait. Amusez-vous bien !",,,,,,,,,,,,,,0xFF01FE,
187,,,"Joyeuse fête du Voile d'hiver !",,,,,,,,,,,,,,0xFF01FE,,,"Préparez du cidre épicé bien chaud et partagez-le avec vos amis pendant les fêtes !",,,,,,,,,,,,,,0xFF01FE,
188,,,"Joyeuse fête du Voile d'hiver !",,,,,,,,,,,,,,0xFF01FE,,,"Cousez de beaux vêtements d'hiver verts et partagez-les avec vos amis pour les fêtes !",,,,,,,,,,,,,,0xFF01FE,
189,,,"Drake du Néant perdu",,,,,,,,,,,,,,0xFF01FE,,,"J'ai récemment ramassé ce patit drake en fouillant le Néant. Il semblerait qu'il vous appartienne mais qu'il n'ait pas trouvé de place dans vos sacs lorsqu'il vous a été remis.$B$BProfitez bien de ce nouveau et pugnace familier ! Il est impatient de s'installer dans sa nouvelle demeure !",,,,,,,,,,,,,,0xFF01FE,
190,,,"Fermeture de banque de guilde",,,,,,,,,,,,,,0xFF01FE,,,"Veuillez trouver ci-joint les biens récupérés dans les coffres bancaires de votre guilde lors de sa fermeture.",,,,,,,,,,,,,,0xFF01FE,
191,,,"Joyeuse fête du Voile d'hiver !",,,,,,,,,,,,,,0xFF01FE,,,"Cousez de beaux vêtements d'hiver rouges et partagez-les avec vos amis pour les fêtes !",,,,,,,,,,,,,,0xFF01FE,
192,,,"Joyeuse fête du Voile d'hiver !",,,,,,,,,,,,,,0xFF01FE,,,"Confectionnez des bottes d'hiver bien douillettes et partagez-les avec vos amis pour les fêtes !",,,,,,,,,,,,,,0xFF01FE,
193,,,"Une lettre de l'archimage Malin",,,,,,,,,,,,,,0xFF01FE,,,"$GCher:Chère; $N$B$BLe courrier personnel du commandant Azuracier a veillé à ce que je reçoive la lettre de ma fille. Il m’a également dit que c’était vous qui l’aviez trouvée.$B$BJe tiens à vous remercier de me l’avoir fait parvenir. Je sais que les temps sont durs pour tous les braves qui combattent en Norfendre.$B$BJe vengerai Emmy. Le vol draconique bleu souffrira pour ce qu’il a fait à ma petite fille !$B$BAvec tout mon respect et ma gratitude,$B$BArchimage Malin",,,,,,,,,,,,,,0xFF01FE,
194,,,"Une lettre de Deino",,,,,,,,,,,,,,0xFF01FE,,,"$GCher:Chère; $N$B$BLe courrier personnel du suzerain Agmar a veillé à ce que je reçoive la lettre de mon frère. Il m’a également dit que c’était vous qui l’aviez trouvée.$B$BJe tiens à vous remercier de me l’avoir fait parvenir. Je sais que les temps sont durs pour tous les braves qui combattent en Norfendre.$B$BJe vengerai Ta’zinni. Le vol draconique bleu souffrira pour ce qu’il a fait à mon petit frère !$B$BAvec tout mon respect et ma gratitude,$B$BDeino",,,,,,,,,,,,,,0xFF01FE,
195,,,"Le tabard de compétition",,,,,,,,,,,,,,0xFF01FE,,,"Vous avez vaillamment combattu dans un champ de bataille, impressionnant les esprits de Compétition… bien joué ! En récompense, ils vous octroient cette marque de faveur : un tabard de compétition. Portez-le avec orgueil.",,,,,,,,,,,,,,0xFF01FE,
196,,,"Un médaillon en or",,,,,,,,,,,,,,0xFF01FE,,,"Les esprits de Compétition sont honorés par votre ferveur en face de l’ennemi. Félicitations ! Avec ce médaillon en or, ils seront fiers de se tenir à vos côtés.",,,,,,,,,,,,,,0xFF01FE,
197,,,"Nouvel an, nouvelle bière !",,,,,,,,,,,,,,0xFF01FE,,,"Salut $N !$B$B Nous espérons que cette nouvelle année commence bien. Dans le cas contraire, faites un saut chez nos vendeurs pour vous procurer notre dernière bière. Elle fera ressortir l’animal qui est en vous.$b$B Savourez nos échantillons, et bonne année !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
198,,,"Monter, descendre, ça glisse pareil",,,,,,,,,,,,,,0xFF01FE,,,"$N,$B$B Parfois, il est difficile de garder sa bière. Cette nouvelle variété est délicieuse, mais arriverez-vous à la digérer ?$B$B N’oubliez pas, si ces échantillons vous ont plu, de rendre visite à nos vendeurs.$B$B À la vôtre !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
199,,,"Douce bière",,,,,,,,,,,,,,0xFF01FE,,,"Salut, $N,$B$B Parfois, on a envie d’une bière parfumée, et quel arôme est plus doux que le miel ? Toutes les créatures, grandes et petites, aiment l’odeur du miel. Lorsque vous aurez essayé cette bière, vous ne manquerez pas d’être d’accord.$b$b N’oubliez pas, si vous aimez ces échantillons, vous pourrez en acheter davantage auprès de nos vendeurs.$B$B À la vôtre !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
200,,,"À la demande générale",,,,,,,,,,,,,,0xFF01FE,,,"Salutations, $N,$B$B Il paraît que certains de nos membres veulent quelque chose d’un peu plus léger, avec plus de bulles. Nous avons essayé de leur dire que nous n’étions pas le « club du Champagne du mois ». Malheureusement, la demande s’est avérée trop forte. Espérons que la bière de ce mois-ci satisfera les amateurs de trucs légers avec plein de bulles.$B$B N’oubliez pas, si notre échantillon vous a plu, nos vendeurs en ont des réserves.$B$bÀ la vôtre !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
201,,,"Célébrons le printemps !",,,,,,,,,,,,,,0xFF01FE,,,"Salut, $N,$B$B Le printemps est définitivement là, et ce mois-ci, vous pourrez même le goûter ! Essayez notre nouvelle bière, la brune de printemps. Elle est rafraîchissante, parfaite pour la saison.$B$B Savourez notre échantillon, et s’il vous plaît, rendez visite à nos vendeurs.$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
202,,,"Une bière brûlante",,,,,,,,,,,,,,0xFF01FE,,,"$N,$B$B Nous avons quelque chose de très très chaud pour vous ce mois-ci ! En provenance directe du mont Rochenoire… la brune rochenoire !$B$B Souvenez-vous, si cet échantillon vous a plu, vous pouvez en acheter davantage auprès de nos vendeurs.$B$BÀ la vôtre !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
203,,,"La bière de tous les dangers",,,,,,,,,,,,,,0xFF01FE,,,"Salutations, $N,$B$B  Ce mois-ci, nous avons quelque chose d’exceptionnel pour vous. Les membres du club de la Bière du mois ont bravé les jungles de Strangleronce et sont revenus avec cette bière mystérieuse.$B$B N’oubliez pas, si cet échantillon vous a plu, vous pouvez en acheter auprès de nos vendeurs.$B$B  À la vôtre !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
204,,,"Une bière inoubliable",,,,,,,,,,,,,,0xFF01FE,,,"Salutations chaleureuses, $N,$B$B Parfois, vous devez sortir des sentiers battus pour trouver la meilleure bière. Celle de ce mois-ci arrive de loin, mais nous sommes sûrs qu’elle mérite le détour.$B$B Si vous avez apprécié cet échantillon, vous pouvez en acheter davantage auprès de nos vendeurs.$B$B À la vôtre !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
205,,,"Une bière à votre goût",,,,,,,,,,,,,,0xFF01FE,,,"Salut $N,$B$B La bière de ce mois-ci ne laissera personne indifférent : vous allez l’aimer ou l’adorer. À vous de voir.$B$B Si cet échantillon vous a plu, vous pouvez en acheter davantage auprès de nos vendeurs.$B$B À la vôtre !$b$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
206,,,"Au bonheur de l'automne",,,,,,,,,,,,,,0xFF01FE,,,"Salut, $N,$B$B Notre bière du mois est une célébration de l’automne. Nous pensons qu’elle est tout à fait en phase avec l’essence de la saison. Mais ne nous croyez pas sur parole, goûtez-y !$B$B Si cet échantillon vous a plu, vous pourrez en acheter davantage auprès de nos vendeurs.$B$B À la vôtre !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
207,,,"Une bière à boire entre amis",,,,,,,,,,,,,,0xFF01FE,,,"Salutations, $N,$B$B Nous espérons que l’année s’est bien passée pour vous. Dans le cas contraire, faites une halte chez nos vendeurs pour vous procurer notre dernière création : la bière amère de Bartlett. Sa saveur n’a pas d’égal, mais elle n’est pas pour les estomacs fragiles !$B$B Savourez nos échantillons et faites-en profiter vos amis !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
208,,,"Une histoire à glacer le sang",,,,,,,,,,,,,,0xFF01FE,,,"$N, $B$B L’été dernier, certains de nos membres ont été s’en prendre au puissant seigneur du Givre. Le croiriez-vous ? Ils ont découvert ses réserves de bière. Nous avons mis de côté une grande quantité de ce breuvage rare, et nous vous en envoyons des échantillons.$B$B Si leur côté rafraîchissant vous séduit, vous pouvez en acheter davantage auprès de nos vendeurs.$B$B À la vôtre !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
209,,,"Bienvenue au club de la Bière du mois !",,,,,,,,,,,,,,0xFF01FE,,,"$n,$b$b   Bienvenue au club de la Bière du mois ! Ce club vous permettra de goûter certaines des meilleures cuvées de tous les royaumes.$b$b   Tous les mois, une nouvelle bière vous sera directement envoyée par courrier. Si vous l'appréciez et que vous en voulez plus, rendez-vous à la taverne de Brûlepierre à Forgefer, et parlez aux membres du club de la Bière du mois que vous y rencontrerez.$b$b   Et bienvenue au club, $n.$b$b$b- Le club de la Bière du mois.",,,,,,,,,,,,,,0xFF01FE,
210,,,"Bienvenue au club de la Bière du mois !",,,,,,,,,,,,,,0xFF01FE,,,"$n,$b$b   Bienvenue au club de la Bière du mois ! Ce club vous permettra de goûter certaines des meilleures cuvées de tous les royaumes.$b$b   Tous les mois, une nouvelle bière vous sera directement envoyée par courrier. Si vous l'appréciez et que vous en voulez plus, rendez-vous au pavillon de Buissombre dans la vallée des Esprits d'Orgrimmar, et parlez aux membres du club de la Bière du mois que vous y rencontrerez.$b$b   Et bienvenue au club, $n.$b$b$b- Le club de la Bière du mois.",,,,,,,,,,,,,,0xFF01FE,
211,,,"Félicitations !",,,,,,,,,,,,,,0xFF01FE,,,"Au nom de la Fédération de Rencontres d'Arène de Gentepression, nous vous félicitations pour les succès que vous avez remportés durant cette saison.$B$B En reconnaissance de votre talent et de votre sauvagerie, nous vous offrons par la présente ce drake du Néant vengeur. Puissiez-vous en faire bon usage.",,,,,,,,,,,,,,0xFF01FE,
212,,,"Une nouvelle bière pour le nouvel an !",,,,,,,,,,,,,,0xFF01FE,,,"Salutations, $N !$B$B Nous espérons que l’année commence bien pour vous. Dans le cas contraire, arrêtez-vous chez nos vendeurs et goûtez notre dernière création. Vous verrez comme elle fera ressortir votre côté animal !$B$BSavourez nos échantillons, et encore une fois, bonne et heureuse année !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
213,,,"La bière, ça va, ça vient",,,,,,,,,,,,,,0xFF01FE,,,"$N,$B$B Parfois, il est difficile de garder sa bière. Cette nouvelle variété est délicieuse, mais arriverez-vous à la digérer ?$B$B N’oubliez pas, si ces échantillons vous ont plu, de rendre visite à nos vendeurs.$B$B À la vôtre !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
214,,,"Une bière douce",,,,,,,,,,,,,,0xFF01FE,,,"Salut, $N,$B$B Parfois, on a envie d’une bière parfumée, et quel arôme est plus doux que le miel ? Toutes les créatures, grandes et petites, aiment l’odeur du miel. Lorsque vous aurez essayé cette bière, vous ne manquerez pas d’être d’accord.$b$b N’oubliez pas, si vous aimez ces échantillons, vous pourrez en acheter davantage auprès de nos vendeurs.$B$B À la vôtre !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
215,,,"Parce que vous l'avez demandé",,,,,,,,,,,,,,0xFF01FE,,,"Salutations, $N,$B$B Il paraît que certains de nos membres veulent quelque chose d’un peu plus léger, avec plus de bulles. Nous avons essayé de leur dire que nous n’étions pas le « club du Champagne du mois ». Malheureusement, la demande s’est avérée trop forte. Espérons que la bière de ce mois-ci satisfera les amateurs de trucs légers avec plein de bulles.$B$B N’oubliez pas, si notre échantillon vous a plu, nos vendeurs en ont des réserves.$B$bÀ la vôtre !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
216,,,"Il est temps de fêter le printemps !",,,,,,,,,,,,,,0xFF01FE,,,"Salut, $N,$B$B Le printemps est définitivement là, et ce mois-ci, vous pourrez même le goûter ! Essayez notre nouvelle bière, la brune de printemps. Elle est rafraîchissante, parfaite pour la saison.$B$B Savourez notre échantillon, et s’il vous plaît, rendez visite à nos vendeurs.$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
217,,,"Une bière bouillante",,,,,,,,,,,,,,0xFF01FE,,,"$N,$B$B Nous avons quelque chose de très très chaud pour vous ce mois-ci ! En provenance directe du mont Rochenoire… la brune rochenoire !$B$B Souvenez-vous, si cet échantillon vous a plu, vous pouvez en acheter davantage auprès de nos vendeurs.$B$BÀ la vôtre !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
218,,,"Une bière mystérieuse",,,,,,,,,,,,,,0xFF01FE,,,"Salutations, $N,$B$B  Ce mois-ci, nous avons quelque chose d’exceptionnel pour vous. Les membres du club de la Bière du mois ont bravé les jungles de Strangleronce et sont revenus avec cette bière mystérieuse.$B$B N’oubliez pas, si cet échantillon vous a plu, vous pouvez en acheter auprès de nos vendeurs.$B$B  À la vôtre !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
219,,,"Vous souvenez-vous de votre bière ?",,,,,,,,,,,,,,0xFF01FE,,,"Salutations chaleureuses, $N,$B$B Parfois, vous devez sortir des sentiers battus pour trouver la meilleure bière. Celle de ce mois-ci arrive de loin, mais nous sommes sûrs qu’elle mérite le détour.$B$B Si vous avez apprécié cet échantillon, vous pouvez en acheter davantage auprès de nos vendeurs.$B$B À la vôtre !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
220,,,"Une bière que vous aimerez",,,,,,,,,,,,,,0xFF01FE,,,"Salut $N,$B$B La bière de ce mois-ci ne laissera personne indifférent : vous allez l’aimer ou l’adorer. À vous de voir.$B$B Si cet échantillon vous a plu, vous pouvez en acheter davantage auprès de nos vendeurs.$B$B À la vôtre !$b$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
221,,,"Un automne festif",,,,,,,,,,,,,,0xFF01FE,,,"Salut, $N,$B$B Notre bière du mois est une célébration de l’automne. Nous pensons qu’elle est tout à fait en phase avec l’essence de la saison. Mais ne nous croyez pas sur parole, goûtez-y !$B$B Si cet échantillon vous a plu, vous pourrez en acheter davantage auprès de nos vendeurs.$B$B À la vôtre !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
222,,,"Du bonheur à partager entre amis",,,,,,,,,,,,,,0xFF01FE,,,"Salutations, $N,$B$B Nous espérons que l’année s’est bien passée pour vous. Dans le cas contraire, faites une halte chez nos vendeurs pour vous procurer notre dernière création : la bière amère de Bartlett. Sa saveur n’a pas d’égal, mais elle n’est pas pour les estomacs fragiles !$B$B Savourez nos échantillons et faites-en profiter vos amis !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
223,,,"Une bière bien fraîche",,,,,,,,,,,,,,0xFF01FE,,,"$N, $B$B L’été dernier, certains de nos membres ont été s’en prendre au puissant seigneur du Givre. Le croiriez-vous ? Ils ont découvert ses réserves de bière. Nous avons mis de côté une grande quantité de ce breuvage rare, et nous vous en envoyons des échantillons.$B$B Si leur côté rafraîchissant vous séduit, vous pouvez en acheter davantage auprès de nos vendeurs.$B$B À la vôtre !$B$B- Le club de la Bière du mois",,,,,,,,,,,,,,0xFF01FE,
224,,,"Leçons d'équitation en forêt d'Elwynn",,,,,,,,,,,,,,0xFF01FE,,,"Noble $gsire:dame; $N$B$B, j’espère que cette lettre vous trouvera en bonne santé. Sachez que je me tiens à votre disposition pour vous apprendre l’équitation. Venez me voir quand vous voudrez au camp de bûcherons du Val d’est, sur la route de l’est depuis Hurlevent. Je ne vous demande que quatre pièces d’or.$B$BEt si vous souhaitez vous procurer une monture, l’éleveuse Katie Hunter a plusieurs bêtes de qualité, qu’elle cède pour une pièce d’or.$B$BBien à vous, Randal Hunter",,,,,,,,,,,,,,0xFF01FE,
225,,,"Leçons d'équitation à Darnassus",,,,,,,,,,,,,,0xFF01FE,,,"Puisse la fortune vous sourire, $N ! Je me tiens à votre disposition si vous souhaitez apprendre l’équitation. Vous pourrez me rendre visite à l’enclave cénarienne de Darnassus quand vous voudrez. Mes leçons ne coûtent que quatre modestes pièces d’or.$B$BPar ailleurs, si vous désirez acheter une monture, la dresseuse de sabres Lelanai vend de nobles bêtes qui ne coûtent qu'une pièce d’or.$B$BBien à vous, Jartsam",,,,,,,,,,,,,,0xFF01FE,
226,,,"Leçons d'équitation en Dun Morogh",,,,,,,,,,,,,,0xFF01FE,,,"Salut $gpetit gars:ma jolie; ! Apprendre l’équitation, ça vous tente ? Si oui, venez me voir à la ferme des Distillambre, sur la route, à l’est de Forgefer.$B$B Je ne prends que quatre pièces d’or et si vous voulez un bélier de monte, Veron Distillambre propose de nobles bêtes pour à peine une pièce d’or par tête.$B$B- Ultham",,,,,,,,,,,,,,0xFF01FE,
227,,,"Leçons d'équitation à l'Exodar",,,,,,,,,,,,,,0xFF01FE,,,"Je vous salue, $N. J’espère que cette lettre vous trouvera en bonne santé. Je me tiens à votre disposition si vous souhaitez apprendre l’équitation. Vous pourrez me rendre visite à l’entrée de l’Exodar quand vous voudrez. Mes leçons ne coûtent que quatre modestes pièces d’or.$B$BPar ailleurs, si vous désirez acheter un elekk de monte, Torallius le Pâtre vend de nobles coursiers qui ne coûtent qu'une pièce d’or.$B$BAllez en paix, Aalun",,,,,,,,,,,,,,0xFF01FE,
228,,,"Leçons d'équitation en Dun Morogh",,,,,,,,,,,,,,0xFF01FE,,,"Salutations, $N. Si vous voulez vous déplacer plus vite, pourquoi ne pas nous rendre visite, à Mili et à moi, au dépôt de Grillacier, juste au nord-est de Kharanos ?$B$BJe vous apprendrai l’équitation pour seulement quatre pièces d’or, et si vous voulez votre propre mécanotrotteur, Mili peut vous en construire un pour à peine une pièce d’or !$B$BÀ bientôt j’espère, Binjy",,,,,,,,,,,,,,0xFF01FE,
229,,,"Leçons d'équitations en Mulgore",,,,,,,,,,,,,,0xFF01FE,,,"Salut, brave $N. Je me tiens à votre disposition pour vous enseigner l’équitation. Si vous souhaitez l’apprendre, venez me voir à Sabot-de-sang. Je ne demande que quatre pièces d’or en échange de mes services.$B$BEt si, après mes leçons, vous souhaitez acheter un kodo de monte, sachez que Harb Sabot-griffu propose de nobles bêtes, qu’il vend une pièce d’or par tête.$B$BBons voyages, Kar",,,,,,,,,,,,,,0xFF01FE,
230,,,"Leçons d'équitation en Durotar",,,,,,,,,,,,,,0xFF01FE,,,"Apprendre l’équitation te tente, $N ? Tu viens me voir à Senjin, je te fais découvrir tous ses secrets pour quatre pièces d’or seulement.$B$BTu veux un raptor de monte ? Tu vas voir Zjolnir, il t’en vend un pour une malheureuse pièce d’or, peut-être moins. Et fais gaffe au vaudou !$B$BXar'Ti",,,,,,,,,,,,,,0xFF01FE,
231,,,"Leçons d'équitation à Orgrimmar",,,,,,,,,,,,,,0xFF01FE,,,"Force et honneur, $N.$B$BJe suis le maître d’équitation d’Orgrimmar. Si vous le désirez, vous pouvez me rendre visite dans la vallée de l’Honneur. Je ne demande que quatre pièces d’or en échange de mes leçons.$B$BSi, par la suite, vous souhaitez acheter un loup de monte, le chenil d’Ogunaro Mène-loup abrite de nobles bêtes, qui ne coûtent qu'une pièce d’or chacune.$B$B- Kildar",,,,,,,,,,,,,,0xFF01FE,
232,,,"Leçons d'équitation dans le bois des Chants éternels",,,,,,,,,,,,,,0xFF01FE,,,"J’espère que cette lettre vous trouvera en bonne santé, $gestimé:estimée; $N$B$B Je me tiens à votre disposition pour vous apprendre l’équitation. Vous pouvez me rendre visite à l’écurie de Thuron, au sud-est de la porte du Berger lorsque vous sortez de Lune-d’argent. Il ne vous en coûtera que quatre pièces d’or.$B$BSi, par la suite, vous souhaitez acheter une monture, l’éleveuse Winaestra offre de nombreux faucons-pérégrins pour à peine une pièce d’or.$B$BBien à vous, Perascamin",,,,,,,,,,,,,,0xFF01FE,
233,,,"Leçons d'équitation dans les clairières de Tirisfal",,,,,,,,,,,,,,0xFF01FE,,,"$GMessire:Ma dame; $N,$B$BJe vous envoie cette lettre pour vous proposer mes services. J’enseigne l’équitation. Si vous le désirez, vous pouvez me rendre visite à Brill. Mes leçons ne coûtent que quatre pièces d’or.$B$BSi, par la suite, vous souhaitez acheter une monture, Zachariah Post a rassemblé un certain nombre de chevaux adaptés à nos besoins. Il les vend pour une pièce d’or par tête, grand maximum.$B$BBien à vous, Velma Warnam",,,,,,,,,,,,,,0xFF01FE,
234,,,"Faites attention à vous",,,,,,,,,,,,,,0xFF01FE,,,"Krenna a entendu dire que nous avions libéré l’un des trappeurs. Elle est folle de rage.$B$BFaites profil bas pendant un moment, ou on va tous les deux se retrouver à lutter avec des ours dans la fosse.$B$B- Gorgonna.",,,,,,,,,,,,,,0xFF01FE,
235,,,"Un zhévra rapide",,,,,,,,,,,,,,0xFF01FE,,,"À : $N$B$BDE : Montures exotiques de Nesingwary, SARL$B$BCONTENU DE LA CAISSE :$B$B- Un (1) zhévra$B$B- Une (1) selle de zhévra$B$B- Quatre (4) sabots de zhévra$B$B- Deux (2) sabots de zhévra de rechange$B$B- NE PAS BOUCHER LES TROUS D’AÉRATION -",,,,,,,,,,,,,,0xFF01FE,
236,,,"Au nom de la Lumière !",,,,,,,,,,,,,,0xFF01FE,,,"À : Grand général Abbendis
Nouvelle-Avalon, Campagne écarlate",,,,,,,,,,,,,,0xFF01FE,
237,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
238,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
239,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
240,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
241,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
242,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
243,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
244,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
245,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite m'a fait plaisir, recevez ceci en cadeau pour votre fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
246,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite m'a fait plaisir, recevez ceci en cadeau pour votre fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
247,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite m'a fait plaisir, recevez ceci en cadeau pour votre fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
248,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite m'a fait plaisir, recevez ceci en cadeau pour votre fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
249,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite m'a fait plaisir, recevez ceci en cadeau pour votre fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
250,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite m'a fait plaisir, recevez ceci en cadeau pour votre fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
251,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite m'a fait plaisir, recevez ceci en cadeau pour votre fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
252,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite m'a fait plaisir, recevez ceci en cadeau pour votre fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
253,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite m'a fait plaisir, recevez ceci en cadeau pour votre fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
254,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite m'a fait plaisir, recevez ceci en cadeau pour votre fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
255,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
256,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite m'a fait plaisir, recevez ceci en cadeau pour votre fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
257,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
258,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
259,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite m'a fait plaisir, recevez ceci en cadeau pour votre fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
260,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Merci de m’avoir rendu visite, $N. Il est bon de savoir que nous ne sommes pas oubliés.",,,,,,,,,,,,,,0xFF01FE,
261,,,"",,,,,,,,,,,,,,0xFF01FC,,,"Votre visite m'a fait plaisir, recevez ceci en cadeau pour votre fête lunaire.",,,,,,,,,,,,,,0xFF01FE,
