long,long,long,long,long,long,long,long,flags,flags,long,long,long,long,flags,long,flags,flags,long,float,float,long,long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
310,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Bête - Chauve-souris",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
311,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Titan",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
329,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Sous-chef Fizzule",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
349,5,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,1118,0.0,0.0,5,5,,,"Ravenholdt",,,,,,,,,,,,,,0xFF01FE,,,"Cette guilde de voleurs et d’assassins, ennemie jurée du Syndicat, n’accepte que les individus les plus talentueux.",,,,,,,,,,,,,,0xFF01FE,
369,7,2147483647,0,0,0,0,0,0x0,0x0,500,0,0,0,0x40,0,0x0,0x0,169,1.0,0.5,7,5,,,"Gadgetzan",,,,,,,,,,,,,,0xFF01FE,,,"Capitale du cartel Gentepression, c’est la demeure des meilleurs ingénieurs, alchimistes et marchands gobelins.",,,,,,,,,,,,,,0xFF01FE,
389,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Insecte de Gnomeregan",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
409,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Harpie",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
429,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Lame ardente",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
449,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Braconnier Ombresoie",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
450,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Araignée des Vents brûlants",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
469,11,1431481421,716002226,0,0,0,0,0x0,0x0,3300,-42000,0,0,0x19,14,0x0,0x0,1118,0.0,0.0,5,5,,,"Alliance",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
470,9,2147483647,0,0,0,0,0,0x0,0x0,500,0,0,0,0x40,0,0x0,0x0,169,1.0,0.5,7,5,,,"Cabestan",,,,,,,,,,,,,,0xFF01FE,,,"Cette ville gobeline appartient au cartel Gentepression. Elle offre un abri neutre à tous ceux qui veulent échanger des biens et des services dans les Tarides.",,,,,,,,,,,,,,0xFF01FE,
471,8,1427287113,716002226,4194308,0,0,0,0x0,0x0,150,-42000,500,0,0x14,22,0x4,0x0,0,1.0,1.0,5,5,,,"Clan Marteau-hardi",,,,,,,,,,,,,,0xFF01FE,,,"Même s’ils n’appartiennent pas à l’Alliance, les nains du Nid-de-l’Aigle lui ont ouvert leurs portes et considèrent les peuples de la Horde comme des ennemis.",,,,,,,,,,,,,,0xFF01FE,
489,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Gobelin, client du bar sombrefer",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
509,53,1431481421,716002226,0,0,0,0,0x0,0x0,0,-42000,0,0,0x10,2,0x0,0x0,891,0.0,0.0,5,5,,,"La Ligue d'Arathor",,,,,,,,,,,,,,0xFF01FE,,,"La Ligue d’Arathor tente de récupérer les terres perdues du bassin d’Arathi pour le compte de ses bienfaiteurs de Hurlevent.",,,,,,,,,,,,,,0xFF01FE,
510,52,716002226,1431481421,0,0,0,0,0x0,0x0,0,-42000,0,0,0x10,2,0x0,0x0,892,0.0,0.0,5,5,,,"Les Profanateurs",,,,,,,,,,,,,,0xFF01FE,,,"Les Profanateurs cherchent à s’emparer des ressources inestimables du bassin d’Arathi au profit de la Horde.",,,,,,,,,,,,,,0xFF01FE,
511,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Géant",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
529,13,2147483647,0,0,0,0,0,0x0,0x0,200,0,0,0,0x0,0,0x0,0x0,1118,0.0,0.0,5,5,,,"Aube d'argent",,,,,,,,,,,,,,0xFF01FE,,,"Cette organisation s’est vouée à protéger Azeroth contre la menace du Fléau. On trouve ses forteresses dans les Maleterres de l’est et de l’ouest.",,,,,,,,,,,,,,0xFF01FE,
530,15,713363746,1431481421,16912,2621568,0,0,0x0,0x0,3100,-42000,500,4000,0x111,6,0x11,0x11,67,1.0,0.25,7,5,,,"Trolls Sombrelance",,,,,,,,,,,,,,0xFF01FE,,,"Cette tribu de trolls exilés a joint ses forces à celles de Thrall et de la Horde. Ils partagent désormais Durotar avec leurs alliés orcs.",,,,,,,,,,,,,,0xFF01FE,
531,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Vol de bronze",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
532,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Vol bleu",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
549,24,2147483647,0,0,0,0,0,0x0,0x0,2999,0,0,0,0x4,0,0x0,0x0,0,1.0,1.0,5,5,,," Travail du cuir - Tribal",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
550,26,2147483647,0,0,0,0,0,0x0,0x0,2999,0,0,0,0x4,0,0x0,0x0,0,1.0,1.0,5,5,,," Ingénieur - Gobelin",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
551,25,2147483647,0,0,0,0,0,0x0,0x0,2999,0,0,0,0x4,0,0x0,0x0,0,1.0,1.0,5,5,,," Ingénieur - Gnome",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
569,33,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x4,0,0x0,0x0,0,1.0,1.0,5,5,,," Forge - Fabricant de marteaux",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
570,31,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x4,0,0x0,0x0,0,1.0,1.0,5,5,,," Forge - Fabricant de haches",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
571,32,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x4,0,0x0,0x0,0,1.0,1.0,5,5,,," Forge - Fabricant d'épées",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
572,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Troll, Vilebranche",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
573,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Flibustiers des mers du Sud",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
574,34,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x4,0,0x0,0x0,0,1.0,1.0,5,5,,,"Caer Darrow",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
575,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Furbolg, non corrompu",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
576,35,2147483647,0,0,0,0,0,0x0,0x0,-3500,0,0,0,0x2,0,0x0,0x0,1118,0.0,0.0,5,5,,,"Les Grumegueules",,,,,,,,,,,,,,0xFF01FE,,,"Les Grumegueules sont la dernière tribu furbolg à échapper à la corruption. Ils cherchent à préserver leur spiritualité et à mettre un terme aux souffrances de leur peuple.",,,,,,,,,,,,,,0xFF01FE,
577,28,2147483647,0,0,0,0,0,0x0,0x0,500,0,0,0,0x40,0,0x0,0x0,169,1.0,0.5,7,5,,,"Long-guet",,,,,,,,,,,,,,0xFF01FE,,,"Administré par les gobelins du cartel Gentepression, ce comptoir se trouve au croisement des routes commerciales du Berceau-de-l’hiver.",,,,,,,,,,,,,,0xFF01FE,
589,27,716002226,1431481421,0,0,0,0,0x0,0x0,-42000,0,0,0,0x6,0,0x0,0x0,0,1.0,1.0,5,5,,,"Éleveurs de sabres-d'hiver",,,,,,,,,,,,,,0xFF01FE,,,"Ce petit groupe d’elfes de la nuit vit en reclus. Ses membres élèvent et dressent des sabres-d’hiver au Berceau-de-l’hiver.",,,,,,,,,,,,,,0xFF01FE,
609,36,2147483647,33587240,0,0,8387587,1024,0x0,0x0,0,2000,0,0,0x0,0,0x0,0x0,1118,0.0,0.0,5,5,,,"Cercle cénarien",,,,,,,,,,,,,,0xFF01FE,,,"Gardiens de la nature, les druides du Cercle cénarien ont établi leur demeure dans la paisible vallée de Reflet-de-Lune.",,,,,,,,,,,,,,0xFF01FE,
629,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Trolls Briselance",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
630,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Éleveurs de ravasaures",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
649,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Chambellan Executus",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
669,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Bête - Charognard",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
670,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Bête - Chat",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
671,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Bête - Crabe",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
672,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Bête - Crocilisque",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
673,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Bête - Hyène",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
674,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Bête - Chouette",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
675,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Bête - Scorpide",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
676,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Bête - Haut-trotteur",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
677,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Bête - Tortue",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
678,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Bête - Serpent du vent",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
679,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Mannequin d’entraînement",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
689,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Vol noir - Appât",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
709,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Neutres des Champs de bataille",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
729,41,716002226,1431481421,0,0,0,0,0x0,0x0,0,-42000,0,0,0x10,2,0x0,0x0,892,0.0,0.0,5,5,,,"Clan Loup-de-givre",,,,,,,,,,,,,,0xFF01FE,,,"Le clan Loup-de-givre cherche à chasser les nains de l’expédition Foudrepique de la vallée d’Alterac.",,,,,,,,,,,,,,0xFF01FE,
730,40,1431481421,716002226,0,0,0,0,0x0,0x0,0,-42000,0,0,0x10,2,0x0,0x0,891,0.0,0.0,5,5,,,"Garde Foudrepique",,,,,,,,,,,,,,0xFF01FE,,,"Les nains Foudrepique se sont établis dans la vallée d’Alterac, où ils affrontent sans cesse les orcs Loup-de-givre.",,,,,,,,,,,,,,0xFF01FE,
749,42,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,1118,1.0,1.0,5,5,,,"Les Hydraxiens",,,,,,,,,,,,,,0xFF01FE,,,"Ennemis jurés des armées de Ragnaros, ces élémentaires se sont installés dans les îles à l’est d’Azshara.",,,,,,,,,,,,,,0xFF01FE,
750,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Seigneurs du feu de Sulfuron",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
769,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Mannequin de Kadenaz",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
770,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Amulette de Kadenaz",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
771,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Kadenaz",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
789,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Moro'gai",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
790,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Guide spirituel - Alliance",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
809,44,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,1118,0.0,0.0,5,5,,,"Shen'dralar",,,,,,,,,,,,,,0xFF01FE,,,"Ce qui reste des puissants elfes qui vivaient à Hache-tripes. Ils ont conservé leur sagesse, et connaissent maints secrets.",,,,,,,,,,,,,,0xFF01FE,
829,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Ogre (capitaine Kromcrabouille)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
849,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Guide spirituel - Horde",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
869,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Jaedenar",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
889,46,716002226,1431481421,0,0,0,0,0x0,0x0,0,-42000,0,0,0x10,6,0x0,0x0,892,0.0,0.0,7,7,,,"Voltigeurs Chanteguerre",,,,,,,,,,,,,,0xFF01FE,,,"Ces vaillants orcs du clan Chanteguerre livrent une bataille incessante aux Sentinelles d’Aile-argent dans le goulet des Chanteguerres.",,,,,,,,,,,,,,0xFF01FE,
890,45,1431481421,716002226,0,0,0,0,0x0,0x0,0,-42000,0,0,0x10,6,0x0,0x0,891,0.0,0.0,7,7,,,"Sentinelles d'Aile-argent",,,,,,,,,,,,,,0xFF01FE,,,"Ces vaillants défenseurs d’Orneval livrent une bataille incessante aux voltigeurs Chanteguerre du goulet des Chanteguerres.",,,,,,,,,,,,,,0xFF01FE,
891,47,1431481421,715985330,0,0,0,0,0x0,0x0,0,-42000,0,0,0x18,14,0x0,0x0,1118,0.0,0.0,5,5,,,"Forces de l'Alliance",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
892,48,716002226,339912781,0,0,0,0,0x0,0x0,0,-42000,0,0,0x18,14,0x0,0x0,1118,0.0,0.0,5,5,,,"Forces de la Horde",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
893,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Trolls Vengebroche",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
909,50,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,1118,0.0,0.0,5,5,,,"Foire de Sombrelune",,,,,,,,,,,,,,0xFF01FE,,,"Une foire itinérante qui présente des attractions étranges et extraordinaires. On la trouve souvent dans les forêts d’Elwynn et de Terrokar, ainsi qu'en Mulgore.",,,,,,,,,,,,,,0xFF01FE,
910,54,2147483647,0,0,0,0,0,0x0,0x0,-42000,0,0,0,0x0,0,0x0,0x0,1118,0.0,0.0,5,5,,,"Progéniture de Nozdormu",,,,,,,,,,,,,,0xFF01FE,,,"Ces descendants du Vol de bronze sont les gardiens du temps, et ne se préoccupent que très peu des races mortelles.",,,,,,,,,,,,,,0xFF01FE,
911,55,715985314,1431481421,16896,16,0,0,0x0,0x0,400,-42000,4000,3100,0x111,6,0x11,0x11,67,1.0,0.25,7,5,,,"Lune-d'argent",,,,,,,,,,,,,,0xFF01FE,,,"La capitale de Quel'Thalas, foyer des elfes de sang. Quasiment détruite lors de l'attaque d'Arthas sur le puits de soleil, Lune-d'argent est redevenue une ville prospère.",,,,,,,,,,,,,,0xFF01FE,
912,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Puissance de Kalimdor",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
914,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"JOUEUR, Elfe de sang",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
915,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Armées de C'Thun",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
916,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Attaquants silithides",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
917,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Brigade de Forgefer",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
918,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Ennemis télécommandés",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
919,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Objets télécommandés",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
920,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Rouge",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
921,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Bleu",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
922,56,716002226,1431481421,0,0,0,0,0x0,0x0,0,-42000,0,0,0x10,6,0x0,0x0,1118,0.0,0.0,5,5,,,"Tranquillien",,,,,,,,,,,,,,0xFF01FE,,,"Tranquillien était jadis une paisible cité elfe. Abandonnée lorsque le Fléau a envahi Quel’Thalas, elle a été reprise par les Réprouvés et les elfes de sang qui s’efforcent de chasser le Fléau des Terres fantômes.",,,,,,,,,,,,,,0xFF01FE,
923,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Les pérégrins",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
924,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"PERIME",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
925,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Les Hauts-soleils",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
926,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"La guilde des magistères",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
927,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"JOUEUR, Draeneï",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
928,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Envahisseurs du Fléau",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
929,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,469,0.0,0.0,3,3,,,"Clan Masse-sanglante",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
930,49,339912781,716002226,1091568640,0,0,0,0x0,0x0,3000,-42000,4000,0,0x111,6,0x11,0x0,469,1.0,0.25,7,5,,,"Exodar",,,,,,,,,,,,,,0xFF01FE,,,"Le vaisseau naaru qui a conduit les draeneï en Azeroth. Bien que naufragé dans l'archipel de Brume-azur, il sert de capitale à ce noble peuple.",,,,,,,,,,,,,,0xFF01FE,
931,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Faction de test (fausse faction)",,,,,,,,,,,,,,0xFF01FE,,,"Faction dédiée aux tests d'éditions des noms et descriptions de faction...",,,,,,,,,,,,,,0xFF01FE,
932,58,1055898111,1091568640,16896,0,0,0,0x0,0x0,0,3500,-3500,0,0x50,80,0x50,0x0,936,-1.10000002384,1.0,7,7,,,"L'Aldor",,,,,,,,,,,,,,0xFF01FE,,,"Autrefois dirigé par Velen, l’Aldor est un ordre antique de prêtres draeneï. Son chef actuel est la grande prêtresse Ishanah. Il sert les Sha’tar, les naaru de Shattrath, et est en rivalité avec les Clairvoyants.",,,,,,,,,,,,,,0xFF01FE,
933,60,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,980,0.0,0.0,7,7,,,"Le Consortium",,,,,,,,,,,,,,0xFF01FE,,,"Dirigé par le prince-nexus Haramad, le Consortium est un cartel de contrebandiers, de négociants et de voleurs éthériens, unis dans une alliance assez lâche et venus en Outreterre pour tirer profit de ses richesses.",,,,,,,,,,,,,,0xFF01FE,
934,62,1055898111,1091568640,16896,0,0,0,0x0,0x0,0,-3500,3500,0,0x50,80,0x50,0x0,936,-1.10000002384,1.0,7,7,,,"Les Clairvoyants",,,,,,,,,,,,,,0xFF01FE,,,"Voren’thal le Voyant dirige les elfes de sang dissidents qui ont rejeté la vision de Kael’thas. Au grand désarroi de l'Aldor, ils se sont joints aux naaru de Shattrath.",,,,,,,,,,,,,,0xFF01FE,
935,39,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x10,0,0x0,0x0,936,0.5,0.0,4,3,,,"Les Sha'tar",,,,,,,,,,,,,,0xFF01FE,,,"Les Sha’tar forment un groupe de puissants naaru, qui règne sur la cité reconstruite de Shattrath. Avec l'aide de l'Aldor et des Clairvoyants, ils dirigent la lutte contre Illidan et la Légion ardente.",,,,,,,,,,,,,,0xFF01FE,
936,59,2147483647,0,0,0,0,0,0x0,0x0,0,0,0,0,0x1C,0,0x0,0x0,980,0.0,0.0,7,7,,,"Shattrath",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
937,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Trolls des forêts",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
938,-1,0,0,0,0,0,0,0x0,0x0,0,0,0,0,0x0,0,0x0,0x0,0,1.0,1.0,5,5,,,"Les Omenaï",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,
