long,str,long,long,long,long,long,long,long,long,long,long,float,float,float,float,float,float,long,
1607,"World\Goober\G_HologramTrogg.mdx",0,4814,4814,0,0,0,0,0,0,0,-1.65075004101,-1.64549005032,1.82068002224,1.63284003735,1.63808000088,2.59259009361,0,
1627,"World\Goober\G_HologramDwarf.mdx",0,4814,4814,0,0,0,0,0,0,0,-1.87544000149,-1.86947000027,-3.79999983124e-005,1.86540997028,1.87135994434,2.68654990196,0,
1647,"World\Goober\G_ManaRift.mdx",0,0,0,0,0,0,4817,4817,0,0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,
1667,"World\Kalimdor\Silithus\PassiveDoodads\Crystals\FloatingPurpleCrystal01.mdx",0,0,0,0,0,0,0,0,0,0,-1.5242099762,-1.73366999626,0.798382997513,1.37681996822,1.0923500061,9.78892993927,0,
1687,"World\Kalimdor\Silithus\PassiveDoodads\Crystals\FloatingPurpleCrystalBroken02.mdx",0,0,0,0,0,0,0,0,0,0,-1.44093000889,-0.714441001415,-0.379940986633,1.27753996849,1.74189996719,8.6474199295,0,
1707,"World\Goober\G_GhostTrapChest.mdx",0,0,0,0,0,0,0,0,0,0,-1.5179400444,-1.75733995438,-0.00185400003102,1.51960003376,1.75011003017,3.28111004829,0,
1708,"World\Lordaeron\Arathi\ActiveDoodads\BrambleStaff\BrambleStaff.mdx",0,0,0,0,0,0,0,0,0,0,-0.336044996977,-0.258578985929,-0.0643820017576,0.117872998118,0.328940987587,2.47302007675,0,
1727,"World\Generic\Human\Passive Doodads\BeerKegs\BeerKeg01.mdx",0,0,0,0,0,0,0,0,0,0,-0.825547993183,-0.737307012081,0.0,0.528357028961,0.738259017467,1.29839003086,0,
1747,"World\Generic\Human\Passive Doodads\Cloth\ClothSpoolYellow.mdx",0,0,0,0,0,0,0,0,0,0,-0.0931179970503,-0.107524000108,0.0360939987004,0.0931179970503,0.107524000108,0.285019010305,0,
1767,"World\Goober\G_GraveBurstTanaris.mdx",0,0,0,0,4795,0,0,0,0,0,-2.67390990257,-1.68270003796,-0.149648994207,3.73411011696,1.70975995064,0.915176987648,0,
1787,"World\Goober\G_Cage02.mdx",0,4676,0,4677,0,0,0,0,0,0,-1.12805998325,-1.19082999229,0.0,1.45665001869,1.45975995064,3.14424991608,0,
1807,"World\Kalimdor\Silithus\PassiveDoodads\Crystals\FloatingRedCrystal01.mdx",0,0,0,0,0,0,0,0,0,0,-1.5242099762,-1.73366999626,0.783263981342,1.37681996822,1.0923500061,9.49505996704,0,
1827,"World\Goober\G_GongTroll01.mdx",0,0,0,0,0,0,4654,0,0,0,-0.536912024021,-2.77151989937,0.008550000377,0.536912024021,2.65681004524,4.44020986557,0,
1847,"World\Lordaeron\Plagueland\PassiveDoodads\Trees\PlaguelandMushroom04.mdx",0,0,0,0,0,0,0,0,0,0,-1.63639998436,-1.44509005547,-0.109649002552,1.39708995819,1.47195005417,2.24373006821,0,
1867,"World\Kalimdor\Barrens\PassiveDoodads\KodoEggs\KodoEgg01.mdx",0,0,0,0,0,0,0,0,0,0,-0.832839012146,-0.830247998238,-0.0754970014095,0.830452024937,0.83304297924,2.36778998375,0,
1868,"World\Generic\DarkIronDwarf\Passive Doodads\Crates\DarkIronCrate01.mdx",0,0,0,0,0,0,0,0,0,0,-0.999296009541,-1.1662299633,0.0,1.44816994667,1.1385999918,2.16472005844,0,
1869,"World\Generic\DarkIronDwarf\Passive Doodads\Crates\DarkIronCrate02.mdx",0,0,0,0,0,0,0,0,0,0,-1.28920996189,-1.23729002476,0.0,1.15825998783,1.06754004955,2.16472005844,0,
1887,"World\Generic\PassiveDoodads\Misc\MineCars\CaveMineCarWrecked01.mdx",0,0,0,0,0,0,0,0,0,0,-0.822122991085,-1.06497001648,-0.0992119982839,1.25363004208,1.05206000805,1.59715998173,0,
1907,"World\Generic\PassiveDoodads\PostBoxes\PostBoxHuman.mdx",0,0,0,0,0,0,0,0,0,0,-0.516372978687,-0.701722025871,-0.00549199990928,0.516668021679,0.720754981041,3.08014988899,0,
1927,"World\Azeroth\Elwynn\PassiveDoodads\Detail\ElwynnMelon01.mdx",0,0,0,0,0,0,0,0,0,0,-8.71749973297,-7.03541994095,-0.279341995716,10.3487997055,7.96217012405,1.25527000427,0,
1928,"World\Generic\PassiveDoodads\Fruits\FruitBowl_Apples.mdx",0,0,0,0,0,0,0,0,0,0,-0.759947001934,-0.799791991711,0.0,0.764963984489,0.803642988205,0.810949027538,0,
1947,"World\Generic\PassiveDoodads\PostBoxes\PostBoxDwarf.mdx",0,0,0,0,0,0,0,0,0,0,-0.699681997299,-0.699662029743,-0.00496899988502,0.696291983128,0.69631499052,2.30878996849,0,
1948,"World\Generic\PassiveDoodads\PostBoxes\PostBoxNightElf.mdx",0,0,0,0,0,0,0,0,0,0,-0.767009973526,-0.750533998013,0.00120699999388,0.73572999239,0.751690983772,2.49042010307,0,
1967,"World\Goober\G_Bonfire.mdx",0,0,3244,0,0,0,0,0,0,0,-2.13069009781,-2.1428000927,-0.298550993204,1.6301599741,1.83490002155,5.42171001434,0,
1987,"World\Kalimdor\Darkshore\PassiveDoodads\Gazeebo\DarkshoreGazeebo.mdx",0,0,0,0,0,0,0,0,0,0,-5.62247991562,-5.44282007217,-0.231002002954,5.71936988831,5.99741983414,18.6958007813,0,
1988,"World\Generic\Orc\Passive Doodads\BarrelsandCrates\OrcCrate10.mdx",0,0,0,0,0,0,0,0,0,0,-0.690369009972,-0.715927004814,0.00143900001422,0.678292989731,0.733911991119,1.35654997826,0,
2007,"WORLD\GOOBER\G_BOMBFACTORY.MDX",0,1399,1399,0,0,0,0,0,0,0,4.30397987366,-4.14477014542,10.7211999893,14.4125003815,3.34295988083,20.1601009369,0,
2008,"World\Generic\Tauren\Passive Doodads\HitchingPosts\TaurenHitchingPost.mdx",0,0,0,0,0,0,0,0,0,0,-0.769945025444,-1.241320014,-0.0950450003147,0.766571998596,1.23704004288,3.31101989746,0,
2027,"WORLD\GENERIC\DWARF\PASSIVE DOODADS\SIGNS\DWARFSIGN_DAGGERS.MDX",0,0,0,0,0,0,0,0,0,0,-3.98601007462,-0.833112001419,2.38776993752,1.71215999126,0.868538975716,8.20201015472,0,
2029,"World\Generic\Gnome\Passive Doodads\GnomeMachine\GnomeMachine04.mdx",0,0,0,0,0,0,0,0,0,0,-1.30102002621,-1.77066004276,-0.022417999804,1.40857994556,1.77066004276,2.22158002853,0,
2047,"WORLD\GOOBER\G_GOBLINTELEPORTER.MDX",4794,0,0,0,0,0,0,0,0,0,-2.55589008331,-2.50400996208,0.0,3.01570010185,2.84684991837,8.56474971771,0,
2048,"World\Kalimdor\Ashenvale\PassiveDoodads\Shrines\NEShrine.mdx",0,0,0,0,0,0,0,0,0,0,-4.90607023239,-4.98382997513,-1.58331000805,5.00595998764,5.00770998001,16.2364006042,0,
2067,"World\Generic\PassiveDoodads\Weapons\skullspear01.mdx",0,0,0,0,0,0,0,0,0,0,-0.160319000483,-0.161776006222,-0.0138410003856,0.140056997538,0.188623994589,3.0391099453,0,
2087,"WORLD\GENERIC\DWARF\PASSIVE DOODADS\CHAIRS\DWARVENCHAIR03.MDX",0,0,0,0,0,0,0,0,0,0,-0.963024020195,-0.694447994232,-0.00110100000165,0.934252977371,0.981550991535,1.47930002213,0,
2088,"WORLD\GENERIC\DWARF\PASSIVE DOODADS\CHAIRS\DWARVENCHAIR02.MDX",0,0,0,0,0,0,0,0,0,0,-0.963122010231,-0.671350002289,-0.00108800001908,0.998700022697,1.00028002262,1.82202994823,0,
2089,"World\Goober\G_GnomeMultiBox.mdx",4790,4791,0,0,0,0,0,0,0,0,-1.13126003742,-1.04313004017,-0.00432900013402,1.03094005585,1.15240001678,2.87563991547,0,
2090,"World\Kalimdor\Felwood\PassiveDoodads\FelwoodMushrooms\FelwoodMushroom02.mdx",0,0,0,0,0,0,0,0,0,0,-0.419973999262,-1.20715999603,-0.0924509987235,0.971427977085,1.31675004959,1.6405800581,0,
2091,"World\Goober\G_GnomeTerminal.mdx",0,0,0,0,0,0,4793,0,0,0,-0.547803997993,-1.03269994259,-0.000236000007135,0.926874995232,0.850701987743,1.50319004059,0,
2092,"WORLD\KHAZMODAN\IRONFORGE\PASSIVEDOODADS\GREATFORGE\THEGREATANVIL.MDX",0,0,0,0,0,0,0,0,0,0,-3.25181007385,-3.11914992332,-0.0152460001409,2.75602006912,3.01501011848,1.96447002888,0,
2107,"World\Azeroth\Stranglethorn\ActiveDoodads\HoldingPen\HoldingPen.mdx",0,0,0,0,0,0,0,0,0,0,-9.03538036346,-8.74954986572,-0.042203001678,8.87615013123,8.68517971039,5.89925003052,0,
2127,"WORLD\GOOBER\G_CAGEDOORBAMBOO.MDX",0,0,0,0,0,0,0,0,0,0,-0.0955509990454,-1.0090700388,-0.00258399988525,0.503158986568,0.970296025276,2.76851010323,0,
2128,"World\Generic\PassiveDoodads\PostBoxes\PostBoxOrc.mdx",0,0,0,0,0,0,0,0,0,0,-0.952865004539,-0.667421996593,-0.0183760002255,0.958191990852,0.637938022614,2.11778998375,0,
2129,"World\Azeroth\Duskwood\PassiveDoodads\Straw\DuskwoodStraw02.mdx",0,0,0,0,0,0,0,0,0,0,-1.40257000923,-1.42100000381,-0.0946910008788,2.05982995033,1.80028998852,1.94406998158,0,
2130,"World\Azeroth\Westfall\PassiveDoodads\Detail\WestFallDandilion.mdx",0,0,0,0,0,0,0,0,0,0,-0.2743729949,-0.261224001646,-0.0285199992359,0.218410998583,0.221486002207,0.668622016907,0,
2150,"World\Azeroth\Elwynn\PassiveDoodads\Detail\ElwynnRock2\ElwynnRock2.mdx",0,0,0,0,0,0,0,0,0,0,-0.259586006403,-0.246588006616,0.0,0.211347997189,0.199697002769,0.147769004107,0,
2170,"World\wmo\Azeroth\Collidable Doodads\Stranglethorn\HoldingPen\HoldingPenBamboo.wmo",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
2190,"World\Generic\PassiveDoodads\PostBoxes\PostBoxGnome.mdx",0,0,0,0,0,0,0,0,0,0,-0.41849398613,-0.542661011219,0.000106999999844,0.423518002033,0.545876026154,2.25107002258,0,
2210,"WORLD\KHAZMODAN\BADLANDS\PASSIVEDOODADS\QUESTBLADE\QUESTBLADEBADLANDS.MDX",0,0,0,0,0,0,0,0,0,0,-0.18573500216,-0.100080996752,-0.155364006758,0.239050999284,0.101120002568,1.00376999378,0,
2230,"WORLD\GOOBER\G_CAVEIN.MDX",0,4781,0,4780,0,0,0,0,0,0,-5.72502994537,-8.30517959595,-5.47464990616,5.77031993866,8.25179004669,7.3532500267,0,
2231,"World\critter\flies\Flies01.mdx",0,0,0,0,0,0,0,0,0,0,-0.750724971294,-1.11319994926,-0.253152996302,0.340537011623,0.786413013935,1.0996799469,0,
2232,"World\Generic\PassiveDoodads\ParticleEmitters\AuraBlueVeryTall.mdx",0,0,0,0,0,0,0,0,0,0,-0.855377972126,-0.928753972054,-0.00185600004625,0.879244983196,0.937802016735,11.9458999634,0,
2233,"World\Generic\PassiveDoodads\ParticleEmitters\AuraYellowTall.mdx",0,0,0,0,0,0,0,0,0,0,-0.855377972126,-0.928753972054,-0.00105500000063,0.879244983196,0.937802016735,6.78745985031,0,
2234,"World\Generic\PassiveDoodads\ParticleEmitters\AuraPurpleVeryTall.mdx",0,0,0,0,0,0,0,0,0,0,-0.969044029713,-0.976451992989,-0.00185600004625,0.992909014225,0.985502004623,11.9458999634,0,
2235,"World\Kalimdor\Tanaris\ActiveDoodads\TrollGate\TanarisTrollGate.mdx",0,5155,0,0,5156,0,0,0,0,0,-0.325096994638,-2.55224990845,-1.05878996849,1.41278004646,2.73971009254,8.76150989532,0,
2251,"World\Kalimdor\Azshara\SeaPlants\Coral03_01\Coral03_01.mdx",0,0,0,0,0,0,0,0,0,0,-2.32065010071,-3.88625001907,-0.21166600287,3.34510993958,2.01691007614,4.59146976471,0,
2270,"World\Generic\Dwarf\Passive Doodads\ExcavationStake\ExcavationStake.mdx",0,0,0,0,0,0,0,0,0,0,-0.179187998176,-0.0792810022831,-0.0730220004916,0.114697001874,0.13393099606,0.478859007359,0,
2290,"WORLD\GOOBER\G_VOODOOTROLLFORCEFIELD.MDX",0,0,0,0,0,0,0,0,0,0,-3.35704994202,-4.74491977692,-4.51813983917,0.803300976753,4.74223995209,4.69591999054,0,
2310,"World\SkillActivated\TradeskillNodes\Bush_ArthasTears.mdx",0,0,0,0,0,0,0,0,0,0,-0.413001000881,-0.41436201334,-0.0428440012038,0.32910400629,0.434082001448,0.869027018547,0,
2311,"World\SkillActivated\TradeskillNodes\Bush_Blindweed.mdx",0,0,0,0,0,0,0,0,0,0,-0.456557005644,-0.490942001343,-0.054689001292,0.452987998724,0.489098012447,1.08111000061,0,
2312,"World\SkillActivated\TradeskillNodes\Bush_Firebloom.mdx",0,0,0,0,0,0,0,0,0,0,-0.413001000881,-0.41436201334,-0.0276360008866,0.227042004466,0.365065991879,0.953225016594,0,
2313,"World\SkillActivated\TradeskillNodes\Bush_GromsBlood.mdx",0,0,0,0,0,0,0,0,0,0,-0.767372012138,-0.823584020138,-0.0568340010941,0.818823993206,0.816442012787,0.933304011822,0,
2314,"World\SkillActivated\TradeskillNodes\Bush_PurpleLotus.mdx",0,0,0,0,0,0,0,0,0,0,-0.480870991945,-0.572458028793,-0.0589889995754,0.486135989428,0.684975981712,0.968716979027,0,
2315,"World\SkillActivated\TradeskillNodes\Bush_Sungrass.mdx",0,0,0,0,0,0,0,0,0,0,-0.346253991127,-0.285930007696,-0.0340210013092,0.306771993637,0.335135012865,0.675602972507,0,
2330,"WORLD\GENERIC\NIGHTELF\PASSIVE DOODADS\SIGNS\NIGHTELFSIGN_TAVERN.MDX",0,0,0,0,0,0,0,0,0,0,-0.195069998503,-1.19207000732,0.101934999228,0.219246998429,1.18455994129,2.16488003731,0,
2350,"World\Azeroth\Karazahn\PassiveDoodads\Crates\KarazahnCrate02.mdx",0,0,0,0,0,0,0,0,0,0,-0.592746019363,-0.547707974911,0.00412900000811,0.628114998341,0.688238024712,0.883018016815,0,
2351,"World\Generic\Pirate\Passive Doodads\PirateLandmarks\PirateLandmark.mdx",0,0,0,0,0,0,0,0,0,0,-0.910041987896,-2.30089998245,-0.188786000013,0.813937008381,2.73080992699,7.83370018005,0,
2352,"World\Generic\Centaur\Passive Doodads\CentaurTents\CentaurTent01.mdx",0,0,0,0,0,0,0,0,0,0,-4.01743984222,-4.71532011032,-0.483740001917,4.39716005325,4.63199996948,9.72787952423,0,
2353,"World\Kalimdor\Mauradon\PassiveDoodads\Crystals\MaraudonCrystalRed01.mdx",0,0,0,0,0,0,0,0,0,0,-2.08299994469,-2.73006010056,-1.65287995338,2.25583004951,2.19207000732,2.88663005829,0,
2354,"World\Generic\Gnome\Passive Doodads\Lights\GnomeStructuralSpotLight02.mdx",0,0,0,0,0,0,0,0,0,0,-2.53607988358,-0.399717986584,-5.49740982056,2.62453007698,6.3860001564,0.815528988838,0,
2370,"World\Dungeon\Cave\PassiveDoodads\Crystals\CaveMineCrystalFormation04.mdx",0,0,0,0,0,0,0,0,0,0,-0.287351995707,-0.585087001324,0.671317994595,0.266889989376,-0.118565000594,1.17137002945,0,
2371,"World\KhazModan\Ironforge\PassiveDoodads\MargolReaverHorn\MargolReaverHorn.mdx",0,0,0,0,0,0,0,0,0,0,-0.689606010914,-0.692411005497,-0.101880997419,0.693275988102,0.692802011967,1.70685994625,0,
2372,"WORLD\GOOBER\G_GONGRFD.MDX",0,0,0,0,0,0,4654,0,0,0,-2.19086003304,-4.12492990494,1.49340999126,2.27628993988,5.04443979263,20.004699707,0,
2373,"World\Goober\G_GnomeSparklematic.mdx",0,0,0,0,0,0,4792,0,0,0,-1.15280997753,-1.41603004932,0.000113000001875,1.41452002525,1.61290001869,2.92568993568,0,
2374,"WORLD\KHAZMODAN\IRONFORGE\PASSIVEDOODADS\LAVASTEAM\FORGELAVAA.MDX",0,0,0,0,0,0,0,0,0,0,-12.4927997589,-9.7679901123,-19.8383998871,8.30286979675,11.5981998444,0.952118992805,0,
2375,"WORLD\KHAZMODAN\IRONFORGE\PASSIVEDOODADS\LAVASTEAM\FORGELAVAB.MDX",0,0,0,0,0,0,0,0,0,0,-10.0867004395,-9.53137016296,-18.9594993591,11.752699852,9.57995033264,1.56902003288,0,
2390,"World\Azeroth\BurningSteppes\PassiveDoodads\Smoke\AshTreeSmoke01.mdx",0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,-1.0,-1.0,-1.0,0,
2410,"World\wmo\Kalimdor\CollidableDoodads\Stonetalon\LandingPad\LandingPad01.wmo",0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,
2430,"World\Generic\PassiveDoodads\Lights\FreestandingTorch04_HUGE.mdx",0,0,0,0,0,0,0,0,0,0,-0.18418200314,-0.170818001032,-0.0777010023594,0.174593001604,0.1696369946,1.9753600359,0,
2450,"World\Generic\ActiveDoodads\TrollChest\TrollChest.mdx",0,0,0,0,0,0,0,0,0,0,-0.321788996458,-0.400918006897,-0.0265239998698,0.468378990889,0.401441991329,0.587612986565,0,
2451,"WORLD\GENERIC\ACTIVEDOODADS\DOORS\SUNKENTEMPLEDOORS\SUNKTEMPLE_PORTCULLIS.MDX",0,0,0,0,0,0,0,0,0,0,-1.22168004513,-25.1783008575,-0.198585003614,1.22177004814,26.1644992828,28.8204994202,0,
2452,"World\Azeroth\Westfall\PassiveDoodads\Tombstones\TombStone03.mdx",0,0,0,0,0,0,0,0,0,0,-0.231451004744,-0.560791015625,-0.00201099994592,0.195141002536,0.559886991978,1.68875002861,0,
2453,"World\Azeroth\Duskwood\PassiveDoodads\Tombs\TombStone06.mdx",0,0,0,0,0,0,0,0,0,0,-0.219444006681,-0.508333027363,0.0,0.277924001217,0.508333027363,1.40752005577,0,
2454,"WORLD\GENERIC\HUMAN\PASSIVE DOODADS\ELEVATORPARTS\BURNINGSTEPPSELEVATOR.MDX",0,0,0,0,0,0,0,0,0,0,-4.94195985794,-4.79661989212,-0.739657998085,4.62338018417,4.70066022873,9.2831697464,0,
2455,"World\Generic\Human\Passive Doodads\Weapons&Armor\HumanStaff02.mdx",0,0,0,0,0,0,0,0,0,0,-1.17052996159,-0.0552680008113,-0.0624549984932,0.725938975811,0.0552689991891,0.0624560005963,0,
2470,"WORLD\KHAZMODAN\IRONFORGE\PASSIVEDOODADS\HOTCOALS\HOTCOALS.MDX",0,0,0,0,0,0,0,0,0,0,-10.0750999451,-10.0752000809,-0.841349005699,10.0750999451,10.0752000809,0.841349005699,0,
2471,"World\Generic\PassiveDoodads\ParticleEmitters\FeralasLightGreen.mdx",0,0,0,0,0,0,0,0,0,0,-5.98845005035,-12.5129003525,-11.3664999008,6.4653801918,14.0384998322,24.1191997528,0,
2472,"World\Generic\PassiveDoodads\ParticleEmitters\OutlandDemonGlow.mdx",0,0,0,0,0,0,0,0,0,0,-11.0756998062,-12.0279998779,-3.44087004662,11.0896997452,12.1559000015,9.60468959808,0,
2473,"World\Generic\PassiveDoodads\ParticleEmitters\AuraGreenVeryTall.mdx",0,0,0,0,0,0,0,0,0,0,-0.969044029713,-0.976451992989,-0.00185600004625,0.992909014225,0.985502004623,11.9458999634,0,
2474,"World\Azeroth\DeadwindPass\PassiveDoodads\Trees\DeadwindPassMidTree02.mdx",0,0,0,0,0,0,0,0,0,0,-15.8802995682,-13.7889995575,-1.20439004898,13.1831998825,16.629699707,26.4386005402,0,
2490,"World\KhazModan\Uldaman\ActiveDoodads\Altar\StoneKeeperAltar.mdx",0,0,0,0,0,0,0,0,0,0,-1.12840998173,-1.30822002888,-0.00138200004585,1.24539995193,1.31254994869,1.51268005371,0,
2491,"World\Generic\Passive Doodads\WantedPosters\NewWantedPoster01.mdx",0,0,0,0,0,0,0,0,0,0,-0.171636998653,-0.720960974693,-0.188592001796,0.439146995544,0.642988979816,2.59753990173,0,
2510,"World\Azeroth\Elwynn\PassiveDoodads\CliffRocks\ElwynnCliffRock01.mdx",0,0,0,0,0,0,0,0,0,0,-8.1099395752,-9.47161960602,-1.26340997219,7.75577020645,9.775639534,12.3083000183,0,
2530,"World\Goober\G_BookOpenMediumBlack.mdx",0,12116,0,12118,0,0,0,0,0,0,-0.301393985748,-0.176313996315,-0.0331390015781,0.341078996658,0.194156005979,0.22705000639,0,
2552,"World\Generic\Orc\Passive Doodads\Banners\ClanBanner.mdx",0,0,0,0,0,0,0,0,0,0,-0.37202501297,-1.1838799715,-0.19130499661,0.0499170012772,1.1934299469,6.33726978302,0,
2570,"World\Goober\G_BrazierTroll.mdx",0,3244,3244,0,6764,0,6764,0,0,0,-1.25599002838,-1.27740001678,-0.0453259982169,1.2708799839,1.2494699955,0.741661012173,0,
2571,"World\Azeroth\BurningSteppes\ActiveDoodads\DarkIronNode\DarkIronNode.mdx",0,0,0,0,0,0,0,0,0,0,-2.24568009377,-2.50408005714,-2.95032000542,1.01929998398,2.05854988098,3.6097099781,0,
2572,"WORLD\GENERIC\TAUREN\PASSIVE DOODADS\DRUMS\TAURENDRUMMED01.MDL",0,0,0,0,0,0,0,0,0,0,-0.450143009424,-0.506151974201,-0.0198699999601,0.567394971848,0.511385977268,1.84123003483,0,
2590,"World\Azeroth\Stranglethorn\PassiveDoodads\CrystalCreatures\CrystallizedTroll01.mdx",0,0,0,0,0,0,0,0,0,0,-0.769075989723,-1.05063998699,-0.101845003664,0.831165015697,0.700392007828,2.2335100174,0,
2591,"World\Azeroth\Stranglethorn\PassiveDoodads\CrystalCreatures\CrystallizedHuman01.mdx",0,0,0,0,0,0,0,0,0,0,-0.837040007114,-0.491409987211,-0.0195230003446,1.02566003799,1.09166002274,1.19708001614,0,
2592,"World\Dungeon\Cave\PassiveDoodads\Crystals\CaveMineCrystalFormation07.mdx",0,0,0,0,0,0,0,0,0,0,-1.03733003139,-1.75355005264,-0.111458003521,1.40467000008,1.40575003624,2.86221003532,0,
2610,"World\Generic\DarkIronDwarf\Passive Doodads\Corpses\DarkIronDwarfCorpse01.mdx",0,0,0,0,0,0,0,0,0,0,-0.614259004593,-0.321761995554,-0.0351609997451,0.894271016121,0.587242007256,0.554238975048,0,
2611,"World\Generic\DarkIronDwarf\Passive Doodads\Corpses\DarkIronDwarfCorpse02.mdx",0,0,0,0,0,0,0,0,0,0,-0.56611597538,-0.536881029606,-0.023404000327,0.893501996994,0.471908003092,0.446447998285,0,
2612,"World\Generic\DarkIronDwarf\Passive Doodads\Corpses\DarkIronDwarfCorpse03.mdx",0,0,0,0,0,0,0,0,0,0,-0.424041986465,-0.211870998144,-0.0534860007465,0.90234297514,0.702059984207,0.480102986097,0,
2613,"World\Generic\DarkIronDwarf\Passive Doodads\Corpses\DarkIronDwarfCorpse04.mdx",0,0,0,0,0,0,0,0,0,0,-0.178635001183,-0.546256005764,-0.140800997615,0.935976028442,0.564319014549,0.567188024521,0,
2614,"World\Generic\PassiveDoodads\TreasurePiles\GoldPilesmall01.mdx",0,0,0,0,0,0,0,0,0,0,-1.0771600008,-1.05374002457,-0.00839599967003,0.776544988155,0.885930001736,0.289519995451,0,
2615,"World\Azeroth\SunkenTemple\PassiveDoodads\SerpentAltar\SerpentAltar.mdx",0,0,0,0,0,0,0,0,0,0,-1.78313994408,-2.38062000275,-0.0187560003251,1.76803994179,2.37459993362,3.23801994324,0,
2616,"World\Outland\PassiveDoodads\Monument\OutlandMonolith.mdx",0,0,0,0,0,0,0,0,0,0,-2.68783998489,-2.75640010834,-0.0637610033154,2.72849011421,3.50993990898,13.031999588,0,
2630,"World\Generic\PassiveDoodads\Feathers\FeatherBigBrown.mdx",0,0,0,0,0,0,0,0,0,0,-0.39906001091,-0.0974240005016,-0.00018600000476,0.432958990335,0.095394000411,0.130427002907,0,
2650,"World\Kalimdor\Azshara\ActiveDoodads\ArcaneCrystal\ArcaneCrystal.mdx",0,5044,0,0,0,0,0,0,0,0,-1.5242099762,-1.72864997387,0.798381984234,1.37681996822,1.0973700285,9.87283039093,0,
2651,"World\Kalimdor\Azshara\ActiveDoodads\StoneTablets\AzsharaStoneTablet01.mdx",0,0,0,0,0,0,0,0,0,0,-0.355376005173,-0.685379981995,-0.0656529963017,0.292957991362,0.686515986919,1.7005699873,0,
2652,"World\Kalimdor\Azshara\ActiveDoodads\StoneTablets\AzsharaStoneTablet02.mdx",0,0,0,0,0,0,0,0,0,0,-0.339258998632,-0.704185009003,-0.0656529963017,0.309074997902,0.667710006237,1.9508600235,0,
2653,"World\Kalimdor\Azshara\ActiveDoodads\StoneTablets\AzsharaStoneTablet03.mdx",0,0,0,0,0,0,0,0,0,0,-0.318901002407,-0.662445008755,-0.0656529963017,0.329432994127,0.709450006485,1.7005699873,0,
2654,"World\Kalimdor\Azshara\ActiveDoodads\StoneTablets\AzsharaStoneTablet04.mdx",0,0,0,0,0,0,0,0,0,0,-0.290627002716,-0.647424995899,-0.0656529963017,0.357706993818,0.724470019341,1.9508600235,0,
2670,"World\Generic\DarkIronDwarf\Active Doodads\Runes\DarkIronDwarfRune_A.mdx",0,6535,0,6536,0,0,0,0,0,0,-1.74477005005,-1.75687003136,0.0570780001581,1.74477005005,1.75687003136,0.348405987024,0,
2671,"World\Generic\DarkIronDwarf\Active Doodads\Runes\DarkIronDwarfRune_B.mdx",0,6535,0,6536,0,0,0,0,0,0,-1.72381997108,-1.75595998764,0.0543989986181,1.79218995571,1.75595998764,0.34572699666,0,
2672,"World\Generic\DarkIronDwarf\Active Doodads\Runes\DarkIronDwarfRune_C.mdx",0,6535,0,6536,0,0,0,0,0,0,-1.82824003696,-1.7559800148,0.0577769987285,1.68777000904,1.75597000122,0.362152993679,0,
2673,"World\Generic\DarkIronDwarf\Active Doodads\Runes\DarkIronDwarfRune_D.mdx",0,6535,0,6536,0,0,0,0,0,0,-1.73706996441,-1.75594997406,0.0643009990454,1.77488005161,1.75595998764,0.355628997087,0,
2690,"World\Generic\PassiveDoodads\PostBoxes\PostBoxTauren.mdx",0,0,0,0,0,0,0,0,0,0,-0.473040997982,-1.20178997517,0.00869300030172,0.552541017532,1.23790001869,2.304500103,0,
2710,"World\Goober\G_StonesOfBinding.mdx",0,0,0,0,0,0,0,0,0,0,-0.332177013159,-0.300125002861,0.168638005853,0.291007995605,0.306944996119,2.44745993614,0,
2730,"WORLD\AZEROTH\BURNINGSTEPPES\PASSIVEDOODADS\BURNINGGIANTWHEEL\BURNINGGIANTWHEEL.MDX",0,0,0,0,0,0,0,0,0,0,-20.6975002289,-15.9767999649,-3.28074002266,7.22197008133,15.4888000488,31.424200058,0,
2750,"WORLD\KHAZMODAN\BLACKROCK\PASSIVEDOODADS\DOORS\BLACKROCKDOORS01.MDX",0,6537,0,0,0,0,0,0,0,0,-0.37068900466,-2.60821008682,-0.0357430018485,0.372729986906,2.63653993607,7.8689198494,0,
2751,"WORLD\KHAZMODAN\BLACKROCK\PASSIVEDOODADS\DOORS\BLACKROCKDOORSINGLE.MDX",0,6532,0,0,6533,0,0,0,0,0,-0.0895870029926,-1.49927997589,-0.00142400001641,0.203522995114,1.37442004681,4.6432299614,0,
2752,"WORLD\KHAZMODAN\BLACKROCK\PASSIVEDOODADS\DOORS\BLACKROCKIRONDOOR01.MDX",0,6538,0,0,0,0,0,0,0,0,-0.421862006187,-4.36573982239,-0.00911699980497,1.4142999649,5.08744001389,10.9919996262,0,
2753,"WORLD\KHAZMODAN\BLACKROCK\PASSIVEDOODADS\DOORS\BLACKROCKCELLDOOR01.MDX",0,6487,0,0,6488,0,0,0,0,0,-0.228801995516,-0.323424011469,-0.0264800004661,0.440115988255,3.84745001793,5.71787977219,0,
