long,str,str,float,float,float,float,
8932,"","world\generic\passivedoodads\particleemitters\aurablueshort.mdx",1.0,3.0,0.00999999977648,100.0,
8933,"","world\expansion03\doodads\firelands\webbedcreature\firelands_webbedcreature_01.mdx",1.0,3.0,0.00999999977648,100.0,
8934,"","spells\shaman_spiritwalkersgrace.mdx",1.0,5.0,0.00999999977648,100.0,
8935,"","Spells\Immolate_State_Base_V2.mdx",0.0,1.0,0.00999999977648,100.0,
8936,"","spells\archimonde_fire_v2.mdx",1.0,0.75,0.00999999977648,100.0,
8937,"","spells\archimonde_fire_v2.mdx",1.0,0.5,0.00999999977648,100.0,
8938,"","spells\Smoke_Dark_Slow.mdx",1.0,0.20000000298,0.10000000149,100.0,
8939,"","spells\warrior_heroic_leap.mdx",0.0,2.0,0.10000000149,10.0,
8940,"","Spells\Orange_Explosion.mdx",0.0,3.0,0.00999999977648,100.0,
8941,"","world\expansion03\doodads\firelands\webbedcreature\firelands_webbedcreature_03.mdx",0.0,1.0,0.10000000149,10.0,
8942,"","world\expansion03\doodads\firelands\webbedcreature\firelands_webbedcreature_01.mdx",0.0,2.0,0.10000000149,10.0,
8943,"","world\expansion02\doodads\icecrown\chains\icecrown_frostmourneskychains.mdx",0.0,0.00999999977648,0.10000000149,10.0,
8944,"","item\objectcomponents\weapon\stave_2h_epic_a_01.mdx",0.0,1.04999995232,0.10000000149,10.0,
8945,"","spells\shaman_spiritwalkersgrace.mdx",1.0,10.0,0.00999999977648,100.0,
8946,"","Spells\NatureZone.mdx",1.0,2.20000004768,0.10000000149,100.0,
8947,"","spells\shaman_earthquake_new.mdx",1.0,1.25,0.00999999977648,100.0,
8948,"","Spells\Missile_Wave_Stone.mdx",1.0,0.850000023842,0.00999999977648,100.0,
8949,"","spells\enchantments\greenflame_low.mdx",0.0,0.800000011921,0.10000000149,10.0,
8950,"","spells\explosivetrap_impact_base.mdx",1.0,1.0,0.00999999977648,100.0,
8951,"","Spells\Mage_RainOfFire_Spawn.mdx",0.0,2.0,0.10000000149,10.0,
8952,"","item\objectcomponents\weapon\sword_1h_miev_d_01.mdx",1.0,1.20000004768,0.00999999977648,100.0,
8953,"","spells\explosivetrap_base.mdx",1.0,1.0,0.00999999977648,100.0,
8954,"","spells\hunter_masterscall_base.mdx",1.0,1.0,0.00999999977648,100.0,
8955,"","spells\hunter_masterscall_state.mdx",1.0,1.0,0.00999999977648,100.0,
8956,"","spells\seepinggaseous_nova.mdx",1.0,1.14999997616,0.00999999977648,100.0,
8957,"","Item\ObjectComponents\Weapon\Thrown_1H_Dagger_A_01.mdx",1.0,2.0,0.00999999977648,100.0,
8958,"","spells\priest_mind_spike_01.mdx",1.0,2.0,0.00999999977648,100.0,
8959,"","spells\fire_2d_effect.mdx",1.0,2.0,0.00999999977648,100.0,
8960,"","spells\fire_2d_effect.mdx",1.0,1.0,0.00999999977648,100.0,
8961,"","spells\firelands_fire_2d.mdx",1.0,4.0,0.00999999977648,100.0,
8962,"","spells\fire_2d_effect.mdx",1.0,3.0,0.00999999977648,100.0,
8963,"","spells\smoke_dark_fast.mdx",0.0,1.0,0.00999999977648,100.0,
8964,"","spells\smoke_dark_fast.mdx",1.0,0.5,0.10000000149,100.0,
8966,"","spells\fire_form_precast.mdx",1.0,1.75,0.00999999977648,100.0,
8967,"","World\Expansion01\Doodads\Ghostlands\Skulls\Swath_Skull.mdx",1.0,2.5,0.00999999977648,100.0,
8968,"","spells\arcanepower_state_chest.mdx",1.0,0.75,0.00999999977648,100.0,
8969,"","world\generic\passivedoodads\furnitureefuse\bone01.mdx",0.0,0.600000023842,0.00999999977648,100.0,
8970,"","creature\phoenixpet\phoenixpet.mdx",0.0,1.0,0.0,0.0,
8971,"","creature\dragonhawk\dragonhawk.mdx",0.0,0.25,0.0,0.0,
8972,"","creature\eagle\eagle.mdx",0.0,0.25,0.0,0.0,
8973,"","creature\carrionbird\carrionbird.mdx",0.0,0.25,0.0,0.0,
8974,"","spells\hitsplatfire.mdx",0.0,1.0,0.10000000149,10.0,
8975,"","spells\deterrence_state_chest.mdx",1.0,0.10000000149,0.00999999977648,100.0,
8976,"","spells\deterrence_state_chest.mdx",1.0,0.20000000298,0.00999999977648,100.0,
8977,"","spells\priest_powerinfusion.mdx",1.0,4.0,0.00999999977648,100.0,
8978,"","world\expansion03\doodads\firelands\minivolcano_smoke\firelands_minivolcano_smoke_01.mdx",1.0,1.0,0.00999999977648,100.0,
8979,"","world\expansion03\doodads\firelands\minivolcano_smoke\firelands_minivolcano_smoke_01.mdx",1.0,0.600000023842,0.00999999977648,100.0,
8980,"","spells\deterrence_impact.mdx",1.0,1.0,0.00999999977648,100.0,
8981,"","Spells\Holy_ImpactDD_High_Chest.mdx",1.0,0.10000000149,0.00999999977648,100.0,
8982,"","spells\firehawkbodysmoke.mdx",1.0,1.0,0.00999999977648,100.0,
8983,"","world\expansion03\doodads\firelands\firelands_web08.mdx",0.0,0.5,0.00999999977648,100.0,
8984,"","Spells\arcanelightning01.mdx",1.0,0.10000000149,0.00999999977648,100.0,
8985,"","Spells\arcanelightning02.mdx",1.0,0.10000000149,0.00999999977648,100.0,
8986,"","Spells\arcanelightning.mdx",1.0,0.0500000007451,0.00999999977648,100.0,
8987,"","Spells\TwilightsHammer_Portal_Horizontal.mdx",0.0,0.20000000298,0.10000000149,10.0,
8988,"","world\expansion03\doodads\firelands\fl_thermal_air.mdx",1.0,1.0,0.00999999977648,100.0,
8989,"","world\expansion03\doodads\firelands\fl_thermal_air.mdx",1.0,0.75,0.00999999977648,100.0,
8990,"","world\expansion03\doodads\firelands\fl_thermal_air.mdx",1.0,0.5,0.00999999977648,100.0,
8991,"","spells\shaman_unleashedwind_missile.mdx",1.0,1.0,0.00999999977648,100.0,
8992,"","Spells\SpellLevelUp.mdx",1.0,2.0,0.00999999977648,100.0,
8993,"","Spells\Holy_Missile_Uber.mdx",1.0,2.0,0.00999999977648,100.0,
8994,"","Spells\FireForceShield_Yellow.mdx",1.0,1.5,0.00999999977648,100.0,
8995,"","spells\everyman_impact.mdx",1.0,1.0,0.00999999977648,100.0,
8996,"","spells\earthshield_impact_base.mdx",1.0,0.5,0.00999999977648,100.0,
8997,"","spells\earthshield_impact_base.mdx",1.0,0.20000000298,0.00999999977648,100.0,
8998,"","spells\earthshield_impact_base.mdx",1.0,0.300000011921,0.00999999977648,100.0,
8999,"","Spells\BloodBolt_Chest.mdx",0.0,1.5,0.00999999977648,100.0,
9000,"","spells\mage_timewarp_precast_01.mdx",1.0,1.5,0.00999999977648,100.0,
9001,"7fx_deathknight_apocalypse_areaimpact.m2","Spells\7fx_deathknight_apocalypse_areaimpact.m2",1.0,2.0,0.10000000149,100.0,
9002,"7fx_deathknight_apocalypse_impactchest.m2","Spells\7fx_deathknight_apocalypse_impactchest.m2",1.0,2.0,0.10000000149,100.0,
9003,"7fx_deathknight_consumption_castworld.m2","Spells\7fx_deathknight_consumption_castworld.m2",1.0,2.0,0.10000000149,100.0,
9004,"7fx_deathknight_consumption_missile.m2","Spells\7fx_deathknight_consumption_missile.m2",1.0,2.0,0.10000000149,100.0,
9005,"7fx_deathknight_frostfever_state.m2","Spells\7fx_deathknight_frostfever_state.m2",1.0,2.0,0.10000000149,100.0,
9006,"7fx_deathknight_portaltotheunderworld_castbase.m2","Spells\7fx_deathknight_portaltotheunderworld_castbase.m2",1.0,2.0,0.10000000149,100.0,
9007,"7fx_deathknight_scourgeofworlds_statechest.m2","Spells\7fx_deathknight_scourgeofworlds_statechest.m2",1.0,2.0,0.10000000149,100.0,
9008,"7fx_deathknight_skeletalshattering_statebase.m2","Spells\7fx_deathknight_skeletalshattering_statebase.m2",1.0,2.0,0.10000000149,100.0,
9009,"7fx_deathknight_umbilicuseternus_statechest.m2","Spells\7fx_deathknight_umbilicuseternus_statechest.m2",1.0,2.0,0.10000000149,100.0,
9010,"7fx_demonhunter_painbringer_state_01.m2","Spells\7fx_demonhunter_painbringer_state_01.m2",1.0,2.0,0.10000000149,100.0,
9011,"7fx_demonhunter_painbringer_state_02.m2","Spells\7fx_demonhunter_painbringer_state_02.m2",1.0,2.0,0.10000000149,100.0,
9012,"7fx_demonhunter_painbringer_state_03.m2","Spells\7fx_demonhunter_painbringer_state_03.m2",1.0,2.0,0.10000000149,100.0,
9013,"7fx_demonhunter_painbringer_state_04.m2","Spells\7fx_demonhunter_painbringer_state_04.m2",1.0,2.0,0.10000000149,100.0,
9014,"7fx_demonhunter_painbringer_state_05.m2","Spells\7fx_demonhunter_painbringer_state_05.m2",1.0,2.0,0.10000000149,100.0,
9015,"7fx_demonhunter_rageoftheillidari_impact.m2","Spells\7fx_demonhunter_rageoftheillidari_impact.m2",1.0,2.0,0.10000000149,100.0,
9016,"7fx_demonhunter_soulcarver_impact.m2","Spells\7fx_demonhunter_soulcarver_impact.m2",1.0,2.0,0.10000000149,100.0,
9017,"7fx_demonhunter_warglaivesofthedeceiver_missile.m2","Spells\7fx_demonhunter_warglaivesofthedeceiver_missile.m2",1.0,2.0,0.10000000149,100.0,
9018,"7fx_demonhunter_warglaivesofthedeceiver_missile_hostile.m2","Spells\7fx_demonhunter_warglaivesofthedeceiver_missile_hostile.m2",1.0,2.0,0.10000000149,100.0,
9019,"7fx_druid_ashamanesfrenzyswipe_castworld.m2","Spells\7fx_druid_ashamanesfrenzyswipe_castworld.m2",1.0,2.0,0.10000000149,100.0,
9020,"7fx_druid_ashamanesrip2_castbase.m2","Spells\7fx_druid_ashamanesrip2_castbase.m2",1.0,2.0,0.10000000149,100.0,
9021,"7fx_druid_ashamanesrip_castbase.m2","Spells\7fx_druid_ashamanesrip_castbase.m2",1.0,2.0,0.10000000149,100.0,
9022,"7fx_druid_dreamwalkernightelffemale_casthead.m2","Spells\7fx_druid_dreamwalkernightelffemale_casthead.m2",1.0,2.0,0.10000000149,100.0,
9023,"7fx_druid_dreamwalkernightelfmale_casthead.m2","Spells\7fx_druid_dreamwalkernightelfmale_casthead.m2",1.0,2.0,0.10000000149,100.0,
9024,"7fx_druid_dreamwalkertaurenfemale_casthead.m2","Spells\7fx_druid_dreamwalkertaurenfemale_casthead.m2",1.0,2.0,0.10000000149,100.0,
9025,"7fx_druid_dreamwalkertaurenmale_casthead.m2","Spells\7fx_druid_dreamwalkertaurenmale_casthead.m2",1.0,2.0,0.10000000149,100.0,
9026,"7fx_druid_dreamwalkertrollfemale_casthead.m2","Spells\7fx_druid_dreamwalkertrollfemale_casthead.m2",1.0,2.0,0.10000000149,100.0,
9027,"7fx_druid_dreamwalkertrollmale_casthead.m2","Spells\7fx_druid_dreamwalkertrollmale_casthead.m2",1.0,2.0,0.10000000149,100.0,
9028,"7fx_druid_dreamwalkerworgenfemale_casthead.m2","Spells\7fx_druid_dreamwalkerworgenfemale_casthead.m2",1.0,2.0,0.10000000149,100.0,
9029,"7fx_druid_dreamwalkerworgenmale_casthead.m2","Spells\7fx_druid_dreamwalkerworgenmale_casthead.m2",1.0,2.0,0.10000000149,100.0,
9030,"7fx_druid_dreamwalker_impactchest.m2","Spells\7fx_druid_dreamwalker_impactchest.m2",1.0,2.0,0.10000000149,100.0,
9031,"7fx_druid_essenceofghanir_castworldvar1.m2","Spells\7fx_druid_essenceofghanir_castworldvar1.m2",1.0,2.0,0.10000000149,100.0,
9032,"7fx_druid_essenceofghanir_castworldvar2.m2","Spells\7fx_druid_essenceofghanir_castworldvar2.m2",1.0,2.0,0.10000000149,100.0,
9033,"7fx_druid_essenceofghanir_castworldvar3.m2","Spells\7fx_druid_essenceofghanir_castworldvar3.m2",1.0,2.0,0.10000000149,100.0,
9034,"7fx_druid_essenceofghanir_statebase.m2","Spells\7fx_druid_essenceofghanir_statebase.m2",1.0,2.0,0.10000000149,100.0,
9035,"7fx_druid_fullmoon_impactworld.m2","Spells\7fx_druid_fullmoon_impactworld.m2",1.0,2.0,0.10000000149,100.0,
9036,"7fx_druid_halfmoon_missile.m2","Spells\7fx_druid_halfmoon_missile.m2",1.0,2.0,0.10000000149,100.0,
9037,"7fx_druid_halfmoon_precasthand.m2","Spells\7fx_druid_halfmoon_precasthand.m2",1.0,2.0,0.10000000149,100.0,
9038,"7fx_druid_newmoon_impact.m2","Spells\7fx_druid_newmoon_impact.m2",1.0,2.0,0.10000000149,100.0,
9039,"7fx_druid_powerofthearchdruid_castchest.m2","Spells\7fx_druid_powerofthearchdruid_castchest.m2",1.0,2.0,0.10000000149,100.0,
9040,"7fx_druid_rageofthesleepernightmare_statebase.m2","Spells\7fx_druid_rageofthesleepernightmare_statebase.m2",1.0,2.0,0.10000000149,100.0,
9041,"7fx_druid_rageofthesleepernightmare_statechestbase.m2","Spells\7fx_druid_rageofthesleepernightmare_statechestbase.m2",1.0,2.0,0.10000000149,100.0,
9042,"7fx_druid_rageofthesleepernormal_statebase.m2","Spells\7fx_druid_rageofthesleepernormal_statebase.m2",1.0,2.0,0.10000000149,100.0,
9043,"7fx_druid_rageofthesleepernormal_statechestbase.m2","Spells\7fx_druid_rageofthesleepernormal_statechestbase.m2",1.0,2.0,0.10000000149,100.0,
9044,"7fx_druid_shadowthrash_castworld.m2","Spells\7fx_druid_shadowthrash_castworld.m2",1.0,2.0,0.10000000149,100.0,
9045,"7fx_druid_spiritofgoldrinn_missile.m2","Spells\7fx_druid_spiritofgoldrinn_missile.m2",1.0,2.0,0.10000000149,100.0,
9046,"7fx_druid_wild_mushroom_01.m2","Spells\7fx_druid_wild_mushroom_01.m2",1.0,2.0,0.10000000149,100.0,
9047,"7fx_druid_wild_mushroom_02.m2","Spells\7fx_druid_wild_mushroom_02.m2",1.0,2.0,0.10000000149,100.0,
9048,"7fx_druid_wild_mushroom_03.m2","Spells\7fx_druid_wild_mushroom_03.m2",1.0,2.0,0.10000000149,100.0,
9049,"7fx_hunter_blastwire_beam_state.m2","Spells\7fx_hunter_blastwire_beam_state.m2",1.0,2.0,0.10000000149,100.0,
9050,"7fx_hunter_blastwire_stone_state.m2","Spells\7fx_hunter_blastwire_stone_state.m2",1.0,2.0,0.10000000149,100.0,
9051,"7fx_hunter_callofthehunter_missile.m2","Spells\7fx_hunter_callofthehunter_missile.m2",1.0,2.0,0.10000000149,100.0,
9052,"7fx_hunter_chargedblast_impact.m2","Spells\7fx_hunter_chargedblast_impact.m2",1.0,2.0,0.10000000149,100.0,
9053,"7fx_hunter_conflagration_channel_fire_state.m2","Spells\7fx_hunter_conflagration_channel_fire_state.m2",1.0,2.0,0.10000000149,100.0,
9054,"7fx_hunter_conflagration_channel_state.m2","Spells\7fx_hunter_conflagration_channel_state.m2",1.0,2.0,0.10000000149,100.0,
9055,"7fx_hunter_conflagration_fire_state.m2","Spells\7fx_hunter_conflagration_fire_state.m2",1.0,2.0,0.10000000149,100.0,
9056,"7fx_hunter_conflagration_state.m2","Spells\7fx_hunter_conflagration_state.m2",1.0,2.0,0.10000000149,100.0,
9057,"7fx_hunter_furyoftheeagle_channelbase.m2","Spells\7fx_hunter_furyoftheeagle_channelbase.m2",1.0,2.0,0.10000000149,100.0,
9058,"7fx_hunter_furyoftheeagle_impact.m2","Spells\7fx_hunter_furyoftheeagle_impact.m2",1.0,2.0,0.10000000149,100.0,
9059,"7fx_hunter_huntersfortune_castbase.m2","Spells\7fx_hunter_huntersfortune_castbase.m2",1.0,2.0,0.10000000149,100.0,
9060,"7fx_hunter_jetpack_fel.m2","Spells\7fx_hunter_jetpack_fel.m2",1.0,2.0,0.10000000149,100.0,
9061,"7fx_hunter_jetpack_fire.m2","Spells\7fx_hunter_jetpack_fire.m2",1.0,2.0,0.10000000149,100.0,
9062,"7fx_hunter_legacyofthewindrunner_missile.m2","Spells\7fx_hunter_legacyofthewindrunner_missile.m2",1.0,2.0,0.10000000149,100.0,
9063,"7fx_hunter_sharpnelmine_state.m2","Spells\7fx_hunter_sharpnelmine_state.m2",1.0,2.0,0.10000000149,100.0,
9064,"7fx_hunter_stasis_trap.m2","Spells\7fx_hunter_stasis_trap.m2",1.0,2.0,0.10000000149,100.0,
9065,"7fx_hunter_surgeofthestormgod_impact.m2","Spells\7fx_hunter_surgeofthestormgod_impact.m2",1.0,2.0,0.10000000149,100.0,
9066,"7fx_hunter_windburst_base_state.m2","Spells\7fx_hunter_windburst_base_state.m2",1.0,2.0,0.10000000149,100.0,
9067,"7fx_hunter_windburst_stagger_state.m2","Spells\7fx_hunter_windburst_stagger_state.m2",1.0,2.0,0.10000000149,100.0,
9068,"7fx_mage_aegwynnsascendance_castworld.m2","Spells\7fx_mage_aegwynnsascendance_castworld.m2",1.0,2.0,0.10000000149,100.0,
9069,"7fx_mage_aegwynnsascendance_statehand.m2","Spells\7fx_mage_aegwynnsascendance_statehand.m2",1.0,2.0,0.10000000149,100.0,
9070,"7fx_mage_arcanerebound_castworld.m2","Spells\7fx_mage_arcanerebound_castworld.m2",1.0,2.0,0.10000000149,100.0,
9071,"7fx_mage_blackicicles_missile.m2","Spells\7fx_mage_blackicicles_missile.m2",1.0,2.0,0.10000000149,100.0,
9072,"7fx_mage_chilledtothecore_state.m2","Spells\7fx_mage_chilledtothecore_state.m2",1.0,2.0,0.10000000149,100.0,
9073,"7fx_mage_ebonbolt_missile.m2","Spells\7fx_mage_ebonbolt_missile.m2",1.0,2.0,0.10000000149,100.0,
9074,"7fx_mage_fireorbstationary_state.m2","Spells\7fx_mage_fireorbstationary_state.m2",1.0,2.0,0.10000000149,100.0,
9075,"7fx_mage_fireorb_state.m2","Spells\7fx_mage_fireorb_state.m2",1.0,2.0,0.10000000149,100.0,
9076,"7fx_mage_fireorb_state_blue.m2","Spells\7fx_mage_fireorb_state_blue.m2",1.0,2.0,0.10000000149,100.0,
9077,"7fx_mage_fireorb_state_green.m2","Spells\7fx_mage_fireorb_state_green.m2",1.0,2.0,0.10000000149,100.0,
9078,"7fx_mage_fireorb_state_purple.m2","Spells\7fx_mage_fireorb_state_purple.m2",1.0,2.0,0.10000000149,100.0,
9079,"7fx_mage_markofalunethprojected_castworld.m2","Spells\7fx_mage_markofalunethprojected_castworld.m2",1.0,2.0,0.10000000149,100.0,
9080,"7fx_mage_markofaluneth_castworld.m2","Spells\7fx_mage_markofaluneth_castworld.m2",1.0,2.0,0.10000000149,100.0,
9081,"7fx_mage_phoenixreborn_impact.m2","Spells\7fx_mage_phoenixreborn_impact.m2",1.0,2.0,0.10000000149,100.0,
9082,"7fx_mage_phoenixsflames_cast.m2","Spells\7fx_mage_phoenixsflames_cast.m2",1.0,2.0,0.10000000149,100.0,
9083,"7fx_mage_phoenixsflames_missile.m2","Spells\7fx_mage_phoenixsflames_missile.m2",1.0,2.0,0.10000000149,100.0,
9084,"7fx_mage_portal_suramar_arcane.m2","Spells\7fx_mage_portal_suramar_arcane.m2",1.0,2.0,0.10000000149,100.0,
9085,"7fx_mage_touchofthemagi_impact.m2","Spells\7fx_mage_touchofthemagi_impact.m2",1.0,2.0,0.10000000149,100.0,
9086,"7fx_mage_touchofthemagi_statebase.m2","Spells\7fx_mage_touchofthemagi_statebase.m2",1.0,2.0,0.10000000149,100.0,
9087,"7fx_monk_celestialbreath_castworld.m2","Spells\7fx_monk_celestialbreath_castworld.m2",1.0,2.0,0.10000000149,100.0,
9088,"7fx_monk_dragonfirebrew_statebase.m2","Spells\7fx_monk_dragonfirebrew_statebase.m2",1.0,2.0,0.10000000149,100.0,
9089,"7fx_monk_explodingkeg_castworld.m2","Spells\7fx_monk_explodingkeg_castworld.m2",1.0,2.0,0.10000000149,100.0,
9090,"7fx_monk_explodingkeg_missile.m2","Spells\7fx_monk_explodingkeg_missile.m2",1.0,2.0,0.10000000149,100.0,
9091,"7fx_monk_fortification_state.m2","Spells\7fx_monk_fortification_state.m2",1.0,2.0,0.10000000149,100.0,
9092,"7fx_monk_mistsofsheilun_castworld.m2","Spells\7fx_monk_mistsofsheilun_castworld.m2",1.0,2.0,0.10000000149,100.0,
9093,"7fx_monk_mistsofsheilun_statebase.m2","Spells\7fx_monk_mistsofsheilun_statebase.m2",1.0,2.0,0.10000000149,100.0,
9094,"7fx_monk_shaohaosmistsofwisdom_castworld.m2","Spells\7fx_monk_shaohaosmistsofwisdom_castworld.m2",1.0,2.0,0.10000000149,100.0,
9095,"7fx_monk_shaohaosmistsofwisdom_missile.m2","Spells\7fx_monk_shaohaosmistsofwisdom_missile.m2",1.0,2.0,0.10000000149,100.0,
9096,"7fx_monk_strikeofthewindlord_castworld.m2","Spells\7fx_monk_strikeofthewindlord_castworld.m2",1.0,2.0,0.10000000149,100.0,
9097,"7fx_monk_swiftasthewind_statechest.m2","Spells\7fx_monk_swiftasthewind_statechest.m2",1.0,2.0,0.10000000149,100.0,
9098,"7fx_paladin_bladeoflight_impact.m2","Spells\7fx_paladin_bladeoflight_impact.m2",1.0,2.0,0.10000000149,100.0,
9099,"7fx_paladin_destroyundead_ashpile01.m2","Spells\7fx_paladin_destroyundead_ashpile01.m2",1.0,2.0,0.10000000149,100.0,
9100,"7fx_paladin_destroyundead_ashpile02.m2","Spells\7fx_paladin_destroyundead_ashpile02.m2",1.0,2.0,0.10000000149,100.0,
9101,"7fx_paladin_destroyundead_ashpile03.m2","Spells\7fx_paladin_destroyundead_ashpile03.m2",1.0,2.0,0.10000000149,100.0,
9102,"7fx_paladin_divinestorm_state.m2","Spells\7fx_paladin_divinestorm_state.m2",1.0,2.0,0.10000000149,100.0,
9103,"7fx_paladin_eyeoftyr_impact.m2","Spells\7fx_paladin_eyeoftyr_impact.m2",1.0,2.0,0.10000000149,100.0,
9104,"7fx_paladin_holybubble.m2","Spells\7fx_paladin_holybubble.m2",1.0,2.0,0.10000000149,100.0,
9105,"7fx_paladin_judgement_missile.m2","Spells\7fx_paladin_judgement_missile.m2",1.0,2.0,0.10000000149,100.0,
9106,"7fx_paladin_lightoftruth_impact.m2","Spells\7fx_paladin_lightoftruth_impact.m2",1.0,2.0,0.10000000149,100.0,
9107,"7fx_paladin_painfultruths_state.m2","Spells\7fx_paladin_painfultruths_state.m2",1.0,2.0,0.10000000149,100.0,
9108,"7fx_paladin_powerofthesilverhand_state.m2","Spells\7fx_paladin_powerofthesilverhand_state.m2",1.0,2.0,0.10000000149,100.0,
9109,"7fx_paladin_protectionoftyr_impact.m2","Spells\7fx_paladin_protectionoftyr_impact.m2",1.0,2.0,0.10000000149,100.0,
9110,"7fx_paladin_tyrsdeliverance_impact.m2","Spells\7fx_paladin_tyrsdeliverance_impact.m2",1.0,2.0,0.10000000149,100.0,
9111,"7fx_paladin_tyrsenforcer_impact.m2","Spells\7fx_paladin_tyrsenforcer_impact.m2",1.0,2.0,0.10000000149,100.0,
9112,"7fx_paladin_wakeofashes_impact.m2","Spells\7fx_paladin_wakeofashes_impact.m2",1.0,2.0,0.10000000149,100.0,
9113,"7fx_paladin_weaponsummon_impact.m2","Spells\7fx_paladin_weaponsummon_impact.m2",1.0,2.0,0.10000000149,100.0,
9114,"7fx_priest_blessingoftuure_statechest.m2","Spells\7fx_priest_blessingoftuure_statechest.m2",1.0,2.0,0.10000000149,100.0,
9115,"7fx_priest_lightoftuure_statechest.m2","Spells\7fx_priest_lightoftuure_statechest.m2",1.0,2.0,0.10000000149,100.0,
9116,"7fx_priest_lightswrath_casthand.m2","Spells\7fx_priest_lightswrath_casthand.m2",1.0,2.0,0.10000000149,100.0,
9117,"7fx_priest_lightswrath_impactbase.m2","Spells\7fx_priest_lightswrath_impactbase.m2",1.0,2.0,0.10000000149,100.0,
9118,"7fx_priest_lightswrath_missile.m2","Spells\7fx_priest_lightswrath_missile.m2",1.0,2.0,0.10000000149,100.0,
9119,"7fx_priest_lightswrath_precasthand.m2","Spells\7fx_priest_lightswrath_precasthand.m2",1.0,2.0,0.10000000149,100.0,
9120,"7fx_priest_lightswrath_precastmissile.m2","Spells\7fx_priest_lightswrath_precastmissile.m2",1.0,2.0,0.10000000149,100.0,
9121,"7fx_priest_superpenanceshadow_missile.m2","Spells\7fx_priest_superpenanceshadow_missile.m2",1.0,2.0,0.10000000149,100.0,
9122,"7fx_priest_superpenance_impactbase.m2","Spells\7fx_priest_superpenance_impactbase.m2",1.0,2.0,0.10000000149,100.0,
9123,"7fx_priest_superpenance_missile.m2","Spells\7fx_priest_superpenance_missile.m2",1.0,2.0,0.10000000149,100.0,
9124,"7fx_priest_voidorb_state.m2","Spells\7fx_priest_voidorb_state.m2",1.0,2.0,0.10000000149,100.0,
9125,"7fx_priest_voidtorrent_impact.m2","Spells\7fx_priest_voidtorrent_impact.m2",1.0,2.0,0.10000000149,100.0,
9126,"7fx_rogue_bladesofsorrow_missile.m2","Spells\7fx_rogue_bladesofsorrow_missile.m2",1.0,2.0,0.10000000149,100.0,
9127,"7fx_rogue_curseofthedreadblades_castbase.m2","Spells\7fx_rogue_curseofthedreadblades_castbase.m2",1.0,2.0,0.10000000149,100.0,
9128,"7fx_rogue_curseofthedreadblades_statehand.m2","Spells\7fx_rogue_curseofthedreadblades_statehand.m2",1.0,2.0,0.10000000149,100.0,
9129,"7fx_rogue_flickeringshadows_castbase.m2","Spells\7fx_rogue_flickeringshadows_castbase.m2",1.0,2.0,0.10000000149,100.0,
9130,"7fx_rogue_goremawsbite_castbase.m2","Spells\7fx_rogue_goremawsbite_castbase.m2",1.0,2.0,0.10000000149,100.0,
9131,"7fx_rogue_greed_castworld.m2","Spells\7fx_rogue_greed_castworld.m2",1.0,2.0,0.10000000149,100.0,
9132,"7fx_rogue_greed_impactblade.m2","Spells\7fx_rogue_greed_impactblade.m2",1.0,2.0,0.10000000149,100.0,
9133,"7fx_rogue_greed_impactchest.m2","Spells\7fx_rogue_greed_impactchest.m2",1.0,2.0,0.10000000149,100.0,
9134,"7fx_rogue_greed_missile.m2","Spells\7fx_rogue_greed_missile.m2",1.0,2.0,0.10000000149,100.0,
9135,"7fx_rogue_kingsbane_state.m2","Spells\7fx_rogue_kingsbane_state.m2",1.0,2.0,0.10000000149,100.0,
9136,"7fx_rogue_poisonbomb_state.m2","Spells\7fx_rogue_poisonbomb_state.m2",1.0,2.0,0.10000000149,100.0,
9137,"7fx_rogue_shadownova_castworld.m2","Spells\7fx_rogue_shadownova_castworld.m2",1.0,2.0,0.10000000149,100.0,
9138,"7fx_shaman_doomvortex_castworld.m2","Spells\7fx_shaman_doomvortex_castworld.m2",1.0,2.0,0.10000000149,100.0,
9139,"7fx_shaman_doomwinds_statehand.m2","Spells\7fx_shaman_doomwinds_statehand.m2",1.0,2.0,0.10000000149,100.0,
9140,"7fx_shaman_giftofthequeen_impactworld.m2","Spells\7fx_shaman_giftofthequeen_impactworld.m2",1.0,2.0,0.10000000149,100.0,
9141,"7fx_shaman_queensdecree_state.m2","Spells\7fx_shaman_queensdecree_state.m2",1.0,2.0,0.10000000149,100.0,
9142,"7fx_shaman_stormkeeper_casthand.m2","Spells\7fx_shaman_stormkeeper_casthand.m2",1.0,2.0,0.10000000149,100.0,
9143,"7fx_shaman_tidaltotemheal_castworld.m2","Spells\7fx_shaman_tidaltotemheal_castworld.m2",1.0,2.0,0.10000000149,100.0,
9144,"7fx_shaman_tidaltotemprop_state.m2","Spells\7fx_shaman_tidaltotemprop_state.m2",1.0,2.0,0.10000000149,100.0,
9145,"7fx_shaman_tidaltotem_state.m2","Spells\7fx_shaman_tidaltotem_state.m2",1.0,2.0,0.10000000149,100.0,
9146,"7fx_shaman_unleashdoomlava_missile.m2","Spells\7fx_shaman_unleashdoomlava_missile.m2",1.0,2.0,0.10000000149,100.0,
9147,"7fx_shaman_unleashdoomlightning_missile.m2","Spells\7fx_shaman_unleashdoomlightning_missile.m2",1.0,2.0,0.10000000149,100.0,
9148,"7fx_shaman_volcanicinfernospurt_castworld.m2","Spells\7fx_shaman_volcanicinfernospurt_castworld.m2",1.0,2.0,0.10000000149,100.0,
