long,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,
1563,,,"Sommet du pilier Scintillant",,,,,,,,,,,,,,0xFF01FE,
1564,,,"Exposé au cristal du pilier Sang-de-vie",,,,,,,,,,,,,,0xFF01FE,
1565,,,"Uzo Mandemort",,,,,,,,,,,,,,0xFF01FE,
1566,,,"Cadavre de l'archevêque Langrain et seigneur-commandant Arete non-présent",,,,,,,,,,,,,,0xFF01FE,
1567,,,"Banc de délicieux poissons des récifs",,,,,,,,,,,,,,0xFF01FE,
1568,,,"Chambre de résurrection de vers-de-magma",,,,,,,,,,,,,,0xFF01FE,
1569,,,"Autel de Givrebide",,,,,,,,,,,,,,0xFF01FE,
1570,,,"Téléporteur de Garm",,,,,,,,,,,,,,0xFF01FE,
1571,,,"Thane Ufrang le Puissant présent et assis",,,,,,,,,,,,,,0xFF01FE,
1572,,,"Pointes de glace du Nord",,,,,,,,,,,,,,0xFF01FE,
1573,,,"Cratère glacé",,,,,,,,,,,,,,0xFF01FE,
1574,,,"Infirmerie de l'avant-garde",,,,,,,,,,,,,,0xFF01FE,
1575,,,"Eclat de glace",,,,,,,,,,,,,,0xFF01FE,
1576,,,"le nid de la mère des couvées",,,,,,,,,,,,,,0xFF01FE,
1577,,,"Point d'ancrage de K3",,,,,,,,,,,,,,0xFF01FE,
1578,,,"Thane Illskar présent et lui et ses champions non engagés en combat",,,,,,,,,,,,,,0xFF01FE,
1579,,,"Pile de crânes de croisés",,,,,,,,,,,,,,0xFF01FE,
1580,,,"La fournaise de Malykriss",,,,,,,,,,,,,,0xFF01FE,
1581,,,"Brasero d'Ahn'kahet",,,,,,,,,,,,,,0xFF01FE,
1582,,,"Bloc du Sanctum de réanimation",,,,,,,,,,,,,,0xFF01FE,
1583,,,"Fontaine de Dalaran",,,,,,,,,,,,,,0xFF01FE,
1584,,,"Crânes du pic d'Ymirheim",,,,,,,,,,,,,,0xFF01FE,
1585,,,"Chaudron de peste de Mord'rethar",,,,,,,,,,,,,,0xFF01FE,
1586,,,"Orbe de Grimkor",,,,,,,,,,,,,,0xFF01FE,
1587,,,"Chaudron de sectateur",,,,,,,,,,,,,,0xFF01FE,
1588,,,"Pierre d'âme d'Alumeth",,,,,,,,,,,,,,0xFF01FE,
1589,,,"d'être près du lexique de puissance",,,,,,,,,,,,,,0xFF01FE,
1590,,,"Ferraille fumante",,,,,,,,,,,,,,0xFF01FE,
1591,,,"Autel des profondeurs d'ébène",,,,,,,,,,,,,,0xFF01FE,
1592,,,"Cadavre du worg déchu",,,,,,,,,,,,,,0xFF01FE,
1596,,,"Feu de signal éteint",,,,,,,,,,,,,,0xFF01FE,
1597,,,"Cercle des offrandes de Drak'Mar",,,,,,,,,,,,,,0xFF01FE,
1599,,,"Écuries de tournoi",,,,,,,,,,,,,,0xFF01FE,
1601,,,"Griffon du Chevalier noir",,,,,,,,,,,,,,0xFF01FE,
1602,,,"Bloc de pierre",,,,,,,,,,,,,,0xFF01FE,
1613,,,"Feu de cuisine fantomatique",,,,,,,,,,,,,,0xFF01FE,
1618,,,"Monticule de neige mystérieux",,,,,,,,,,,,,,0xFF01FE,
1620,,,"Grotte du mandebrume",,,,,,,,,,,,,,0xFF01FE,
1621,,,"Monuments tualiq",,,,,,,,,,,,,,0xFF01FE,
1622,,,"le pont de la Furie de Bor",,,,,,,,,,,,,,0xFF01FE,
1636,,,"Enclume du maître de forge",,,,,,,,,,,,,,0xFF01FE,
1639,,,"Camp de ravitaillement de La Royale",,,,,,,,,,,,,,0xFF01FE,
1641,,,"Puits de soleil",,,,,,,,,,,,,,0xFF01FE,
1650,,,"Chariot de produits chimiques",,,,,,,,,,,,,,0xFF01FE,
1734,,,"Étang de la Réflexion",,,,,,,,,,,,,,0xFF01FE,
