long,str,long,bool,
3959,"Togg",6,0,
3960,"Trondd",6,0,
3961,"Udrom",6,0,
3962,"Urgruu",6,0,
3963,"Yokk",6,0,
327,"Moga",6,1,
328,"Misha",6,1,
329,"Barada",6,1,
330,"Braga",6,1,
331,"Paila",6,1,
332,"Rosha",6,1,
333,"Buldress",6,1,
334,"Amaya",6,1,
335,"Amber",6,1,
336,"Steress",6,1,
337,"Jinga",6,1,
338,"Bandwe",6,1,
339,"Porash",6,1,
340,"Ishne",6,1,
341,"Daldieb",6,1,
342,"Bogorah",6,1,
343,"Padwar",6,1,
344,"Loraine",6,1,
345,"Fawnee",6,1,
346,"Mara",6,1,
1613,"Abeytu",6,1,
1614,"Alameda",6,1,
1615,"Amayeta",6,1,
1616,"Amitola",6,1,
1617,"Aquene",6,1,
1618,"Awanata",6,1,
1619,"Awendela",6,1,
1620,"Bea",6,1,
1621,"Belinda",6,1,
1622,"Bev",6,1,
1623,"Bithiah",6,1,
1624,"Brenda",6,1,
1625,"Callie",6,1,
1626,"Candyn",6,1,
1627,"Chapa",6,1,
1628,"Cocheta",6,1,
1629,"Cora",6,1,
1630,"Dana",6,1,
1631,"Donoma",6,1,
1632,"Edina",6,1,
1633,"Edna",6,1,
1634,"Ehawee",6,1,
1635,"Elsa",6,1,
1636,"Fariba",6,1,
1637,"Harriet",6,1,
1638,"Hattie",6,1,
1639,"Honey",6,1,
1640,"Huata",6,1,
1641,"Imala",6,1,
1642,"Ina",6,1,
1643,"Ituha",6,1,
1644,"Jo",6,1,
1645,"June",6,1,
1646,"Karen",6,1,
1647,"Koko",6,1,
1648,"Leyota",6,1,
1649,"Mahala",6,1,
1650,"Mahu",6,1,
1651,"Mirubel",6,1,
1652,"Mona",6,1,
1653,"Mya",6,1,
1654,"Nahimana",6,1,
1655,"Nashota",6,1,
1656,"Nicola",6,1,
1657,"Nokomis",6,1,
1658,"Onatah",6,1,
1659,"Onawa",6,1,
1660,"Onida",6,1,
1661,"Pakuna",6,1,
1662,"Pamuya",6,1,
1663,"Rain",6,1,
1664,"Regina",6,1,
1665,"Roda",6,1,
1666,"Shuman",6,1,
1667,"Tala",6,1,
1668,"Tami",6,1,
1669,"Thursey",6,1,
1670,"Wakanda",6,1,
1671,"Yepa",6,1,
3964,"Aaguru",6,1,
3965,"Auada",6,1,
3966,"Auadi",6,1,
3967,"Auael",6,1,
3968,"Auaga",6,1,
3969,"Auahu",6,1,
3970,"Auain",6,1,
3971,"Aualen",6,1,
3972,"Auani",6,1,
3973,"Auepa",6,1,
3974,"Auewa",6,1,
3975,"Auga",6,1,
3976,"Augo",6,1,
3977,"Auida",6,1,
3978,"Auiga",6,1,
3979,"Auija",6,1,
3980,"Auka",6,1,
3981,"Aukwa",6,1,
3982,"Aula",6,1,
3983,"Aulfa",6,1,
3984,"Auna",6,1,
3985,"Aunen",6,1,
3986,"Aunko",6,1,
3987,"Aunta",6,1,
3988,"Auska",6,1,
3989,"Auta",6,1,
3990,"Autha",6,1,
3991,"Auuna",6,1,
3992,"Auunn",6,1,
3993,"Auura",6,1,
3994,"Auyn",6,1,
3995,"Auyr",6,1,
3996,"Bahada",6,1,
3997,"Bahadi",6,1,
3998,"Bahael",6,1,
3999,"Bahaga",6,1,
4000,"Bahahu",6,1,
4001,"Bahain",6,1,
4002,"Bahalen",6,1,
4003,"Bahani",6,1,
4004,"Bahepa",6,1,
4005,"Bahewa",6,1,
4006,"Bahga",6,1,
4007,"Bahgo",6,1,
4008,"Bahida",6,1,
4009,"Bahiga",6,1,
4010,"Bahija",6,1,
4011,"Bahka",6,1,
4012,"Bahkwa",6,1,
4013,"Bahla",6,1,
4014,"Bahlfa",6,1,
4015,"Bahna",6,1,
4016,"Bahnen",6,1,
4017,"Bahnko",6,1,
4018,"Bahnta",6,1,
4019,"Bahska",6,1,
4020,"Bahta",6,1,
4021,"Bahtha",6,1,
4022,"Bahuna",6,1,
4023,"Bahunn",6,1,
4024,"Bahura",6,1,
4025,"Bahyn",6,1,
4026,"Bahyr",6,1,
4027,"Bataga",6,1,
4028,"Berada",6,1,
4029,"Beradi",6,1,
4030,"Berael",6,1,
4031,"Beraga",6,1,
4032,"Berahu",6,1,
4033,"Berain",6,1,
4034,"Beralen",6,1,
4035,"Berani",6,1,
4036,"Berepa",6,1,
4037,"Berewa",6,1,
4038,"Berga",6,1,
4039,"Bergo",6,1,
4040,"Berida",6,1,
4041,"Beriga",6,1,
4042,"Berija",6,1,
4043,"Berka",6,1,
4044,"Berkwa",6,1,
4045,"Berla",6,1,
4046,"Berlfa",6,1,
4047,"Berna",6,1,
4048,"Bernen",6,1,
4049,"Bernko",6,1,
4050,"Bernta",6,1,
4051,"Berska",6,1,
4052,"Berta",6,1,
4053,"Bertha",6,1,
4054,"Beruna",6,1,
4055,"Berunn",6,1,
4056,"Berura",6,1,
4057,"Beryn",6,1,
4058,"Beryr",6,1,
4059,"Byluu",6,1,
4060,"Cahuu",6,1,
4061,"Caramuga",6,1,
4062,"Choona",6,1,
4063,"Daga",6,1,
4064,"Drunaa",6,1,
4065,"Eiada",6,1,
4066,"Eiadi",6,1,
4067,"Eiael",6,1,
4068,"Eiaga",6,1,
4069,"Eiahu",6,1,
4070,"Eiain",6,1,
4071,"Eialen",6,1,
4072,"Eiani",6,1,
4073,"Eiepa",6,1,
4074,"Eiewa",6,1,
4075,"Eiga",6,1,
4076,"Eigo",6,1,
4077,"Eiida",6,1,
4078,"Eiiga",6,1,
4079,"Eiija",6,1,
4080,"Eika",6,1,
4081,"Eikwa",6,1,
4082,"Eila",6,1,
4083,"Eilfa",6,1,
4084,"Eina",6,1,
4085,"Einen",6,1,
4086,"Einko",6,1,
4087,"Einta",6,1,
4088,"Eiska",6,1,
4089,"Eita",6,1,
4090,"Eitha",6,1,
4091,"Eiuna",6,1,
4092,"Eiunn",6,1,
4093,"Eiura",6,1,
4094,"Eiyn",6,1,
4095,"Eiyr",6,1,
4096,"Faruu",6,1,
4097,"Fuugal",6,1,
4098,"Fyada",6,1,
4099,"Fyadi",6,1,
4100,"Fyael",6,1,
4101,"Fyaga",6,1,
4102,"Fyahu",6,1,
4103,"Fyain",6,1,
4104,"Fyalen",6,1,
4105,"Fyani",6,1,
4106,"Fyepa",6,1,
4107,"Fyewa",6,1,
4108,"Fyga",6,1,
4109,"Fygo",6,1,
4110,"Fyida",6,1,
4111,"Fyiga",6,1,
4112,"Fyija",6,1,
4113,"Fyka",6,1,
4114,"Fykwa",6,1,
4115,"Fyla",6,1,
4116,"Fylfa",6,1,
4117,"Fyna",6,1,
4118,"Fynen",6,1,
4119,"Fynko",6,1,
4120,"Fynta",6,1,
4121,"Fyska",6,1,
4122,"Fyta",6,1,
4123,"Fytha",6,1,
4124,"Fyuna",6,1,
4125,"Fyunn",6,1,
4126,"Fyura",6,1,
4127,"Fyyn",6,1,
4128,"Fyyr",6,1,
4129,"Halada",6,1,
4130,"Haladi",6,1,
4131,"Halael",6,1,
4132,"Halaga",6,1,
4133,"Halahu",6,1,
4134,"Halain",6,1,
4135,"Halalen",6,1,
4136,"Halani",6,1,
4137,"Halepa",6,1,
4138,"Halewa",6,1,
4139,"Halga",6,1,
4140,"Halgo",6,1,
4141,"Halida",6,1,
4142,"Haliga",6,1,
4143,"Halija",6,1,
4144,"Halka",6,1,
4145,"Halkwa",6,1,
4146,"Halla",6,1,
4147,"Hallfa",6,1,
4148,"Halna",6,1,
4149,"Halnen",6,1,
4150,"Halnko",6,1,
4151,"Halnta",6,1,
4152,"Halska",6,1,
4153,"Halta",6,1,
4154,"Haltha",6,1,
4155,"Haluna",6,1,
4156,"Halunn",6,1,
4157,"Halura",6,1,
4158,"Halyn",6,1,
4159,"Halyr",6,1,
4160,"Harana",6,1,
4161,"Homuda",6,1,
4162,"Huguur",6,1,
4163,"Huukwa",6,1,
4164,"Jaid",6,1,
4165,"Jaraa",6,1,
4166,"Jumadu",6,1,
4167,"Jurguun",6,1,
4168,"Juunu",6,1,
4169,"Kraal",6,1,
4170,"Kuada",6,1,
4171,"Kuadi",6,1,
4172,"Kuael",6,1,
4173,"Kuaga",6,1,
4174,"Kuahu",6,1,
4175,"Kuain",6,1,
4176,"Kualen",6,1,
4177,"Kuani",6,1,
4178,"Kuepa",6,1,
4179,"Kuewa",6,1,
4180,"Kuga",6,1,
4181,"Kugo",6,1,
4182,"Kuida",6,1,
4183,"Kuiga",6,1,
4184,"Kuija",6,1,
4185,"Kuka",6,1,
4186,"Kukwa",6,1,
4187,"Kula",6,1,
4188,"Kulfa",6,1,
4189,"Kuna",6,1,
4190,"Kunen",6,1,
4191,"Kunko",6,1,
4192,"Kunta",6,1,
4193,"Kuska",6,1,
4194,"Kuta",6,1,
4195,"Kutha",6,1,
4196,"Kuuna",6,1,
4197,"Kuunn",6,1,
4198,"Kuura",6,1,
4199,"Kuural",6,1,
4200,"Kuyn",6,1,
4201,"Kuyr",6,1,
4202,"Lanag",6,1,
4203,"Lornal",6,1,
4204,"Luugud",6,1,
4205,"Maag",6,1,
4206,"Mahada",6,1,
4207,"Mahadi",6,1,
4208,"Mahael",6,1,
4209,"Mahaga",6,1,
4210,"Mahahu",6,1,
4211,"Mahain",6,1,
4212,"Mahalen",6,1,
4213,"Mahani",6,1,
4214,"Mahepa",6,1,
4215,"Mahewa",6,1,
4216,"Mahga",6,1,
4217,"Mahgo",6,1,
4218,"Mahida",6,1,
4219,"Mahiga",6,1,
4220,"Mahija",6,1,
4221,"Mahka",6,1,
4222,"Mahkwa",6,1,
4223,"Mahlfa",6,1,
4224,"Mahna",6,1,
4225,"Mahnen",6,1,
4226,"Mahnko",6,1,
4227,"Mahnta",6,1,
4228,"Mahska",6,1,
4229,"Mahta",6,1,
4230,"Mahtha",6,1,
4231,"Mahuna",6,1,
4232,"Mahunn",6,1,
4233,"Mahura",6,1,
4234,"Mahyn",6,1,
4235,"Mahyr",6,1,
4236,"Mugra",6,1,
4237,"Muurga",6,1,
4238,"Naal",6,1,
4239,"Nada",6,1,
4240,"Nadi",6,1,
4241,"Nael",6,1,
4242,"Naga",6,1,
4243,"Nahu",6,1,
4244,"Nain",6,1,
4245,"Nalen",6,1,
4246,"Nepa",6,1,
4247,"Newa",6,1,
4248,"Nga",6,1,
4249,"Ngo",6,1,
4250,"Nida",6,1,
4251,"Niga",6,1,
4252,"Nija",6,1,
4253,"Nka",6,1,
4254,"Nkwa",6,1,
4255,"Nla",6,1,
4256,"Nlfa",6,1,
4257,"Nna",6,1,
4258,"Nnen",6,1,
4259,"Nnko",6,1,
4260,"Nnta",6,1,
4261,"Noga",6,1,
4262,"Nska",6,1,
4263,"Nta",6,1,
4264,"Ntha",6,1,
4265,"Nuamu",6,1,
4266,"Nuna",6,1,
4267,"Nunn",6,1,
4268,"Nura",6,1,
4269,"Nuuru",6,1,
4270,"Nyn",6,1,
4271,"Nyr",6,1,
4272,"Ocoga",6,1,
4273,"Ollomu",6,1,
4274,"Omalugo",6,1,
4275,"Oordu",6,1,
4276,"Oxauna",6,1,
4277,"Paoada",6,1,
4278,"Paoadi",6,1,
4279,"Paoael",6,1,
4280,"Paoaga",6,1,
4281,"Paoahu",6,1,
4282,"Paoain",6,1,
4283,"Paoalen",6,1,
4284,"Paoani",6,1,
4285,"Paoepa",6,1,
4286,"Paoewa",6,1,
4287,"Paoga",6,1,
4288,"Paogo",6,1,
4289,"Paoida",6,1,
4290,"Paoiga",6,1,
4291,"Paoija",6,1,
4292,"Paoka",6,1,
4293,"Paokwa",6,1,
4294,"Paola",6,1,
4295,"Paolfa",6,1,
4296,"Paona",6,1,
4297,"Paonen",6,1,
4298,"Paonko",6,1,
4299,"Paonta",6,1,
4300,"Paoska",6,1,
4301,"Paota",6,1,
4302,"Paotha",6,1,
4303,"Paouna",6,1,
4304,"Paounn",6,1,
4305,"Paoura",6,1,
4306,"Paoyn",6,1,
4307,"Paoyr",6,1,
4308,"Pokuga",6,1,
4309,"Praan",6,1,
4310,"Pugraa",6,1,
4311,"Quuda",6,1,
4312,"Ralga",6,1,
4313,"Rondaa",6,1,
4314,"Saeada",6,1,
4315,"Saeadi",6,1,
4316,"Saeael",6,1,
4317,"Saeaga",6,1,
4318,"Saeahu",6,1,
4319,"Saeain",6,1,
4320,"Saealen",6,1,
4321,"Saeani",6,1,
4322,"Saeepa",6,1,
4323,"Saeewa",6,1,
4324,"Saega",6,1,
4325,"Saego",6,1,
4326,"Saeida",6,1,
4327,"Saeiga",6,1,
4328,"Saeija",6,1,
4329,"Saeka",6,1,
4330,"Saekwa",6,1,
4331,"Saela",6,1,
4332,"Saelfa",6,1,
4333,"Saena",6,1,
4334,"Saenen",6,1,
4335,"Saenko",6,1,
4336,"Saenta",6,1,
4337,"Saeska",6,1,
4338,"Saeta",6,1,
4339,"Saetha",6,1,
4340,"Saeuna",6,1,
4341,"Saeunn",6,1,
4342,"Saeura",6,1,
4343,"Saeyn",6,1,
4344,"Saeyr",6,1,
4345,"Serada",6,1,
4346,"Seradi",6,1,
4347,"Serael",6,1,
4348,"Seraga",6,1,
4349,"Serahu",6,1,
4350,"Serain",6,1,
4351,"Seralen",6,1,
4352,"Serani",6,1,
4353,"Serepa",6,1,
4354,"Serewa",6,1,
4355,"Serga",6,1,
4356,"Sergo",6,1,
4357,"Serida",6,1,
4358,"Seriga",6,1,
4359,"Serija",6,1,
4360,"Serka",6,1,
4361,"Serkwa",6,1,
4362,"Serla",6,1,
4363,"Serlfa",6,1,
4364,"Serna",6,1,
4365,"Sernen",6,1,
4366,"Sernko",6,1,
4367,"Sernta",6,1,
4368,"Serska",6,1,
4369,"Serta",6,1,
4370,"Sertha",6,1,
4371,"Seruna",6,1,
4372,"Serunn",6,1,
4373,"Serura",6,1,
4374,"Seryn",6,1,
4375,"Seryr",6,1,
4376,"Sorgaa",6,1,
4377,"Taiada",6,1,
4378,"Taiadi",6,1,
4379,"Taiael",6,1,
4380,"Taiaga",6,1,
4381,"Taiahu",6,1,
4382,"Taiain",6,1,
4383,"Taialen",6,1,
4384,"Taiani",6,1,
4385,"Taiepa",6,1,
4386,"Taiewa",6,1,
4387,"Taiga",6,1,
4388,"Taigo",6,1,
4389,"Taiida",6,1,
4390,"Taiiga",6,1,
4391,"Taiija",6,1,
4392,"Taika",6,1,
4393,"Taikwa",6,1,
4394,"Taila",6,1,
4395,"Tailfa",6,1,
4396,"Tainen",6,1,
4397,"Tainko",6,1,
4398,"Tainta",6,1,
4399,"Taiska",6,1,
4400,"Taita",6,1,
4401,"Taitha",6,1,
4402,"Taiuna",6,1,
4403,"Taiunn",6,1,
4404,"Taiura",6,1,
4405,"Taiyn",6,1,
4406,"Taiyr",6,1,
4407,"Taukk",6,1,
4408,"Thakk",6,1,
4409,"Toraga",6,1,
4410,"Trumuun",6,1,
4411,"Turguun",6,1,
4412,"Udura",6,1,
4413,"Uguda",6,1,
4414,"Ullala",6,1,
4415,"Urballa",6,1,
4416,"Urdaa",6,1,
4417,"Uuraza",6,1,
4418,"Uurmaa",6,1,
4419,"Waagda",6,1,
4420,"Walama",6,1,
4421,"Wolda",6,1,
4422,"Wuroda",6,1,
4423,"Yaagma",6,1,
4424,"Yugda",6,1,
175,"Ben",7,0,
176,"Lor",7,0,
177,"Kevin",7,0,
178,"Andy",7,0,
179,"Parg",7,0,
180,"Blayne",7,0,
181,"Fred",7,0,
182,"Phil",7,0,
183,"Tink",7,0,
184,"Grubber",7,0,
185,"Flange",7,0,
186,"Rocket",7,0,
187,"Driver",7,0,
188,"Torque",7,0,
189,"Wrench",7,0,
190,"Gasket",7,0,
191,"Screwdinger",7,0,
192,"Socket",7,0,
193,"Flathead",7,0,
194,"Hammer",7,0,
1207,"Abner",7,0,
1208,"Addison",7,0,
1209,"Addle",7,0,
1210,"Ado",7,0,
1211,"Albert",7,0,
1212,"Alfie",7,0,
1213,"Bart",7,0,
1214,"Basillus",7,0,
1215,"Boetius",7,0,
1216,"Cal",7,0,
1217,"Chester",7,0,
1218,"Chet",7,0,
1219,"Cleatus",7,0,
1220,"Corky",7,0,
1221,"Delbert",7,0,
1222,"Denzil",7,0,
1223,"Donald",7,0,
1224,"Dunk",7,0,
1225,"Edwin",7,0,
1226,"Gimix",7,0,
1227,"Gus",7,0,
1228,"Hamilton",7,0,
1229,"Henry",7,0,
1230,"Herbert",7,0,
1231,"Iggy",7,0,
1232,"Ike",7,0,
1233,"Jarvis",7,0,
1234,"Jatsz",7,0,
1235,"Jayhugh",7,0,
1236,"Kelly",7,0,
1237,"Lem",7,0,
1238,"Leon",7,0,
1239,"Leonard",7,0,
1240,"Levi",7,0,
1241,"Lonzo",7,0,
1242,"Lum",7,0,
1243,"Manny",7,0,
1244,"Marvin",7,0,
1245,"Mickle",7,0,
1246,"Monty",7,0,
1247,"Mortimer",7,0,
1248,"Neville",7,0,
1249,"Norbert",7,0,
1250,"Oscar",7,0,
1251,"Pierce",7,0,
1252,"Ronald",7,0,
1253,"Rudy",7,0,
1254,"Scooter",7,0,
1255,"Seymour",7,0,
1256,"Sheldon",7,0,
1257,"Sprong",7,0,
1258,"Sylvester",7,0,
1259,"Tick",7,0,
1260,"Tock",7,0,
1261,"Twiddle",7,0,
1262,"Waldo",7,0,
1263,"Wesley",7,0,
1264,"Wilbur",7,0,
1265,"Winston",7,0,
1266,"Yap",7,0,
4425,"Adze",7,0,
4426,"Airor",7,0,
4427,"Allen",7,0,
4428,"Brack",7,0,
4429,"Braket",7,0,
4430,"Brazen",7,0,
4431,"Broach",7,0,
4432,"Cappy",7,0,
4433,"Clamp",7,0,
4434,"Cogger",7,0,
4435,"Coggle",7,0,
4436,"Cognus",7,0,
4437,"Copper",7,0,
4438,"Craggle",7,0,
4439,"Drillo",7,0,
4440,"Dusty",7,0,
4441,"Frazle",7,0,
4442,"Froe",7,0,
4443,"Fuse",7,0,
4444,"Fynn",7,0,
4445,"Gaffer",7,0,
4446,"Galvan",7,0,
4447,"Glazlo",7,0,
4448,"Glugun",7,0,
4449,"Grazel",7,0,
4450,"Grommet",7,0,
4451,"Handy",7,0,
4452,"Hedge",7,0,
4453,"Hinge",7,0,
4454,"Hoist",7,0,
4455,"Hydro",7,0,
4456,"Jaque",7,0,
4457,"Kore",7,0,
4458,"Lopper",7,0,
4459,"Lucky",7,0,
4460,"Mach",7,0,
4461,"Manuel",7,0,
4462,"Mathe",7,0,
4463,"Mattock",7,0,
4464,"Max",7,0,
4465,"Metric",7,0,
4466,"Miltin",7,0,
4467,"Monte",7,0,
4468,"Mort",7,0,
4469,"Mould",7,0,
4470,"Orbital",7,0,
4471,"Philipe",7,0,
4472,"Plahow",7,0,
4473,"Poss",7,0,
4474,"Raullie",7,0,
4475,"Rivett",7,0,
4476,"Sauder",7,0,
4477,"Scrape",7,0,
4478,"Servo",7,0,
4479,"Slanks",7,0,
4480,"Sneek",7,0,
4481,"Snipp",7,0,
4482,"Spheed",7,0,
4483,"Spike",7,0,
4484,"Spindle",7,0,
4485,"Spork",7,0,
4486,"Squeegee",7,0,
4487,"Tach",7,0,
4488,"Thermo",7,0,
4489,"Tomis",7,0,
4490,"Trowel",7,0,
4491,"Twine",7,0,
4492,"Tyne",7,0,
4493,"Tynsion",7,0,
4494,"Wobblu",7,0,
154,"Lara",7,1,
155,"Ped",7,1,
156,"Midge",7,1,
157,"Gidget",7,1,
158,"Sandy",7,1,
159,"Selma",7,1,
160,"Faye",7,1,
161,"Donna",7,1,
162,"Nellie",7,1,
163,"Sandra",7,1,
164,"Margie",7,1,
165,"Penelope",7,1,
166,"Dora",7,1,
167,"Jenny",7,1,
168,"Squeak",7,1,
169,"Pip",7,1,
170,"Buns",7,1,
171,"Happy",7,1,
172,"Pepper",7,1,
174,"Madge",7,1,
1146,"Abby",7,1,
1147,"Ada",7,1,
1148,"Aggy",7,1,
1149,"Ali",7,1,
1150,"Amy",7,1,
1151,"Ashley",7,1,
1152,"Augie",7,1,
1153,"Babs",7,1,
1154,"Beb",7,1,
1155,"Bell",7,1,
1156,"Bree",7,1,
1157,"Carol",7,1,
1158,"Cathy",7,1,
1159,"Cindy",7,1,
1160,"Clem",7,1,
1161,"Clo",7,1,
1162,"Connie",7,1,
1163,"Cordy",7,1,
1164,"Cris",7,1,
1165,"Daph",7,1,
1166,"Denise",7,1,
1167,"Dicey",7,1,
1168,"Dodie",7,1,
1169,"Ellen",7,1,
1170,"Emily",7,1,
1171,"Erin",7,1,
1172,"Etty",7,1,
1173,"Eva",7,1,
1174,"Frances",7,1,
1175,"Gail",7,1,
1176,"Ibby",7,1,
1177,"Janet",7,1,
1178,"Jean",7,1,
1179,"Jill",7,1,
1180,"Judy",7,1,
1181,"Kimmy",7,1,
1182,"Kip",7,1,
1183,"Kit",7,1,
1184,"Lexi",7,1,
1185,"Lori",7,1,
1186,"Lottie",7,1,
1187,"Lucy",7,1,
1188,"Maria",7,1,
1189,"Meg",7,1,
1190,"Milly",7,1,
1191,"Nancy",7,1,
1192,"Nettie",7,1,
1193,"Polly",7,1,
1194,"Rilly",7,1,
1195,"Rita",7,1,
1196,"Sally",7,1,
1197,"Sherry",7,1,
1198,"Shirley",7,1,
1199,"Silla",7,1,
1200,"Tibby",7,1,
1201,"Tick",7,1,
1202,"Trina",7,1,
1203,"Trixie",7,1,
1204,"Trudy",7,1,
1205,"Wanda",7,1,
1206,"Wendy",7,1,
4495,"Aimee",7,1,
4496,"Alfet",7,1,
4497,"Alloy",7,1,
4498,"Angie",7,1,
4499,"Aqua",7,1,
4500,"Beryl",7,1,
4501,"Blastie",7,1,
4502,"Brindy",7,1,
4503,"Carrie",7,1,
4504,"Creel",7,1,
4505,"Cryo",7,1,
4506,"Dosi",7,1,
4507,"Electra",7,1,
4508,"Elly",7,1,
4509,"Esky",7,1,
4510,"Fidget",7,1,
4511,"Finjal",7,1,
4512,"Flavie",7,1,
4513,"Flo",7,1,
4514,"Foci",7,1,
4515,"Frazzle",7,1,
4516,"Froude",7,1,
4517,"Ginnea",7,1,
4518,"Gnowai",7,1,
4519,"Gourda",7,1,
4520,"Grendel",7,1,
4521,"Gwenda",7,1,
4522,"Inersha",7,1,
4523,"Jelissa",7,1,
4524,"Jinnah",7,1,
4525,"Kathy",7,1,
4526,"Katy",7,1,
4527,"Kitt",7,1,
4528,"Kylie",7,1,
4529,"Lapis",7,1,
4530,"Lathe",7,1,
4531,"Lidi",7,1,
4532,"Luster",7,1,
4533,"Lyndsey",7,1,
4534,"Martika",7,1,
4535,"Mindie",7,1,
4536,"Nikel",7,1,
4537,"Parvinke",7,1,
4538,"Penny",7,1,
4539,"Pheebs",7,1,
4540,"Pinkah",7,1,
4541,"Piper",7,1,
4542,"Punnet",7,1,
4543,"Rainy",7,1,
4544,"Rota",7,1,
4545,"Rubie",7,1,
4546,"Sheara",7,1,
4547,"Starr",7,1,
4548,"Sympie",7,1,
4549,"Taliegh",7,1,
4550,"Teyi",7,1,
4551,"Throttle",7,1,
4552,"Tinah",7,1,
4553,"Tinka",7,1,
4554,"Tinney",7,1,
4555,"Triggs",7,1,
4556,"Triselle",7,1,
4557,"Tumi",7,1,
4558,"Vickie",7,1,
4559,"Whina",7,1,
4560,"Widge",7,1,
387,"Alar",8,0,
388,"Heartkiller",8,0,
389,"MalJin",8,0,
390,"ZulAraj",8,0,
391,"ZebGoro",8,0,
392,"Zuljin",8,0,
393,"ZulSorah",8,0,
394,"Zul",8,0,
395,"Tazzdingo",8,0,
396,"Rathalas",8,0,
397,"Zing",8,0,
398,"Tazz",8,0,
399,"Zingiss",8,0,
400,"Tobah",8,0,
401,"Dessak",8,0,
402,"Gishah",8,0,
403,"Zebrah",8,0,
404,"Nezzak",8,0,
405,"Zero",8,0,
406,"Bishina",8,0,
407,"Reave",8,0,
1792,"Aitan",8,0,
1793,"Ajit",8,0,
1794,"Akaash",8,0,
1795,"Balaji",8,0,
1796,"Bitabuta",8,0,
1797,"Bokanu",8,0,
1798,"Bulizza",8,0,
1799,"Chata",8,0,
1800,"Dakarai",8,0,
1801,"Dasmidu",8,0,
1802,"Deeda",8,0,
1803,"Dutinka",8,0,
1804,"Faraji",8,0,
1805,"Gaja",8,0,
1806,"Gamba",8,0,
1807,"Gulimu",8,0,
1808,"Hari",8,0,
1809,"Huzzabi",8,0,
1810,"Jabari",8,0,
1811,"Jastinnu",8,0,
1812,"Javyn",8,0,
1813,"Jayanti",8,0,
1814,"Jelani",8,0,
1815,"Kutak",8,0,
1816,"Lazibar",8,0,
1817,"Lulikdu",8,0,
1818,"Murali",8,0,
1819,"Naeem",8,0,
1820,"Natooka",8,0,
1821,"Neeraj",8,0,
1822,"Nokninoo",8,0,
1823,"Omaja",8,0,
1824,"Pakluzzi",8,0,
1825,"Polayim",8,0,
1826,"Pulani",8,0,
1827,"Raj",8,0,
1828,"Razi",8,0,
1829,"Rishi",8,0,
1830,"Runako",8,0,
1831,"Sambosa",8,0,
1832,"Shezza",8,0,
1833,"Supadoo",8,0,
1834,"Tabansi",8,0,
1835,"Taksa",8,0,
1836,"Tuka",8,0,
1837,"Uba",8,0,
1838,"Ujai",8,0,
1839,"Ulaluli",8,0,
1840,"Urimba",8,0,
1841,"Valoo",8,0,
1842,"Wanilu",8,0,
1843,"Weshmilu",8,0,
1844,"Yobachi",8,0,
1845,"Zaja",8,0,
4561,"Alkbek",8,0,
4562,"Alkbirt",8,0,
4563,"Alkbrez",8,0,
4564,"Alkdor",8,0,
4565,"Alkkal",8,0,
4566,"Alklek",8,0,
4567,"Alklok",8,0,
4568,"Alkluz",8,0,
4569,"Alkroz",8,0,
4570,"Alktok",8,0,
4571,"Alktraz",8,0,
4572,"Alkwaz",8,0,
4573,"Alkzak",8,0,
4574,"Alkzarn",8,0,
4575,"Alkzert",8,0,
4576,"Alkzul",8,0,
4577,"Arnbek",8,0,
4578,"Arnbirt",8,0,
4579,"Arnbrez",8,0,
4580,"Arndor",8,0,
4581,"Arnkal",8,0,
4582,"Arnlek",8,0,
4583,"Arnlok",8,0,
4584,"Arnluz",8,0,
4585,"Arnroz",8,0,
4586,"Arntok",8,0,
4587,"Arntraz",8,0,
4588,"Arnwaz",8,0,
4589,"Arnzak",8,0,
4590,"Arnzarn",8,0,
4591,"Arnzert",8,0,
4592,"Arnzul",8,0,
4593,"Barbek",8,0,
4594,"Barbirt",8,0,
4595,"Barbrez",8,0,
4596,"Bardor",8,0,
4597,"Barkal",8,0,
4598,"Barlek",8,0,
4599,"Barlok",8,0,
4600,"Barluz",8,0,
4601,"Barroz",8,0,
4602,"Bartok",8,0,
4603,"Bartraz",8,0,
4604,"Barwaz",8,0,
4605,"Barzak",8,0,
4606,"Barzarn",8,0,
4607,"Barzert",8,0,
4608,"Barzul",8,0,
4609,"Batbek",8,0,
4610,"Batbirt",8,0,
4611,"Batbrez",8,0,
4612,"Batdor",8,0,
4613,"Batkal",8,0,
4614,"Batlek",8,0,
4615,"Batlok",8,0,
4616,"Batluz",8,0,
4617,"Batroz",8,0,
4618,"Battok",8,0,
4619,"Battraz",8,0,
4620,"Batwaz",8,0,
4621,"Batzak",8,0,
4622,"Batzarn",8,0,
4623,"Batzert",8,0,
4624,"Batzul",8,0,
4625,"Bazbek",8,0,
4626,"Bazbirt",8,0,
4627,"Bazbrez",8,0,
4628,"Bazdor",8,0,
4629,"Bazkal",8,0,
4630,"Bazlek",8,0,
4631,"Bazlok",8,0,
4632,"Bazluz",8,0,
4633,"Bazroz",8,0,
4634,"Baztok",8,0,
4635,"Baztraz",8,0,
4636,"Bazwaz",8,0,
4637,"Bazzak",8,0,
4638,"Bazzarn",8,0,
4639,"Bazzert",8,0,
4640,"Bazzul",8,0,
4641,"Bezbek",8,0,
4642,"Bezbirt",8,0,
4643,"Bezbrez",8,0,
4644,"Bezdor",8,0,
