long,long,long,flags,str,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,str,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,str,long,long,None,
143,534,3606,0x0,"",,,"Envahisseurs = %2454w",,,,,,,,,,,,,,0xFF01FE,,,"Nombre d'envahisseurs dans la base de l'Alliance",,,,,,,,,,,,,,0xFF01FE,2486,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
172,534,3606,0x0,"",,,"Vague en cours : %2842w sur 8",,,,,,,,,,,,,,0xFF01FE,,,"Vague en cours",,,,,,,,,,,,,,0xFF01FE,2842,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
159,559,0,0x0,"",,,"Équipe dorée : %3601w personnages restants",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,2577,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
160,559,0,0x0,"",,,"Équipe verte : %3600w personnages restants",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,2577,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
165,560,2367,0x0,"",,,"Bombes incendiaires placées = %2436w/5",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de bombes incendiaires placées dans Fort-de-Durn",,,,,,,,,,,,,,0xFF01FE,2436,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
151,562,0,0x0,"",,,"Équipe verte : %3600w personnages restants",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,2547,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
152,562,0,0x0,"",,,"Équipe dorée : %3601w personnages restants",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,2547,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
164,566,0,0x0,"",,,"",,,,,,,,,,,,,,0xFF01FC,,,"",,,,,,,,,,,,,,0xFF01FC,2718,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"CAPTUREPOINT",2719,2720,,
166,566,0,0x0,"Interface\TargetingFrame\UI-PVP-Alliance",,,"Bases : %2752w  Points de victoire : %2749w/1600",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,2769,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
167,566,0,0x0,"Interface\TargetingFrame\UI-PVP-Horde",,,"Bases : %2753w  Points de victoire : %2750w/1600",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,2770,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
183,566,0,0x0,"Interface\WorldStateFrame\ColumnIcon-FlagCapture2.blp",,,"Captures de drapeau",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de fois où vous avez capturé le drapeau",,,,,,,,,,,,,,0xFF01FE,0,2,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
179,568,3805,0x0,"",,,"Sacrifice dans : %3106w min.",,,,,,,,,,,,,,0xFF01FE,,,"Temps restant avant l'exécution des prisonniers.",,,,,,,,,,,,,,0xFF01FE,3104,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
184,571,0,0x0,"",,,"Progression : %3467w",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,3466,1,"",,,"",,,,,,,,,,,,,,0xFF01FC,"CAPTUREPOINT",3467,3468,,
186,571,0,0x0,"",,,"Progression : %2427w",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,3501,1,"",,,"",,,,,,,,,,,,,,0xFF01FC,"CAPTUREPOINT",3502,3508,,
215,571,0,0x0,"Interface\WorldStateFrame\ColumnIcon-FlagCapture",,,"Murs détruits",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de fois où vous avez détruit des murs ennemis.",,,,,,,,,,,,,,0xFF01FE,0,2,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
216,571,0,0x0,"Interface\WorldStateFrame\ColumnIcon-FlagCapture",,,"Bâtiments détruits",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de fois où vous avez détruit des bâtiments ennemis.",,,,,,,,,,,,,,0xFF01FE,0,2,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
188,571,4197,0x0,"Interface\TargetingFrame\UI-PVP-Horde",,,"Véhicules : %3490w/%3491w",,,,,,,,,,,,,,0xFF01FE,,,"Situation de la Horde",,,,,,,,,,,,,,0xFF01FE,3710,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
189,571,4197,0x0,"Interface\TargetingFrame\UI-PVP-Alliance",,,"Véhicules : %3680w/%3681w",,,,,,,,,,,,,,0xFF01FE,,,"Situation de l'Alliance",,,,,,,,,,,,,,0xFF01FE,3710,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
210,571,4197,0x0,"Interface\TargetingFrame\UI-PVP-Alliance",,,"Contrôle : Alliance",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,3803,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
211,571,4197,0x0,"Interface\TargetingFrame\UI-PVP-Horde",,,"Contrôle : Horde",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,3802,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
208,571,4197,0x0,"",,,"Temps restant : %3781k",,,,,,,,,,,,,,0xFF01FE,,,"La partie s'achève à la fin de ce temps.",,,,,,,,,,,,,,0xFF01FE,3710,3,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
212,571,4197,0x0,"",,,"Prochaine bataille : %4354k",,,,,,,,,,,,,,0xFF01FE,,,"La guerre pour le lac Joug-d'hiver reprendra à la fin de ce temps.",,,,,,,,,,,,,,0xFF01FE,3801,3,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
175,572,0,0x0,"",,,"Équipe dorée : %3601w personnages restants",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,3002,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
176,572,0,0x0,"",,,"Équipe verte : %3600w personnages restants",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,3002,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
190,578,0,0x0,"",,,"Assemblages centrifuges : %3486w restant(s)",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,3524,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
185,595,0,0x0,"",,,"Caisses contaminées découvertes : %3480w/5",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de caisses de céréales pestiférées découvertes.",,,,,,,,,,,,,,0xFF01FE,3479,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
187,595,0,0x0,"",,,"Vague du Fléau = %3504w/10",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de vagues du Fléau rencontrées.",,,,,,,,,,,,,,0xFF01FE,3504,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
230,595,0,0x0,"",,,"Temps restant = %3931w min.",,,,,,,,,,,,,,0xFF01FE,,,"Temps jusqu'à ce que le gardien du Temps soit corrompu.",,,,,,,,,,,,,,0xFF01FE,3932,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
240,603,4273,0x0,"",,,"Signal de détresse d'Algalon transmis dans= %4131w min.",,,,,,,,,,,,,,0xFF01FE,,,"Temps restant avant l'envoi du message.",,,,,,,,,,,,,,0xFF01FE,4132,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
191,607,0,0x0,"",,,"Progression : %3537w",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,3536,1,"",,,"",,,,,,,,,,,,,,0xFF01FC,"CAPTUREPOINT",3537,3538,,
232,607,0,0x0,"Interface\WorldStateFrame\ColumnIcon-FlagCapture",,,"Démolisseurs détruits",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de fois où vous avez détruit un démolisseur.",,,,,,,,,,,,,,0xFF01FE,0,2,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
231,607,0,0x0,"Interface\WorldStateFrame\ColumnIcon-FlagCapture",,,"Portes détruites",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de fois où vous avez détruit une porte.",,,,,,,,,,,,,,0xFF01FE,0,2,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
192,607,4384,0x0,"Interface\TargetingFrame\UI-PVP-Alliance",,,"Attaquant",,,,,,,,,,,,,,0xFF01FE,,,"Situation de l'Alliance",,,,,,,,,,,,,,0xFF01FE,4352,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
193,607,4384,0x0,"Interface\TargetingFrame\UI-PVP-Horde",,,"Défenseur",,,,,,,,,,,,,,0xFF01FE,,,"Situation de la Horde",,,,,,,,,,,,,,0xFF01FE,4352,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
194,607,4384,0x0,"",,,"Fin du round : %3559w:%3560w%3561w",,,,,,,,,,,,,,0xFF01FE,,,"Le round se termine à la fin de ce temps",,,,,,,,,,,,,,0xFF01FE,2889,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
196,607,4384,0x0,"Interface\TargetingFrame\UI-PVP-Alliance",,,"Défenseur",,,,,,,,,,,,,,0xFF01FE,,,"Situation de l'Alliance",,,,,,,,,,,,,,0xFF01FE,4353,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
197,607,4384,0x0,"Interface\TargetingFrame\UI-PVP-Horde",,,"Attaquant",,,,,,,,,,,,,,0xFF01FE,,,"Situation de la Horde",,,,,,,,,,,,,,0xFF01FE,4353,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
198,607,4384,0x0,"",,,"Bonus temps : %3559w:%3560w%3561w",,,,,,,,,,,,,,0xFF01FE,,,"Temps restant pour les points bonus",,,,,,,,,,,,,,0xFF01FE,3571,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
199,607,4384,0x0,"",,,"Fin du round : %3559w:%3560w%3561w",,,,,,,,,,,,,,0xFF01FE,,,"Le round se termine à la fin de ce temps",,,,,,,,,,,,,,0xFF01FE,3565,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
247,607,4384,0x0,"",,,"Fin du round : %3559w:%3560w%3561w",,,,,,,,,,,,,,0xFF01FE,,,"Le round se termine à la fin de ce temps",,,,,,,,,,,,,,0xFF01FE,3564,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
213,608,0,0x0,"",,,"Résistance du sceau de la prison : %3815w%",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,3816,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
214,608,4415,0x0,"",,,"Portails ouverts : %3810w/18",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,3816,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
200,609,0,0x80,"",,,"Troupes de la Lumière restantes : %3590w",,,,,,,,,,,,,,0xFF01FE,,,"Troupes de la Lumière restantes !",,,,,,,,,,,,,,0xFF01FE,3592,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
201,609,0,0x80,"",,,"Troupes du Fléau restantes : %3591w",,,,,,,,,,,,,,0xFF01FE,,,"Troupes du Fléau restantes !",,,,,,,,,,,,,,0xFF01FE,3592,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
202,609,0,0x80,"",,,"%3604w minutes avant la bataille de l'Espoir de Lumière !",,,,,,,,,,,,,,0xFF01FE,,,"Temps restant avant le début de la bataille pour la chapelle de l'Espoir de Lumière !",,,,,,,,,,,,,,0xFF01FE,3603,1,"",,,"",,,,,,,,,,,,,,0xFF01EC,"",0,0,,
203,609,0,0x80,"",,,"La bataille pour la chapelle de l'Espoir de Lumière a commencé !",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,3605,1,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
204,617,0,0x0,"",,,"Équipe dorée : %3601w personnages restants",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,3610,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
205,617,0,0x0,"",,,"Équipe verte : %3600w personnages restants",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,3610,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
206,618,0,0x0,"",,,"Équipe dorée : %3601w personnages restants",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,3610,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
207,618,0,0x0,"",,,"Équipe verte : %3600w personnages restants",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,3610,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
241,628,0,0x0,"Interface\TargetingFrame\UI-PVP-Alliance",,,"Renforts : %4226w",,,,,,,,,,,,,,0xFF01FE,,,"Renforts de l'Alliance",,,,,,,,,,,,,,0xFF01FE,4221,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
242,628,0,0x0,"Interface\TargetingFrame\UI-PVP-Horde",,,"Renforts : %4227w",,,,,,,,,,,,,,0xFF01FE,,,"Renforts de la Horde",,,,,,,,,,,,,,0xFF01FE,4222,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
245,628,0,0x0,"Interface\WorldStateFrame\ColumnIcon-TowerCapture",,,"Bases attaquées",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de fois où les bannières de la base ennemie ont été retirées",,,,,,,,,,,,,,0xFF01FE,0,2,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
246,628,0,0x0,"Interface\WorldStateFrame\ColumnIcon-TowerDefend",,,"Bases défendues",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de fois où la prise d'une base a été évitée",,,,,,,,,,,,,,0xFF01FE,0,2,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
250,631,0,0x0,"",,,"Temps jusqu'à exécution : %4904w min",,,,,,,,,,,,,,0xFF01FE,,,"Temps restant avant que Minchar succombe.",,,,,,,,,,,,,,0xFF01FE,4903,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
254,631,4859,0x0,"",,,"Tentatives héroïques ratées avant le repli : %4941w sur %4942w",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,4940,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
253,631,4889,0x0,"",,,"Tentatives héroïques ratées avant le repli : %4941w sur %4942w",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,4940,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
251,631,4890,0x0,"",,,"Tentatives héroïques ratées avant le repli : %4941w sur %4942w",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,4940,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
252,631,4891,0x0,"",,,"Tentatives héroïques ratées avant le repli : %4941w sur %4942w",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,4940,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
255,631,4910,0x0,"",,,"Tentatives héroïques ratées avant le repli : %4941w sur %4942w",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,4940,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
248,649,0,0x0,"",,,"Tentatives infructueuses restantes : %4389w",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,4390,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
249,668,0,0x0,"",,,"Vague d'esprit = %4882w/10",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de vagues d'esprits rencontrées.",,,,,,,,,,,,,,0xFF01FE,4884,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
272,724,0,0x20,"",,,"Corporéité de Halion : %5050w%",,,,,,,,,,,,,,0xFF01FE,,,"Corporéité de Halion dans cette dimension",,,,,,,,,,,,,,0xFF01FE,5051,1,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
273,724,0,0x1,"",,,"Corporéité de Halion : %5049w%",,,,,,,,,,,,,,0xFF01FE,,,"Corporéité de Halion dans cette dimension",,,,,,,,,,,,,,0xFF01FE,5051,1,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
310,726,0,0x0,"Interface\WorldStateFrame\ColumnIcon-FlagCapture",,,"Drapeaux capturés",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de fois où vous avez capturé le drapeau ennemi",,,,,,,,,,,,,,0xFF01FE,0,2,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
311,726,0,0x0,"Interface\WorldStateFrameColumn\Icon-FlagReturn",,,"Drapeaux ramenés",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de fois où vous avez rapporté votre drapeau à la base",,,,,,,,,,,,,,0xFF01FE,0,2,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
312,726,5005,0x0,"",,,"Temps restant : %6120w min.",,,,,,,,,,,,,,0xFF01FE,,,"Temps restant",,,,,,,,,,,,,,0xFF01FE,6121,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
313,726,0,0x0,"Interface\TargetingFrame\UI-PVP-Alliance",,,"Drapeaux capturés par l'Alliance : %6101w/3",,,,,,,,,,,,,,0xFF01FE,,,"Drapeaux capturés par l'Alliance",,,,,,,,,,,,,,0xFF01FE,0,0,"",,,"Le drapeau de la Horde a été pris",,,,,,,,,,,,,,0xFF01FE,"",0,0,,
314,726,0,0x0,"Interface\TargetingFrame\UI-PVP-Horde",,,"Drapeaux capturés par la Horde : %6102w/3",,,,,,,,,,,,,,0xFF01FE,,,"Drapeaux capturés par la Horde",,,,,,,,,,,,,,0xFF01FE,0,0,"",,,"Le drapeau de l'Alliance a été pris",,,,,,,,,,,,,,0xFF01FE,"",0,0,,
316,761,0,0x0,"Interface\TargetingFrame\UI-PVP-Alliance",,,"Bases : %6200w  Ressources: %6202w/2000",,,,,,,,,,,,,,0xFF01FE,,,"Situation de l'Alliance",,,,,,,,,,,,,,0xFF01FE,0,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
317,761,0,0x0,"Interface\TargetingFrame\UI-PVP-Horde",,,"Bases : %6201w  Ressources: %6203w/2000",,,,,,,,,,,,,,0xFF01FE,,,"Situation de la Horde",,,,,,,,,,,,,,0xFF01FE,0,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
318,761,0,0x0,"Interface\WorldStateFrame\ColumnIcon-TowerCapture",,,"Bases attaquées",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de fois où les bannières de la base ennemie ont été retirées",,,,,,,,,,,,,,0xFF01FE,0,2,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
319,761,0,0x0,"Interface\WorldStateFrame\ColumnIcon-TowerDefend",,,"Bases défendues",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de fois où la prise d'une base a été évitée",,,,,,,,,,,,,,0xFF01FE,0,2,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
412,774,0,0x0,"Interface\TargetingFrame\UI-PVP-Alliance",,,"Points de victoire : %6303w/1600",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FE,0,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
413,774,0,0x0,"Interface\TargetingFrame\UI-PVP-Horde",,,"Points de victoire : %6304w/1600",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FE,0,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
418,774,0,0x0,"Interface\WorldStateFrame\ColumnIcon-FlagCapture2.blp",,,"Possession de l’orbe",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de fois où vous avez contrôlé un orbe",,,,,,,,,,,,,,0xFF01FE,0,2,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
419,774,0,0x0,"",,,"Points de victoire",,,,,,,,,,,,,,0xFF01FE,,,"Nombre de points de victoire obtenus",,,,,,,,,,,,,,0xFF01FE,0,2,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
320,853,0,0x0,"",,,"Équipe dorée : %3601w personnages restants",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,2577,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
321,853,0,0x0,"",,,"Équipe verte : %3600w personnages restants",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,2577,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
322,854,0,0x0,"",,,"Équipe dorée : %3601w personnages restants",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,2577,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
323,854,0,0x0,"",,,"Équipe verte : %3600w personnages restants",,,,,,,,,,,,,,0xFF01FE,,,"",,,,,,,,,,,,,,0xFF01FC,2577,0,"",,,"",,,,,,,,,,,,,,0xFF01FC,"",0,0,,
