long,long,long,long,long,long,long,bool,long,flags,long,long,long,flags,long,long,long,long,long,long,long,long,long,long,long,long,float,float,float,float,float,float,
8106,266,6927,0,3450,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8107,6929,5390,413,0,0,717,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,609,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8108,0,0,0,6677,0,6674,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8109,0,0,0,6933,0,7302,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8110,6935,6936,0,6094,0,0,0,0,0x0,1,3015,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8111,345,181,6973,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8112,6249,167,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8113,6249,167,0,4290,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,9210,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8114,266,6937,0,0,0,0,0,0,0x0,1,1454,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8115,0,0,0,0,0,0,1,3212,0x0,1,3011,0,0x0,0,7595,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8116,0,218,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8117,0,6939,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8118,0,0,0,6940,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8119,60,6942,813,221,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8120,6777,6943,2350,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8121,0,81,6945,6944,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8122,0,0,0,349,0,0,1,3142,0x0,2,3011,0,0x0,0,0,-1,0,0,0,0,0,0,0,9320,0,0.0,0.0,0.0,0.0,0.0,0.0,
8123,114,118,0,535,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8124,0,659,283,360,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8125,5093,797,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8126,0,0,0,6951,0,6854,0,0,0x0,2,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8127,0,0,991,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8128,345,181,7107,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8129,0,388,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8130,0,0,0,6954,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8131,0,2370,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8132,36,37,3031,6742,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,9167,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8133,6955,6713,0,293,0,402,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8134,0,0,0,0,0,729,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8135,0,0,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,9256,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8136,0,6956,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8137,0,0,0,0,0,0,0,0,0x0,1,0,0,0x0,0,220,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8138,0,7050,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8139,0,0,805,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8140,185,165,226,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,9179,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8141,114,118,0,234,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8142,0,0,0,6961,0,6960,0,0,0x0,2,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8143,7296,6962,7145,7130,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8144,0,6964,0,0,0,0,0,0,0x0,0,0,0,0x0,0,6963,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8145,345,181,0,6966,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8146,0,182,6968,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8147,0,6924,6029,108,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8148,0,6969,6970,780,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8149,0,0,1167,653,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8150,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,9371,0.0,0.0,0.0,0.0,0.0,0.0,
8151,0,75,0,6443,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8152,80,110,390,6972,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8153,0,6817,6849,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8154,0,853,498,4031,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8155,0,0,437,0,0,0,1,528,0x0,1,3013,0,0x1,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8156,0,0,0,6975,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8157,0,0,0,0,0,6976,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8158,0,6978,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8159,0,0,0,0,0,0,1,3431,0x0,2,0,0,0x4,0,0,1,0,0,0,0,224,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8160,0,6977,0,985,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,2064,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8161,0,81,12178,6951,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8162,0,659,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8163,0,0,4991,3531,0,0,1,259,0x0,1,3013,0,0x1,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8164,0,0,1005,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8165,0,6980,1005,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8166,0,6980,728,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8167,0,6980,4991,3531,0,0,1,259,0x0,1,3013,0,0x1,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8168,0,6980,121,0,0,0,0,0,0x0,1,3012,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8169,0,6980,283,0,0,0,0,0,0x0,1,3087,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8170,0,6980,219,0,0,0,1,151,0x0,1,3015,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8171,0,0,0,534,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8172,0,0,0,6981,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8173,0,0,0,6982,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8174,0,0,0,6983,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8175,0,0,0,6984,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8176,0,0,0,6985,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8177,0,0,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,9289,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8178,0,6986,805,784,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8179,0,0,5371,0,0,0,1,3249,0x0,1,0,0,0x4,0,0,-1,0,0,0,0,861,0,0,9317,0,0.0,0.0,0.0,0.0,0.0,0.0,
8180,6987,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8181,345,181,0,6469,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8182,0,0,0,370,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8183,30,38,6988,0,0,0,1,503,0x0,2,3011,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8184,0,37,320,5829,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8185,0,3595,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,9275,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8186,6991,1184,6989,2209,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8187,6991,6990,702,1805,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,9180,0.0,0.0,0.0,0.0,0.0,0.0,
8188,704,3309,213,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8189,345,181,0,6992,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8190,266,730,0,6993,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8191,99,270,0,6994,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8192,0,0,0,6951,0,0,0,0,0x0,2,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8193,6777,6995,2350,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8194,358,7007,7008,0,0,0,1,1863,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,4931,0,0.0,0.0,0.0,0.0,0.0,0.0,
8195,0,44,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8196,0,6996,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8197,0,0,0,7020,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,9269,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8198,60,61,0,6997,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8199,217,218,0,6998,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8200,266,730,0,6999,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8201,124,72,0,7000,0,0,0,0,0x0,1,3087,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8202,184,119,0,7001,0,0,0,0,0x0,1,3012,0,0x1,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8203,194,202,0,7002,0,0,0,0,0x0,1,3013,0,0x1,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8204,6924,1924,220,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8205,0,0,0,7003,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8206,345,181,0,7004,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8207,0,0,0,3129,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8208,6777,6778,0,0,0,0,0,0,0x0,1,3015,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8209,0,0,0,7005,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8210,4451,7006,76,235,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8211,0,0,0,2849,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,9369,0.0,0.0,0.0,0.0,0.0,0.0,
8212,0,0,145,0,0,0,1,523,0x0,1,0,0,0x1,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8213,0,7009,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8214,0,7010,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8215,0,0,0,7161,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8216,0,7013,7011,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,9265,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8217,7630,7631,6415,10168,0,10168,1,98,0x0,1,0,0,0x5,0,0,2,-100,300,850,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8218,0,0,0,7015,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8219,0,0,7016,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8220,0,2409,0,349,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8221,0,0,0,6951,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8222,0,0,12178,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8223,114,0,501,0,0,0,0,0,0x0,2,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8224,266,730,2290,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8225,0,0,0,7019,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8226,0,0,6953,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8227,0,0,728,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,9173,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8228,0,0,0,6763,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8229,217,218,273,6031,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8230,0,0,0,0,0,7021,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8231,0,7022,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8232,0,0,3031,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8233,0,0,7024,7034,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8234,0,181,0,0,0,0,1,3403,0x0,1,0,0,0x1,0,0,-1,0,0,0,0,101,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8235,0,0,0,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,9353,0.0,0.0,0.0,0.0,0.0,0.0,
8236,2371,37,220,0,0,0,1,3403,0x0,1,3087,0,0x0,0,0,-1,0,0,0,0,101,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8237,0,7025,0,6448,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8238,194,202,216,3709,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8239,0,7026,437,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8240,0,0,0,6669,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8241,0,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,9276,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8242,0,1644,4991,6651,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8243,0,7028,0,0,0,0,0,0,0x0,1,0,0,0x0,0,7029,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8244,99,270,0,7030,0,0,0,0,0x0,1,0,0,0x0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8245,0,181,3031,564,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8246,0,7032,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8247,0,6817,0,6699,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8248,0,0,419,0,0,0,1,408,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8249,199,207,6809,6426,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8250,7033,0,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8251,0,7039,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8252,0,429,7040,6807,0,7047,1,0,0x0,1,0,0,0x1,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8253,185,165,231,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8254,0,7041,0,0,0,4809,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8255,0,7042,276,288,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8256,0,7043,7044,235,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,9169,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8257,7428,730,0,0,0,7045,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8258,0,0,0,0,0,7046,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8259,0,0,4569,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8260,217,218,498,4031,0,473,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8261,0,81,12178,7049,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8262,0,10123,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8263,0,7051,550,7052,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8264,358,7053,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8265,223,224,0,7054,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8266,0,988,1005,0,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8267,0,0,0,7055,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8268,0,548,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,9280,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8269,358,7058,0,0,0,0,0,0,0x0,0,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
8270,0,0,0,6608,0,0,0,0,0x0,1,0,0,0x0,0,0,-1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
