long,long,long,long,float,
2822,70,1267,180,-10000.0,
2582,70,1268,171,-10000.0,
2819,70,1269,180,-10000.0,
2612,70,1270,171,-10000.0,
2613,70,1271,171,-10000.0,
2591,70,1272,171,-10000.0,
2614,70,1273,171,-10000.0,
2592,70,1274,171,-10000.0,
2615,70,1275,171,-10000.0,
2616,70,1276,171,-10000.0,
2593,70,1277,171,-10000.0,
2617,70,1278,171,-10000.0,
2603,70,1279,171,-10000.0,
2594,70,1280,171,-10000.0,
2618,70,1281,171,-10000.0,
2595,70,1282,171,-10000.0,
2619,70,1283,171,-10000.0,
2620,70,1284,171,-10000.0,
2823,70,1284,180,-10000.0,
2596,70,1285,171,-10000.0,
2621,70,1286,171,-10000.0,
2597,70,1287,171,-10000.0,
2820,70,1288,180,-10000.0,
2583,70,1289,171,-10000.0,
2821,70,1290,180,-10000.0,
2623,70,1291,171,-10000.0,
2624,70,1292,171,-10000.0,
2599,70,1293,171,-10000.0,
2625,70,1294,171,-10000.0,
2626,70,1295,171,-10000.0,
2600,70,1296,171,-10000.0,
2627,70,1297,171,-10000.0,
2601,70,1298,171,-10000.0,
2584,70,1299,171,-10000.0,
2628,70,1300,171,-10000.0,
2602,70,1301,171,-10000.0,
2629,70,1302,171,-10000.0,
2630,70,1303,171,-10000.0,
2587,70,6174,171,-10000.0,
2604,70,8105,171,-10000.0,
2585,70,8106,171,-10000.0,
2605,70,8107,171,-10000.0,
2586,70,8108,171,-10000.0,
2606,70,8109,171,-10000.0,
2655,90,1104,172,-10000.0,
2561,90,1105,169,-10000.0,
2661,90,1106,169,-10000.0,
2562,90,1107,169,-10000.0,
2563,90,1108,169,-10000.0,
2564,90,1109,169,-10000.0,
2565,90,1110,169,-10000.0,
2566,90,1111,169,-10000.0,
2567,90,1112,169,-10000.0,
2550,90,1113,168,-10000.0,
2549,90,1114,168,-10000.0,
2548,90,1115,168,-10000.0,
2547,90,1116,168,-10000.0,
2558,90,1117,169,-10000.0,
2665,90,1117,168,-10000.0,
4095,90,1118,169,-10000.0,
2556,90,1119,168,-10000.0,
4097,90,1119,169,-10000.0,
2554,90,1120,168,-10000.0,
2557,90,1121,169,-10000.0,
2559,90,1122,169,-10000.0,
2552,90,1122,168,-180.0,
4099,90,1123,169,-10000.0,
4096,90,1124,169,-10000.0,
4101,90,1125,169,-10000.0,
2553,90,1127,168,-10000.0,
2551,90,1129,168,-10000.0,
2560,90,1130,169,-10000.0,
2555,90,1131,168,-10000.0,
4103,90,1131,169,-10000.0,
4098,90,1132,169,-10000.0,
4100,90,1133,169,-10000.0,
4102,90,1134,169,-10000.0,
2641,90,1135,170,-10000.0,
2643,90,1135,172,-10000.0,
2570,90,1137,169,-10000.0,
2572,90,1138,170,-10000.0,
2569,90,1139,169,-10000.0,
2571,90,1140,169,-10000.0,
2660,90,1141,172,-10000.0,
2656,90,1142,172,-10000.0,
2654,90,1143,172,-10000.0,
2652,90,1145,172,-10000.0,
2650,90,1146,172,-10000.0,
2648,90,1147,172,-10000.0,
2646,90,1148,172,-10000.0,
2642,90,1149,170,-10000.0,
2644,90,1149,172,-10000.0,
2647,90,1151,172,-10000.0,
2653,90,1152,172,-10000.0,
2657,90,1153,172,-10000.0,
2659,90,1154,172,-10000.0,
2575,90,1155,170,-10000.0,
2580,90,1156,170,-10000.0,
2581,90,1157,170,-10000.0,
2573,90,1158,170,-10000.0,
2574,90,1159,170,-10000.0,
2578,90,1160,170,-10000.0,
2576,90,1161,170,-10000.0,
2633,90,1162,170,-10000.0,
2568,90,1166,169,-10000.0,
2651,90,1167,172,-10000.0,
2649,90,1168,172,-10000.0,
2645,90,1169,172,-10000.0,
2658,90,1170,172,-10000.0,
2545,90,1172,168,-10000.0,
2546,90,6957,168,-10000.0,
2640,90,7187,170,-10000.0,
2634,90,7188,170,-10000.0,
2579,90,7189,170,-10000.0,
2635,90,7190,170,-10000.0,
2639,90,7191,170,-10000.0,
2636,90,7192,170,-10000.0,
2637,90,7193,170,-10000.0,
2638,90,7194,170,-10000.0,
2662,90,18695,170,-10000.0,
2664,90,18696,170,-10000.0,
2663,90,18697,170,-10000.0,
2577,90,18698,170,-10000.0,
2749,109,5195,176,-10000.0,
2747,109,5202,176,-10000.0,
2752,109,5206,176,-10000.0,
2750,109,5207,176,-10000.0,
2740,109,5208,176,-10000.0,
2745,109,5209,176,-10000.0,
2743,109,5210,176,-10000.0,
2739,109,5211,176,-10000.0,
2746,109,5252,176,-10000.0,
2751,109,5253,176,-10000.0,
2744,109,5254,176,-10000.0,
2753,109,5255,176,-10000.0,
2754,109,5256,176,-10000.0,
2741,109,5259,176,-10000.0,
2742,109,5260,176,-10000.0,
2721,109,5192,177,-10000.0,
2722,109,5193,177,-10000.0,
2723,109,5196,177,-10000.0,
2724,109,5197,177,-10000.0,
2725,109,5198,177,-10000.0,
2726,109,5199,177,-10000.0,
2727,109,5203,177,-10000.0,
2728,109,5204,177,-10000.0,
2729,109,5291,177,-10000.0,
2730,109,5292,177,-10000.0,
2731,109,5294,177,-10000.0,
2732,109,5295,177,-10000.0,
2733,109,5298,177,-10000.0,
2734,109,5303,177,-10000.0,
2735,109,5304,177,-10000.0,
2736,109,5305,177,-10000.0,
2737,109,5307,177,-10000.0,
2738,109,5315,177,-10000.0,
2679,109,5190,178,-10000.0,
2680,109,5191,178,-10000.0,
2681,109,5194,178,-10000.0,
2682,109,5200,178,-10000.0,
2683,109,5205,178,-10000.0,
2684,109,5261,178,-10000.0,
2685,109,5263,178,-10000.0,
2686,109,5264,178,-10000.0,
2687,109,5267,178,-10000.0,
2688,109,5268,178,-10000.0,
2689,109,5269,178,-10000.0,
2690,109,5270,178,-10000.0,
2691,109,5271,178,-10000.0,
2692,109,5272,178,-10000.0,
2693,109,5273,178,-10000.0,
2694,109,5274,178,-10000.0,
2695,109,5275,178,-10000.0,
2696,109,5276,178,-10000.0,
2697,109,5277,178,-10000.0,
2698,109,5278,178,-10000.0,
2699,109,5279,178,-10000.0,
2700,109,5280,178,-10000.0,
2701,109,5281,178,-10000.0,
2702,109,5282,178,-10000.0,
2703,109,5283,178,-10000.0,
2704,109,5284,178,-10000.0,
2705,109,5285,178,-10000.0,
2706,109,5286,178,-10000.0,
2707,109,5287,178,-10000.0,
2708,109,5288,178,-10000.0,
2709,109,5290,178,-10000.0,
2710,109,5296,178,-10000.0,
2711,109,5297,178,-10000.0,
2712,109,5299,178,-10000.0,
2713,109,5301,178,-10000.0,
2714,109,5306,178,-10000.0,
2715,109,5308,178,-10000.0,
2716,109,5309,178,-10000.0,
2717,109,5310,178,-10000.0,
2718,109,5311,178,-10000.0,
2719,109,5312,178,-10000.0,
2720,109,5313,178,-10000.0,
2161,129,5911,150,-10000.0,
2167,129,5912,150,-10000.0,
2162,129,5913,150,-10000.0,
2168,129,5914,150,-10000.0,
2163,129,5915,150,-10000.0,
2169,129,5916,150,-10000.0,
2164,129,5917,150,-10000.0,
2166,129,5918,150,-10000.0,
2170,129,5919,150,-10000.0,
2171,129,5923,150,-10000.0,
2165,129,5924,150,-10000.0,
1996,189,7874,137,-10000.0,
2007,189,7875,137,-10000.0,
1997,189,7876,137,-10000.0,
2008,189,7877,137,-10000.0,
1998,189,7878,137,-10000.0,
2009,189,7879,137,-10000.0,
2811,189,7883,137,-10000.0,
2018,189,7884,137,-10000.0,
2000,189,7885,137,-10000.0,
2011,189,7886,137,-10000.0,
2012,189,7887,137,-10000.0,
2001,189,7888,137,-10000.0,
1994,189,7889,137,-10000.0,
2815,189,7890,137,-10000.0,
2812,189,7891,137,-10000.0,
2816,189,7892,137,-10000.0,
2813,189,7893,137,-10000.0,
2817,189,7894,137,-10000.0,
2814,189,7895,137,-10000.0,
2818,189,7896,137,-10000.0,
4110,189,7897,137,-10000.0,
2005,189,7898,137,-10000.0,
2017,189,7899,137,-10000.0,
2006,189,7900,137,-10000.0,
2802,189,7901,179,-10000.0,
2803,189,7903,179,-10000.0,
2794,189,7904,179,-10000.0,
2804,189,7905,179,-10000.0,
2805,189,7906,179,-10000.0,
2790,189,7907,179,-10000.0,
2795,189,7908,179,-10000.0,
2796,189,7910,179,-10000.0,
2806,189,7911,179,-10000.0,
2797,189,7912,179,-10000.0,
2807,189,7913,179,-10000.0,
4109,189,7914,179,-10000.0,
2808,189,7915,179,-10000.0,
2798,189,7916,179,-10000.0,
2791,189,7917,179,-10000.0,
2809,189,7918,179,-10000.0,
2799,189,7919,179,-10000.0,
2810,189,7920,179,-10000.0,
2800,189,7921,179,-10000.0,
4063,189,7923,140,-10000.0,
2044,189,7924,140,-10000.0,
2038,189,7925,140,-10000.0,
2027,189,7926,140,-10000.0,
2030,189,7927,140,-10000.0,
2028,189,7928,140,-10000.0,
2031,189,7929,140,-10000.0,
4062,189,7930,140,-10000.0,
2032,189,7932,140,-10000.0,
2029,189,7933,140,-10000.0,
2039,189,7934,140,-10000.0,
2033,189,7935,140,-10000.0,
2040,189,7936,140,-10000.0,
4064,189,7937,140,-10000.0,
2034,189,7938,140,-10000.0,
2041,189,7939,140,-10000.0,
2035,189,7940,140,-10000.0,
2042,189,7941,140,-10000.0,
2043,189,7943,140,-10000.0,
2036,189,7944,140,-10000.0,
2037,189,7947,140,-10000.0,
2771,189,7949,141,-10000.0,
2772,189,7951,141,-10000.0,
2782,189,7952,141,-10000.0,
2773,189,7953,141,-10000.0,
2783,189,7954,141,-10000.0,
2774,189,7955,141,-10000.0,
2784,189,7956,141,-10000.0,
2775,189,7957,141,-10000.0,
2785,189,7958,141,-10000.0,
2776,189,7959,141,-10000.0,
2786,189,7960,141,-10000.0,
2777,189,7961,141,-10000.0,
2787,189,7962,141,-10000.0,
2778,189,7963,141,-10000.0,
2801,189,7968,179,-10000.0,
4108,189,8548,179,-10000.0,
2792,189,14690,179,-10000.0,
2789,189,14691,179,-10000.0,
2793,189,14692,179,-10000.0,
2788,189,14693,141,-10000.0,
2769,189,14694,141,-10000.0,
2779,189,14695,141,-10000.0,
2770,189,14696,141,-10000.0,
2780,189,14697,141,-10000.0,
2781,189,14698,141,-10000.0,
3105,229,13045,209,-10000.0,
3104,229,13049,209,-10000.0,
3089,229,13052,208,-10000.0,
3100,229,13052,209,-10000.0,
3210,229,13053,209,-10000.0,
3102,229,13054,209,-10000.0,
3096,229,13055,209,-10000.0,
4742,229,13056,209,-10000.0,
4705,229,13057,209,-10000.0,
3116,229,13058,210,-10000.0,
3097,229,13060,209,-10000.0,
3099,229,13061,209,-10000.0,
3118,229,13062,210,-10000.0,
3119,229,13063,210,-10000.0,
3122,229,13064,211,-10000.0,
3127,229,13065,212,-10000.0,
3126,229,13066,212,-10000.0,
4092,229,13067,212,-10000.0,
3123,229,13068,211,-10000.0,
3125,229,13068,212,98.0,
3124,229,13069,211,-10000.0,
3120,229,13070,210,-10000.0,
3121,229,13070,211,-10000.0,
3128,229,13072,212,-10000.0,
3135,229,13073,212,-10000.0,
3134,229,13074,212,-10000.0,
3132,229,13075,212,-10000.0,
3133,229,13076,212,-10000.0,
3131,229,13077,212,-10000.0,
3129,229,13078,212,-10000.0,
4145,229,13079,212,-10000.0,
3136,229,13080,212,-10000.0,
4146,229,13081,212,-10000.0,
3098,229,13083,209,-10000.0,
3117,229,13084,210,-10000.0,
3010,229,13085,202,-10000.0,
3214,229,13085,207,10.0,
3091,229,13085,208,20.0,
3101,229,13085,209,44.0,
3113,229,13085,211,77.0,
3130,229,13085,212,95.0,
3137,229,13086,212,-10000.0,
3009,229,13087,202,-10000.0,
3081,229,13087,207,-10000.0,
3092,229,13087,208,-10000.0,
3011,229,13088,202,-10000.0,
3212,229,13088,207,8.0,
3211,229,13089,207,-10000.0,
3006,229,13090,202,-10000.0,
3007,229,13091,202,-10000.0,
3213,229,13092,202,-10000.0,
3005,229,13093,202,-10000.0,
3082,229,13093,207,-6.0,
3008,229,13094,202,-10000.0,
3093,229,13095,208,-10000.0,
3080,229,13096,207,-10000.0,
3083,229,13097,207,-10000.0,
3084,229,13098,207,-10000.0,
3103,229,13099,209,-10000.0,
3109,229,13099,210,-10000.0,
3110,229,13100,210,-10000.0,
3114,229,13101,211,-10000.0,
3108,229,13113,210,-10000.0,
3106,229,13114,210,-10000.0,
3095,229,13115,208,-10000.0,
3094,229,13116,208,-10000.0,
3141,229,13117,212,-10000.0,
3142,229,13118,212,-10000.0,
3140,229,13119,212,-10000.0,
3115,229,13120,211,-10000.0,
3138,229,13121,212,-10000.0,
3111,229,13122,210,-10000.0,
3112,229,13123,210,-10000.0,
3139,229,13124,212,-10000.0,
3107,229,17890,210,-10000.0,
2964,230,13127,200,-10000.0,
2958,230,13134,200,-10000.0,
2959,230,13135,200,-10000.0,
2960,230,13136,200,-10000.0,
2961,230,13137,200,-10000.0,
2962,230,13138,200,-10000.0,
2956,230,13139,200,-10000.0,
2963,230,13140,200,-10000.0,
2968,230,13141,200,-10000.0,
2989,230,13141,201,-10000.0,
3879,230,13142,200,-10000.0,
2971,230,13143,200,-10000.0,
2984,230,13143,201,-38.0,
2970,230,13144,200,-10000.0,
2972,230,13145,200,-10000.0,
2983,230,13146,201,-10000.0,
2987,230,13147,201,-10000.0,
2957,230,13148,200,-10000.0,
2965,230,13149,200,-10000.0,
2982,230,13149,201,-43.0,
2985,230,13150,200,-10000.0,
2990,230,13150,201,-10000.0,
2966,230,13151,200,-10000.0,
2976,230,13151,201,-49.0,
2992,230,13152,201,-10000.0,
2991,230,13153,201,-10000.0,
2993,230,13154,201,-10000.0,
4093,230,13155,201,-10000.0,
2980,230,13156,201,-10000.0,
2979,230,13157,201,-10000.0,
2981,230,13158,201,-10000.0,
2977,230,13159,201,-10000.0,
2967,230,13160,200,-10000.0,
2974,230,13160,201,-55.0,
2975,230,13161,201,-10000.0,
2996,230,13162,201,-10000.0,
2997,230,13163,201,-10000.0,
4704,230,13164,201,-10000.0,
2998,230,13165,201,-10000.0,
3880,230,13166,201,-10000.0,
3000,230,13167,201,-10000.0,
3001,230,13168,201,-10000.0,
3003,230,13169,201,-10000.0,
3004,230,13170,201,-10000.0,
2995,230,13182,201,-10000.0,
4094,230,13183,201,-10000.0,
2994,230,13184,201,-10000.0,
2999,230,13185,201,-10000.0,
3002,230,13186,201,-10000.0,
2973,230,13187,200,-10000.0,
2988,230,13188,201,-10000.0,
2978,230,13190,201,-10000.0,
2938,249,13551,196,-10000.0,
2943,249,13552,196,-10000.0,
2939,249,13553,196,-10000.0,
2942,249,13554,196,-10000.0,
2944,249,13555,196,-10000.0,
2940,249,13556,196,-10000.0,
2945,249,13557,196,-10000.0,
2941,249,13558,196,-10000.0,
2172,289,17294,151,-10000.0,
2190,289,17304,153,-10000.0,
2188,289,17305,153,-10000.0,
2189,289,17306,153,-10000.0,
2195,289,17307,154,-10000.0,
2194,289,17308,154,-10000.0,
2179,289,17311,152,-10000.0,
2173,289,17311,151,127.0,
2174,289,17312,151,110.0,
2175,289,17313,152,-10000.0,
2177,289,17314,152,-10000.0,
2180,289,17315,152,-10000.0,
2184,289,17316,153,-10000.0,
2178,289,17316,152,104.0,
2197,289,17317,154,-10000.0,
2182,289,17317,152,95.0,
2198,289,17318,154,-10000.0,
2186,289,17319,153,-10000.0,
2181,289,17319,152,90.0,
2193,289,17320,154,-10000.0,
2187,289,17320,153,87.0,
2183,289,17321,152,95.0,
4091,289,17323,152,-10000.0,
2196,289,17471,154,-10000.0,
2199,289,17870,152,-10000.0,
2185,289,18950,153,-10000.0,
2232,329,17737,155,-10000.0,
2201,329,17738,155,-10000.0,
4106,329,17739,155,-10000.0,
4887,329,17740,155,-10000.0,
2233,329,17741,155,-10000.0,
2202,329,17742,155,-10000.0,
2234,329,17743,155,-10000.0,
2253,329,17744,156,-10000.0,
2235,329,17745,155,-10000.0,
4107,329,17746,155,-10000.0,
2236,329,17749,155,-10000.0,
2266,329,17749,156,-10000.0,
4888,329,17751,155,-10000.0,
2257,329,17752,156,-10000.0,
2256,329,17753,156,-10000.0,
2260,329,17754,156,-10000.0,
2252,329,17755,156,-10000.0,
2242,329,17756,156,-10000.0,
2254,329,17757,156,-10000.0,
2243,329,17758,156,-10000.0,
2255,329,17759,156,-10000.0,
2244,329,17760,156,-10000.0,
2270,329,17761,156,-10000.0,
2273,329,17762,156,-10000.0,
2264,329,17763,156,-10000.0,
2263,329,17764,156,-10000.0,
2265,329,17765,156,-10000.0,
2267,329,17766,156,-10000.0,
2268,329,17767,156,-10000.0,
2262,329,17768,156,-10000.0,
2245,329,17769,156,-10000.0,
2246,329,17770,156,-10000.0,
2247,329,17771,156,-10000.0,
2248,329,17772,156,-10000.0,
2237,329,17773,156,-10000.0,
2238,329,17774,156,-10000.0,
2239,329,17775,156,-10000.0,
2217,329,17776,155,-10000.0,
2218,329,17777,155,-10000.0,
2203,329,17778,155,-10000.0,
2219,329,17779,155,-10000.0,
2204,329,17780,155,-10000.0,
2220,329,17781,155,-10000.0,
4151,329,17782,156,-10000.0,
2240,329,17783,156,-10000.0,
2250,329,17784,156,-10000.0,
2241,329,17785,156,-10000.0,
2251,329,17786,156,-10000.0,
2206,329,17787,155,-10000.0,
2221,329,17788,155,-10000.0,
2207,329,17789,155,-10000.0,
2222,329,17790,155,-10000.0,
2208,329,17791,155,-10000.0,
2223,329,17792,155,-10000.0,
2224,329,17793,155,-10000.0,
2209,329,17794,155,-10000.0,
2214,329,17795,155,-10000.0,
2225,329,17800,155,-10000.0,
2261,329,17802,156,-10000.0,
2258,329,17803,156,-10000.0,
2226,329,17806,155,-10000.0,
4886,329,17807,155,-10000.0,
2249,329,17808,156,-10000.0,
2271,329,17812,156,-10000.0,
4104,329,17813,156,-10000.0,
2269,329,17814,156,-10000.0,
2272,329,17815,156,-10000.0,
4105,329,17816,156,-10000.0,
2216,329,17817,155,-10000.0,
2227,329,17818,155,-10000.0,
2210,329,17819,155,-10000.0,
2228,329,17820,155,-10000.0,
2229,329,17821,155,-10000.0,
2211,329,17822,155,-10000.0,
2230,329,17823,155,-10000.0,
2212,329,17824,155,-10000.0,
2231,329,17825,155,-10000.0,
2215,329,17826,155,-10000.0,
2213,329,17827,155,-10000.0,
2200,329,18410,155,-10000.0,
3525,349,17052,257,-10000.0,
3526,349,17053,257,-10000.0,
3527,349,17054,257,-10000.0,
3528,349,17055,257,-10000.0,
3588,349,17056,257,-10000.0,
3529,349,17057,257,-10000.0,
3530,349,17058,257,-10000.0,
3533,349,17059,257,-10000.0,
3534,349,17060,257,-10000.0,
3535,349,17061,257,-10000.0,
3536,349,17062,257,-10000.0,
3537,349,17063,257,-10000.0,
3538,349,17064,257,-10000.0,
3539,349,17065,257,-10000.0,
3590,349,17066,257,-10000.0,
3591,349,17067,257,-10000.0,
3589,349,17068,257,-10000.0,
3531,349,17069,257,-10000.0,
3532,349,17070,257,-10000.0,
3523,349,17071,257,-10000.0,
3524,349,17072,257,-10000.0,
3502,349,17073,256,-10000.0,
3503,349,17074,256,-10000.0,
3504,349,17075,256,-10000.0,
3505,349,17076,256,-10000.0,
3521,349,17077,256,-10000.0,
3520,349,17078,256,-10000.0,
3518,349,17079,256,-10000.0,
3516,349,17080,256,-10000.0,
3507,349,17081,256,-10000.0,
3509,349,17086,256,-10000.0,
3510,349,17088,256,-10000.0,
3511,349,17089,256,-10000.0,
3515,349,17091,256,-10000.0,
3514,349,17092,256,-10000.0,
3513,349,17093,256,-10000.0,
3512,349,17094,256,-10000.0,
3519,349,17095,256,-10000.0,
3522,349,17097,256,-10000.0,
3517,349,17911,256,-10000.0,
3508,349,17912,256,-10000.0,
3506,349,19050,256,-10000.0,
3501,349,19051,256,-10000.0,
1991,389,17670,136,-10000.0,
1988,389,17671,136,-10000.0,
1989,389,17672,136,-10000.0,
1992,389,17673,136,-10000.0,
1990,389,17674,136,-10000.0,
1993,389,17681,136,-10000.0,
2832,409,14763,181,-10000.0,
2826,409,14764,181,-10000.0,
2825,409,14765,181,-10000.0,
2833,409,14766,181,-10000.0,
2827,409,14767,181,-10000.0,
2834,409,14768,181,-10000.0,
2824,409,14769,181,-10000.0,
2828,409,14770,181,-10000.0,
2835,409,14771,181,-10000.0,
2829,409,14772,181,-10000.0,
2830,409,14773,181,-10000.0,
2831,409,14775,181,-10000.0,
3645,429,18116,263,-10000.0,
3694,429,18117,267,-10000.0,
3692,429,18120,267,-10000.0,
3693,429,18121,267,-10000.0,
3691,429,18122,267,-10000.0,
3651,429,18125,263,-10000.0,
3649,429,18126,263,-10000.0,
3650,429,18127,263,-10000.0,
3652,429,18128,263,-10000.0,
3653,429,18129,263,-10000.0,
3664,429,18130,266,-10000.0,
3665,429,18131,266,-10000.0,
3485,429,18135,262,-10000.0,
3498,429,18136,262,-10000.0,
3500,429,18138,262,-10000.0,
3499,429,18139,262,-10000.0,
3675,429,18140,266,-10000.0,
3680,429,18141,266,-10000.0,
3679,429,18142,266,-10000.0,
3678,429,18143,266,-10000.0,
3677,429,18144,266,-10000.0,
3676,429,18145,266,-10000.0,
3672,429,18146,266,-10000.0,
3673,429,18147,266,-10000.0,
3674,429,18148,266,-10000.0,
3671,429,18149,266,-10000.0,
3695,429,18150,267,-10000.0,
3646,429,18151,263,-10000.0,
3647,429,18152,263,-10000.0,
3656,429,18153,265,-10000.0,
3657,429,18154,265,-10000.0,
3658,429,18155,265,-10000.0,
3659,429,18156,265,-10000.0,
3660,429,18157,265,-10000.0,
3648,429,18158,263,-10000.0,
3687,429,18159,267,-10000.0,
3682,429,18160,266,-10000.0,
3486,429,18161,262,-10000.0,
3701,429,18162,267,-10000.0,
3700,429,18163,267,-10000.0,
3699,429,18164,267,-10000.0,
3698,429,18165,267,-10000.0,
3697,429,18166,267,-10000.0,
3696,429,18167,267,-10000.0,
3663,429,18168,265,-10000.0,
3661,429,18169,265,-10000.0,
3654,429,18170,264,-10000.0,
3655,429,18171,264,-10000.0,
3662,429,18172,265,-10000.0,
3666,429,18173,266,-10000.0,
3668,429,18175,266,-10000.0,
3667,429,18176,266,-10000.0,
3685,429,18177,267,-10000.0,
3684,429,18178,267,-10000.0,
3489,429,18179,262,-10000.0,
3488,429,18180,262,-10000.0,
3487,429,18181,262,-10000.0,
3490,429,18187,262,-10000.0,
3688,429,18189,267,-10000.0,
3689,429,18190,267,-10000.0,
3690,429,18191,267,-10000.0,
3497,429,18194,262,-10000.0,
3492,429,18195,262,-10000.0,
3496,429,18196,262,-10000.0,
3491,429,18197,262,-10000.0,
3686,429,18199,267,-10000.0,
3669,429,18200,266,-10000.0,
3670,429,18201,266,-10000.0,
3681,429,18251,266,-10000.0,
3493,429,18430,262,-10000.0,
3494,429,18431,262,-10000.0,
3495,429,18432,262,-10000.0,
3683,429,18692,267,-10000.0,
2856,469,15174,185,-10000.0,
2836,469,15175,182,-10000.0,
2860,469,15178,185,-10000.0,
2837,469,15181,182,-10000.0,
2838,469,15182,182,-10000.0,
2839,469,15183,182,-10000.0,
2840,469,15185,182,-10000.0,
2841,469,15185,183,420.0,
2843,469,15186,183,-10000.0,
2842,469,15187,183,-10000.0,
2844,469,15188,183,-10000.0,
2845,469,15188,184,445.0,
2859,469,19132,185,-10000.0,
2846,469,19133,184,-10000.0,
2847,469,19134,184,-10000.0,
2849,469,19135,184,-10000.0,
2861,469,19135,185,-10000.0,
2848,469,19136,184,-10000.0,
2862,469,19136,185,-10000.0,
2863,469,19137,185,-10000.0,
2858,469,19138,185,-10000.0,
2857,469,19139,185,-10000.0,
2926,531,47,195,-10000.0,
2921,531,49,192,-10000.0,
2934,531,55,195,-10000.0,
2935,531,56,195,-10000.0,
2936,531,57,195,-10000.0,
2895,531,67,191,-10000.0,
2896,531,69,191,-10000.0,
2897,531,71,191,-10000.0,
2915,531,72,191,-10000.0,
2916,531,74,191,-10000.0,
2899,531,75,191,-10000.0,
2903,531,76,191,-10000.0,
2930,531,76,195,-10000.0,
2917,531,77,191,-10000.0,
2927,531,77,195,-10000.0,
2883,531,81,191,-10000.0,
2922,531,81,192,-10000.0,
2931,531,87,195,-10000.0,
2933,531,13610,195,-10000.0,
2932,531,13613,195,-10000.0,
2905,531,13614,191,-10000.0,
2901,531,13616,191,-10000.0,
2886,531,13617,191,-10000.0,
2885,531,13618,191,-10000.0,
2904,531,13619,191,-10000.0,
2906,531,13621,191,-10000.0,
2887,531,13625,191,-10000.0,
2902,531,13626,191,-10000.0,
2920,531,13627,192,-10000.0,
2907,531,13628,191,-10000.0,
2888,531,13629,191,-10000.0,
2908,531,13630,191,-10000.0,
2909,531,13725,191,-10000.0,
2910,531,13726,191,-10000.0,
2911,531,13729,191,-10000.0,
2928,531,13729,195,-10000.0,
2912,531,13731,191,-10000.0,
2913,531,13734,191,-10000.0,
2882,531,13735,191,-10000.0,
2889,531,19519,191,-10000.0,
2878,531,19584,191,-10000.0,
2890,531,19585,191,-10000.0,
2879,531,19586,191,-10000.0,
2881,531,19587,191,-10000.0,
2880,531,19588,191,-10000.0,
2891,531,19589,191,-10000.0,
2898,531,20044,191,-10000.0,
2937,531,20086,195,-10000.0,
2919,531,20087,191,-10000.0,
2918,531,20088,191,-10000.0,
4435,532,19619,383,-10000.0,
4477,532,19620,389,-10000.0,
4478,532,19620,390,100.0,
4506,532,19620,403,225.0,
4515,532,19620,405,260.0,
4519,532,19620,406,270.0,
4442,532,19621,385,65.0,
4438,532,19622,383,-10000.0,
4447,532,19625,387,-10000.0,
4452,532,19626,387,-10000.0,
4453,532,19627,387,-10000.0,
4454,532,19628,387,-10000.0,
4451,532,19629,387,-10000.0,
4461,532,19633,387,-10000.0,
4462,532,19634,387,-10000.0,
4466,532,19634,388,105.0,
4469,532,19634,389,115.0,
4448,532,19635,387,-10000.0,
4464,532,19636,387,-10000.0,
4459,532,19637,387,-10000.0,
4468,532,19638,389,-10000.0,
4467,532,19639,389,-10000.0,
4474,532,19640,387,-10000.0,
4472,532,19641,389,-10000.0,
4476,532,19643,389,-10000.0,
4480,532,19644,390,-10000.0,
4482,532,19644,391,140.0,
4484,532,19644,393,155.0,
4481,532,19645,390,-10000.0,
4483,532,19645,391,144.0,
4470,532,19646,389,-10000.0,
4471,532,19647,389,-10000.0,
4479,532,19647,390,120.0,
4434,532,19648,383,-10000.0,
4446,532,19649,386,-10000.0,
4445,532,19650,386,-10000.0,
4450,532,19650,387,86.0,
4436,532,19651,383,-10000.0,
4444,532,19652,386,-10000.0,
4455,532,19652,387,86.0,
4485,532,19656,393,-10000.0,
4486,532,19657,393,-10000.0,
4505,532,19658,403,-10000.0,
4512,532,19659,404,-10000.0,
4520,532,19660,406,-10000.0,
4508,532,19661,403,-10000.0,
4510,532,19662,404,-10000.0,
4513,532,19663,404,-10000.0,
4507,532,19664,403,-10000.0,
4514,532,19664,404,245.0,
4517,532,19664,405,260.0,
4528,532,19664,406,270.0,
4511,532,19665,404,-10000.0,
4527,532,19666,406,-10000.0,
4521,532,19667,406,-10000.0,
4522,532,19668,406,-10000.0,
4523,532,19669,406,-10000.0,
4524,532,19670,406,-10000.0,
4525,532,19671,406,-10000.0,
4526,532,19672,406,-10000.0,
4516,532,19674,405,-10000.0,
4494,532,19675,398,-10000.0,
4501,532,19676,401,-10000.0,
4495,532,19677,398,-10000.0,
4496,532,19678,398,-10000.0,
4498,532,19679,399,-10000.0,
4499,532,19680,399,-10000.0,
4497,532,19681,398,-10000.0,
4503,532,19682,402,-10000.0,
4504,532,19683,402,-10000.0,
4518,532,19684,406,-10000.0,
4489,532,19685,393,-10000.0,
4493,532,19685,398,190.0,
4500,532,19685,401,234.0,
4502,532,19685,402,275.0,
4439,532,19686,383,-10000.0,
4443,532,19686,385,67.0,
4441,532,19698,385,-10000.0,
4449,532,19747,387,-10000.0,
4460,532,19748,387,-10000.0,
4509,532,20085,403,-10000.0,
4475,532,20096,389,-10000.0,
4488,532,20099,393,-10000.0,
