long,long,bool,long,str,str,str,flags,long,long,
5133,10,0,3,"Character\BloodElf\Hair00_02_HD.blp","","",0x11,8,2,
5134,10,0,3,"Character\BloodElf\Hair00_03_HD.blp","","",0x11,8,3,
5587,10,0,3,"Character\BloodElf\Hair00_04_HD.blp","","",0x11,8,4,
5588,10,0,3,"Character\BloodElf\Hair00_05_HD.blp","","",0x11,8,5,
5589,10,0,3,"Character\BloodElf\Hair00_06_HD.blp","","",0x11,8,6,
5590,10,0,3,"Character\BloodElf\Hair00_07_HD.blp","","",0x11,8,7,
5591,10,0,3,"Character\BloodElf\Hair00_08_HD.blp","","",0x11,8,8,
5592,10,0,3,"Character\BloodElf\Hair00_09_HD.blp","","",0x11,8,9,
9575,10,0,3,"Character\BloodElf\Hair00_10_HD.blp","","",0x5,8,10,
9591,10,0,3,"Character\BloodElf\Hair00_11_HD.blp","","",0x5,8,11,
9607,10,0,3,"Character\BloodElf\Hair00_12_HD.blp","","",0x5,8,12,
5135,10,0,3,"Character\BloodElf\Hair00_00_HD.blp","","",0x11,9,0,
5136,10,0,3,"Character\BloodElf\Hair00_01_HD.blp","","",0x11,9,1,
5137,10,0,3,"Character\BloodElf\Hair00_02_HD.blp","","",0x11,9,2,
5138,10,0,3,"Character\BloodElf\Hair00_03_HD.blp","","",0x11,9,3,
5593,10,0,3,"Character\BloodElf\Hair00_04_HD.blp","","",0x11,9,4,
5594,10,0,3,"Character\BloodElf\Hair00_05_HD.blp","","",0x11,9,5,
5595,10,0,3,"Character\BloodElf\Hair00_06_HD.blp","","",0x11,9,6,
5596,10,0,3,"Character\BloodElf\Hair00_07_HD.blp","","",0x11,9,7,
5597,10,0,3,"Character\BloodElf\Hair00_08_HD.blp","","",0x11,9,8,
5598,10,0,3,"Character\BloodElf\Hair00_09_HD.blp","","",0x11,9,9,
9576,10,0,3,"Character\BloodElf\Hair00_10_HD.blp","","",0x5,9,10,
9592,10,0,3,"Character\BloodElf\Hair00_11_HD.blp","","",0x5,9,11,
9608,10,0,3,"Character\BloodElf\Hair00_12_HD.blp","","",0x5,9,12,
5139,10,0,3,"Character\BloodElf\Hair00_00_HD.blp","","",0x11,10,0,
5140,10,0,3,"Character\BloodElf\Hair00_01_HD.blp","","",0x11,10,1,
5141,10,0,3,"Character\BloodElf\Hair00_02_HD.blp","","",0x11,10,2,
5142,10,0,3,"Character\BloodElf\Hair00_03_HD.blp","","",0x11,10,3,
5599,10,0,3,"Character\BloodElf\Hair00_04_HD.blp","","",0x11,10,4,
5600,10,0,3,"Character\BloodElf\Hair00_05_HD.blp","","",0x11,10,5,
5601,10,0,3,"Character\BloodElf\Hair00_06_HD.blp","","",0x11,10,6,
5602,10,0,3,"Character\BloodElf\Hair00_07_HD.blp","","",0x11,10,7,
5603,10,0,3,"Character\BloodElf\Hair00_08_HD.blp","","",0x11,10,8,
5604,10,0,3,"Character\BloodElf\Hair00_09_HD.blp","","",0x11,10,9,
9577,10,0,3,"Character\BloodElf\Hair00_10_HD.blp","","",0x5,10,10,
9593,10,0,3,"Character\BloodElf\Hair00_11_HD.blp","","",0x5,10,11,
9609,10,0,3,"Character\BloodElf\Hair00_12_HD.blp","","",0x5,10,12,
8719,10,0,3,"Character\BloodElf\Hair00_00_HD.blp","","",0x12,11,0,
8720,10,0,3,"Character\BloodElf\Hair00_01_HD.blp","","",0x12,11,1,
8721,10,0,3,"Character\BloodElf\Hair00_02_HD.blp","","",0x12,11,2,
8722,10,0,3,"Character\BloodElf\Hair00_03_HD.blp","","",0x12,11,3,
8723,10,0,3,"Character\BloodElf\Hair00_04_HD.blp","","",0x12,11,4,
8724,10,0,3,"Character\BloodElf\Hair00_05_HD.blp","","",0x12,11,5,
8725,10,0,3,"Character\BloodElf\Hair00_06_HD.blp","","",0x12,11,6,
8726,10,0,3,"Character\BloodElf\Hair00_07_HD.blp","","",0x12,11,7,
8727,10,0,3,"Character\BloodElf\Hair00_08_HD.blp","","",0x12,11,8,
8728,10,0,3,"Character\BloodElf\Hair00_09_HD.blp","","",0x12,11,9,
9578,10,0,3,"Character\BloodElf\Hair00_10_HD.blp","","",0x6,11,10,
9594,10,0,3,"Character\BloodElf\Hair00_11_HD.blp","","",0x6,11,11,
9610,10,0,3,"Character\BloodElf\Hair00_12_HD.blp","","",0x6,11,12,
8729,10,0,3,"Character\BloodElf\Hair00_00_HD.blp","","",0x12,12,0,
8730,10,0,3,"Character\BloodElf\Hair00_01_HD.blp","","",0x12,12,1,
8731,10,0,3,"Character\BloodElf\Hair00_02_HD.blp","","",0x12,12,2,
8732,10,0,3,"Character\BloodElf\Hair00_03_HD.blp","","",0x12,12,3,
8733,10,0,3,"Character\BloodElf\Hair00_04_HD.blp","","",0x12,12,4,
8734,10,0,3,"Character\BloodElf\Hair00_05_HD.blp","","",0x12,12,5,
8735,10,0,3,"Character\BloodElf\Hair00_06_HD.blp","","",0x12,12,6,
8736,10,0,3,"Character\BloodElf\Hair00_07_HD.blp","","",0x12,12,7,
8737,10,0,3,"Character\BloodElf\Hair00_08_HD.blp","","",0x12,12,8,
8738,10,0,3,"Character\BloodElf\Hair00_09_HD.blp","","",0x12,12,9,
9579,10,0,3,"Character\BloodElf\Hair00_10_HD.blp","","",0x6,12,10,
9595,10,0,3,"Character\BloodElf\Hair00_11_HD.blp","","",0x6,12,11,
9611,10,0,3,"Character\BloodElf\Hair00_12_HD.blp","","",0x6,12,12,
8739,10,0,3,"Character\BloodElf\Hair00_00_HD.blp","","",0x12,13,0,
8740,10,0,3,"Character\BloodElf\Hair00_01_HD.blp","","",0x12,13,1,
8741,10,0,3,"Character\BloodElf\Hair00_02_HD.blp","","",0x12,13,2,
8742,10,0,3,"Character\BloodElf\Hair00_03_HD.blp","","",0x12,13,3,
8743,10,0,3,"Character\BloodElf\Hair00_04_HD.blp","","",0x12,13,4,
8744,10,0,3,"Character\BloodElf\Hair00_05_HD.blp","","",0x12,13,5,
8745,10,0,3,"Character\BloodElf\Hair00_06_HD.blp","","",0x12,13,6,
8746,10,0,3,"Character\BloodElf\Hair00_07_HD.blp","","",0x12,13,7,
8747,10,0,3,"Character\BloodElf\Hair00_08_HD.blp","","",0x12,13,8,
8748,10,0,3,"Character\BloodElf\Hair00_09_HD.blp","","",0x12,13,9,
9580,10,0,3,"Character\BloodElf\Hair00_10_HD.blp","","",0x6,13,10,
9596,10,0,3,"Character\BloodElf\Hair00_11_HD.blp","","",0x6,13,11,
9612,10,0,3,"Character\BloodElf\Hair00_12_HD.blp","","",0x6,13,12,
8749,10,0,3,"Character\BloodElf\Hair00_00_HD.blp","","",0x12,14,0,
8750,10,0,3,"Character\BloodElf\Hair00_01_HD.blp","","",0x12,14,1,
8751,10,0,3,"Character\BloodElf\Hair00_02_HD.blp","","",0x12,14,2,
8752,10,0,3,"Character\BloodElf\Hair00_03_HD.blp","","",0x12,14,3,
8753,10,0,3,"Character\BloodElf\Hair00_04_HD.blp","","",0x12,14,4,
8754,10,0,3,"Character\BloodElf\Hair00_05_HD.blp","","",0x12,14,5,
8755,10,0,3,"Character\BloodElf\Hair00_06_HD.blp","","",0x12,14,6,
8756,10,0,3,"Character\BloodElf\Hair00_07_HD.blp","","",0x12,14,7,
8757,10,0,3,"Character\BloodElf\Hair00_08_HD.blp","","",0x12,14,8,
8758,10,0,3,"Character\BloodElf\Hair00_09_HD.blp","","",0x12,14,9,
9581,10,0,3,"Character\BloodElf\Hair00_10_HD.blp","","",0x6,14,10,
9597,10,0,3,"Character\BloodElf\Hair00_11_HD.blp","","",0x6,14,11,
9613,10,0,3,"Character\BloodElf\Hair00_12_HD.blp","","",0x6,14,12,
8759,10,0,3,"Character\BloodElf\Hair00_00_HD.blp","","",0x12,15,0,
8760,10,0,3,"Character\BloodElf\Hair00_01_HD.blp","","",0x12,15,1,
8761,10,0,3,"Character\BloodElf\Hair00_02_HD.blp","","",0x12,15,2,
8762,10,0,3,"Character\BloodElf\Hair00_03_HD.blp","","",0x12,15,3,
8763,10,0,3,"Character\BloodElf\Hair00_04_HD.blp","","",0x12,15,4,
8764,10,0,3,"Character\BloodElf\Hair00_05_HD.blp","","",0x12,15,5,
8765,10,0,3,"Character\BloodElf\Hair00_06_HD.blp","","",0x12,15,6,
8766,10,0,3,"Character\BloodElf\Hair00_07_HD.blp","","",0x12,15,7,
8767,10,0,3,"Character\BloodElf\Hair00_08_HD.blp","","",0x12,15,8,
8768,10,0,3,"Character\BloodElf\Hair00_09_HD.blp","","",0x12,15,9,
9582,10,0,3,"Character\BloodElf\Hair00_10_HD.blp","","",0x6,15,10,
9598,10,0,3,"Character\BloodElf\Hair00_11_HD.blp","","",0x6,15,11,
9614,10,0,3,"Character\BloodElf\Hair00_12_HD.blp","","",0x6,15,12,
5059,10,0,4,"Character\BloodElf\Male\BloodElfMaleNakedPelvisSkin00_00_HD.blp","Character\BloodElf\Male\BloodElfMaleNakedTorsoSkin00_00_HD.blp","",0x11,0,0,
5060,10,0,4,"Character\BloodElf\Male\BloodElfMaleNakedPelvisSkin00_01_HD.blp","Character\BloodElf\Male\BloodElfMaleNakedTorsoSkin00_01_HD.blp","",0x11,0,1,
5061,10,0,4,"Character\BloodElf\Male\BloodElfMaleNakedPelvisSkin00_02_HD.blp","Character\BloodElf\Male\BloodElfMaleNakedTorsoSkin00_02_HD.blp","",0x11,0,2,
5062,10,0,4,"Character\BloodElf\Male\BloodElfMaleNakedPelvisSkin00_03_HD.blp","Character\BloodElf\Male\BloodElfMaleNakedTorsoSkin00_03_HD.blp","",0x11,0,3,
5177,10,0,4,"Character\BloodElf\Male\BloodElfMaleNakedPelvisSkin00_04_HD.blp","Character\BloodElf\Male\BloodElfMaleNakedTorsoSkin00_04_HD.blp","",0x11,0,4,
5178,10,0,4,"Character\BloodElf\Male\BloodElfMaleNakedPelvisSkin00_05_HD.blp","Character\BloodElf\Male\BloodElfMaleNakedTorsoSkin00_05_HD.blp","",0x11,0,5,
5179,10,0,4,"Character\BloodElf\Male\BloodElfMaleNakedPelvisSkin00_06_HD.blp","Character\BloodElf\Male\BloodElfMaleNakedTorsoSkin00_06_HD.blp","",0x11,0,6,
5180,10,0,4,"Character\BloodElf\Male\BloodElfMaleNakedPelvisSkin00_07_HD.blp","Character\BloodElf\Male\BloodElfMaleNakedTorsoSkin00_07_HD.blp","",0x11,0,7,
5181,10,0,4,"Character\BloodElf\Male\BloodElfMaleNakedPelvisSkin00_08_HD.blp","Character\BloodElf\Male\BloodElfMaleNakedTorsoSkin00_08_HD.blp","",0x11,0,8,
5182,10,0,4,"Character\BloodElf\Male\BloodElfMaleNakedPelvisSkin00_09_HD.blp","Character\BloodElf\Male\BloodElfMaleNakedTorsoSkin00_09_HD.blp","",0x11,0,9,
9538,10,0,4,"Character\BloodElf\Male\BloodElfMaleNakedPelvisSkin00_10_HD.blp","Character\BloodElf\Male\BloodElfMaleNakedTorsoSkin00_10_HD.blp","",0x5,0,16,
9540,10,0,4,"Character\BloodElf\Male\BloodElfMaleNakedPelvisSkin00_11_HD.blp","Character\BloodElf\Male\BloodElfMaleNakedTorsoSkin00_11_HD.blp","",0x5,0,17,
9542,10,0,4,"Character\BloodElf\Male\BloodElfMaleNakedPelvisSkin00_12_HD.blp","Character\BloodElf\Male\BloodElfMaleNakedTorsoSkin00_12_HD.blp","",0x5,0,18,
5399,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_00_HD.blp","","",0x11,0,0,
5400,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_01_HD.blp","","",0x11,0,1,
5401,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_02_HD.blp","","",0x11,0,2,
5402,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_03_HD.blp","","",0x11,0,3,
5403,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_04_HD.blp","","",0x11,0,4,
5404,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_05_HD.blp","","",0x11,0,5,
5405,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_06_HD.blp","","",0x11,0,6,
5406,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_07_HD.blp","","",0x11,0,7,
5407,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_08_HD.blp","","",0x11,0,8,
5408,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_09_HD.blp","","",0x11,0,9,
6489,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_100_HD.blp","","",0x8,0,10,
6490,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_101_HD.blp","","",0x8,0,11,
6491,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_102_HD.blp","","",0x8,0,12,
6492,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_103_HD.blp","","",0x8,0,13,
6493,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_104_HD.blp","","",0x8,0,14,
8386,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_105_HD.blp","","",0x8,0,15,
13763,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_10_HD.blp","","",0x5,0,16,
13768,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_11_HD.blp","","",0x5,0,17,
13773,10,1,0,"Character\BloodElf\Female\BloodElfFemaleSkin00_12_HD.blp","","",0x5,0,18,
4949,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower00_00_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper00_00_HD.blp","",0x1,0,0,
5023,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower00_01_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper00_01_HD.blp","",0x1,0,1,
5024,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower00_02_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper00_02_HD.blp","",0x1,0,2,
5025,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower00_03_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper00_03_HD.blp","",0x1,0,3,
5409,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower00_04_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper00_04_HD.blp","",0x1,0,4,
5410,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower00_05_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper00_05_HD.blp","",0x1,0,5,
5411,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower00_06_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper00_06_HD.blp","",0x1,0,6,
5412,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower00_07_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper00_07_HD.blp","",0x1,0,7,
5413,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower00_08_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper00_08_HD.blp","",0x1,0,8,
5414,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower00_09_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper00_09_HD.blp","",0x1,0,9,
13764,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower00_10_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper00_10_HD.blp","",0x5,0,16,
13769,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower00_11_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper00_11_HD.blp","",0x5,0,17,
13774,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower00_12_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper00_12_HD.blp","",0x5,0,18,
5026,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower01_00_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper01_00_HD.blp","",0x1,1,0,
5027,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower01_01_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper01_01_HD.blp","",0x1,1,1,
5028,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower01_02_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper01_02_HD.blp","",0x1,1,2,
5029,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower01_03_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper01_03_HD.blp","",0x1,1,3,
5415,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower01_04_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper01_04_HD.blp","",0x1,1,4,
5416,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower01_05_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper01_05_HD.blp","",0x1,1,5,
5417,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower01_06_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper01_06_HD.blp","",0x1,1,6,
5418,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower01_07_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper01_07_HD.blp","",0x1,1,7,
5419,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower01_08_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper01_08_HD.blp","",0x1,1,8,
5420,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower01_09_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper01_09_HD.blp","",0x1,1,9,
5030,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower02_00_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper02_00_HD.blp","",0x1,2,0,
5031,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower02_01_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper02_01_HD.blp","",0x1,2,1,
5032,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower02_02_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper02_02_HD.blp","",0x1,2,2,
5033,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower02_03_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper02_03_HD.blp","",0x1,2,3,
5421,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower02_04_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper02_04_HD.blp","",0x1,2,4,
5422,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower02_05_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper02_05_HD.blp","",0x1,2,5,
5423,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower02_06_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper02_06_HD.blp","",0x1,2,6,
5424,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower02_07_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper02_07_HD.blp","",0x1,2,7,
5425,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower02_08_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper02_08_HD.blp","",0x1,2,8,
5426,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower02_09_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper02_09_HD.blp","",0x1,2,9,
5451,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower03_00_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper03_00_HD.blp","",0x1,3,0,
5452,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower03_01_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper03_01_HD.blp","",0x1,3,1,
5453,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower03_02_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper03_02_HD.blp","",0x1,3,2,
5454,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower03_03_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper03_03_HD.blp","",0x1,3,3,
5455,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower03_04_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper03_04_HD.blp","",0x1,3,4,
5456,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower03_05_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper03_05_HD.blp","",0x1,3,5,
5457,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower03_06_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper03_06_HD.blp","",0x1,3,6,
5458,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower03_07_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper03_07_HD.blp","",0x1,3,7,
5459,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower03_08_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper03_08_HD.blp","",0x1,3,8,
5460,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower03_09_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper03_09_HD.blp","",0x1,3,9,
13765,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower03_10_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper03_10_HD.blp","",0x5,3,16,
13770,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower03_11_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper03_11_HD.blp","",0x5,3,17,
13775,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower03_12_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper03_12_HD.blp","",0x5,3,18,
5461,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower04_00_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper04_00_HD.blp","",0x1,4,0,
5462,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower04_01_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper04_01_HD.blp","",0x1,4,1,
5463,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower04_02_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper04_02_HD.blp","",0x1,4,2,
5464,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower04_03_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper04_03_HD.blp","",0x1,4,3,
5465,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower04_04_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper04_04_HD.blp","",0x1,4,4,
5466,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower04_05_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper04_05_HD.blp","",0x1,4,5,
5467,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower04_06_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper04_06_HD.blp","",0x1,4,6,
5468,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower04_07_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper04_07_HD.blp","",0x1,4,7,
5469,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower04_08_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper04_08_HD.blp","",0x1,4,8,
5470,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower04_09_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper04_09_HD.blp","",0x1,4,9,
5471,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower05_00_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper05_00_HD.blp","",0x1,5,0,
5472,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower05_01_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper05_01_HD.blp","",0x1,5,1,
5473,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower05_02_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper05_02_HD.blp","",0x1,5,2,
5474,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower05_03_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper05_03_HD.blp","",0x1,5,3,
5475,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower05_04_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper05_04_HD.blp","",0x1,5,4,
5476,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower05_05_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper05_05_HD.blp","",0x1,5,5,
5477,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower05_06_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper05_06_HD.blp","",0x1,5,6,
5478,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower05_07_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper05_07_HD.blp","",0x1,5,7,
5479,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower05_08_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper05_08_HD.blp","",0x1,5,8,
5480,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower05_09_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper05_09_HD.blp","",0x1,5,9,
5481,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower06_00_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper06_00_HD.blp","",0x1,6,0,
5482,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower06_01_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper06_01_HD.blp","",0x1,6,1,
5483,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower06_02_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper06_02_HD.blp","",0x1,6,2,
5484,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower06_03_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper06_03_HD.blp","",0x1,6,3,
5485,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower06_04_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper06_04_HD.blp","",0x1,6,4,
5486,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower06_05_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper06_05_HD.blp","",0x1,6,5,
5487,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower06_06_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper06_06_HD.blp","",0x1,6,6,
5488,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower06_07_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper06_07_HD.blp","",0x1,6,7,
5489,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower06_08_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper06_08_HD.blp","",0x1,6,8,
5490,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower06_09_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper06_09_HD.blp","",0x1,6,9,
5491,10,1,1,"Character\BloodElf\Female\BloodElfFemaleFaceLower07_00_HD.blp","Character\BloodElf\Female\BloodElfFemaleFaceUpper07_00_HD.blp","",0x1,7,0,
