long,long,float,float,float,None,None,str,None,None,None,None,None,None,None,None,None,None,None,None,None,flags,long,long,
190,571,401.119995117,-4544.29980469,244.539993286,,,"Nouvelle-Agamand, fjord Hurlant",,,,,,,,,,,,,,0xFF01FE,3574,0,
191,571,1918.59997559,-6175.89013672,24.4099998474,,,"Accostage de la Vengeance, fjord Hurlant",,,,,,,,,,,,,,0xFF01FE,3574,0,
192,571,2652.88989258,-4392.70996094,283.320007324,,,"Camp Sabot-d'hiver, fjord Hurlant",,,,,,,,,,,,,,0xFF01FE,2224,0,
193,571,1341.43994141,-3288.57006836,174.449996948,,,"Quête - fjord Hurlant - Mission : empeste-moi ça ! - fin",,,,,,,,,,,,,,0xFF01FE,0,541,
194,571,1341.07995605,-3288.37011719,174.449996948,,,"Quête - fjord Hurlant - Mission : empeste-moi ça ! - début",,,,,,,,,,,,,,0xFF01FE,0,541,
195,0,-11343.9697266,-216.830001831,75.2200012207,,,"Camp rebelle, vallée de Strangleronce",,,,,,,,,,,,,,0xFF01FE,0,541,
196,451,9283.09960938,-9749.80957031,62.1599998474,,,"Test - SP",,,,,,,,,,,,,,0xFF01FE,12374,541,
197,0,-9148.62011719,243.039993286,87.3899993896,,,"Test SP2",,,,,,,,,,,,,,0xFF01FE,0,0,
198,451,9405.83007813,-9882.69042969,0.0,,,"Test SP1",,,,,,,,,,,,,,0xFF01FE,24489,541,
199,571,638.340026855,-5074.56982422,-0.230000004172,,,"Quête - fjord Hurlant - McGoyver - début",,,,,,,,,,,,,,0xFF01FE,24716,24716,
200,571,483.920013428,-5913.10009766,308.609985352,,,"Quête - fjord Hurlant - McGoyver - fin",,,,,,,,,,,,,,0xFF01FE,24716,24716,
201,451,15992.4404297,-16371.9404297,76.7300033569,,,"Terrain en développement - Kyle Radue départ",,,,,,,,,,,,,,0xFF01FE,23468,23468,
202,451,15991.6796875,-16371.9501953,76.6999969482,,,"Terrain en développement - Kyle Radue fin",,,,,,,,,,,,,,0xFF01FE,0,0,
203,571,3505.30004883,1990.82995605,65.0999984741,,,"Quête - Repos des étoiles -> Garde-hiver",,,,,,,,,,,,,,0xFF01FE,0,27127,
204,12,0.0,0.0,0.0,,,"Quête - Nouvelle-Agamand > Vexevenin",,,,,,,,,,,,,,0xFF01FE,27179,0,
205,530,6789.79003906,-7747.58007813,126.510002136,,,"Zul'Aman, Terres fantômes",,,,,,,,,,,,,,0xFF01FE,3574,541,
206,1,-4348.00976563,2427.29003906,6.63999986649,,,"Transport, Pennelune (bateau EN)",,,,,,,,,,,,,,0xFF01FE,0,0,
207,571,15.3199996948,-4043.79003906,0.10000000149,,,"Quête - fjord Hurlant - Sœur Miséricorde (début)",,,,,,,,,,,,,,0xFF01FE,0,0,
208,571,15.3199996948,-4043.70996094,0.10000000149,,,"Quête - fjord Hurlant - Sœur Miséricorde (fin)",,,,,,,,,,,,,,0xFF01FE,0,0,
209,530,13008.3798828,-6911.81005859,9.57999992371,,,"Quête - Puits de soleil journalière - Bombarder la Malebrèche - Départ",,,,,,,,,,,,,,0xFF01FE,25044,0,
210,530,13008.5097656,-6912.20019531,9.57999992371,,,"Quête - Puits de soleil journalière - Bombarder la Malebrèche - Arrivée",,,,,,,,,,,,,,0xFF01FE,25044,0,
211,530,13007.5,-6911.81005859,9.57999992371,,,"Quête - Puits de soleil journalière - Bombardement de navire - Départ",,,,,,,,,,,,,,0xFF01FE,25044,0,
212,530,13188.0400391,-7047.04003906,4.78999996185,,,"Quête - Puits de soleil journalière - Bombardement de navire - Arrivée",,,,,,,,,,,,,,0xFF01FE,25044,0,
213,530,13012.7001953,-6908.37011719,9.57999992371,,,"Zone de rassemblement du Soleil brisé",,,,,,,,,,,,,,0xFF01FE,19917,28361,
214,0,0.0,0.0,0.0,,,"Quête - fjord Hurlant - Naglfar (début)",,,,,,,,,,,,,,0xFF01FE,0,0,
215,0,0.0,0.0,0.0,,,"Quête - fjord Hurlant - Naglfar (escales)",,,,,,,,,,,,,,0xFF01FE,0,0,
216,0,0.0,0.0,0.0,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
217,0,0.0,0.0,0.0,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
218,571,690.989990234,-3819.60009766,249.059997559,,,"Transport, fjord Hurlant (nacelle, en haut)",,,,,,,,,,,,,,0xFF01FE,0,0,
219,571,607.960021973,-2906.16992188,38.5400009155,,,"Transport, fjord Hurlant (nacelle, en bas)",,,,,,,,,,,,,,0xFF01FE,0,0,
220,530,3051.76000977,3690.40991211,142.630004883,,,"",,,,,,,,,,,,,,0xFF01FC,5403,0,
221,571,3465.65991211,5901.75976563,144.169998169,,,"Escarpement d'Ambre, toundra (vers Béryl)",,,,,,,,,,,,,,0xFF01FE,26088,0,
222,571,3213.73999023,6084.72021484,138.0,,,"Pointe de Béryl, toundra Boréenne",,,,,,,,,,,,,,0xFF01FE,25695,0,
223,0,0.0,0.0,0.0,,,"Quête - Naglevar",,,,,,,,,,,,,,0xFF01FE,0,0,
224,0,0.0,0.0,0.0,,,"Toundra Boréenne, Naglevar",,,,,,,,,,,,,,0xFF01FE,0,0,
225,571,3574.06005859,5971.04003906,136.11000061,,,"Escarpement d'Ambre, toundra (vers Frimarra)",,,,,,,,,,,,,,0xFF01FE,25695,0,
226,571,3575.43994141,6661.64013672,195.190002441,,,"Bouclier Transitus, Frimarra",,,,,,,,,,,,,,0xFF01FE,26899,26899,
227,451,16625.6308594,16862.9003906,46.9799995422,,,"Transport, PattyMacDevTest",,,,,,,,,,,,,,0xFF01FE,28901,25968,
228,0,0.0,0.0,0.0,,,"Terrain en développement - test de Pat début",,,,,,,,,,,,,,0xFF01FE,0,0,
229,0,0.0,0.0,0.0,,,"Terrain en développement - test de Pat fin",,,,,,,,,,,,,,0xFF01FE,0,0,
230,571,2690.26000977,889.809997559,4.61000013351,,,"Transport, Rohart 01",,,,,,,,,,,,,,0xFF01FE,0,0,
231,571,2690.33007812,897.630004883,4.61999988556,,,"Transport, Rohart 02",,,,,,,,,,,,,,0xFF01FE,0,0,
232,571,2774.68994141,6258.14013672,83.6800003052,,,"Toundra Boréenne, bastion Chanteguerre Arrivée du loup",,,,,,,,,,,,,,0xFF01FE,26128,0,
233,571,3443.52001953,4103.95019531,16.0100002289,,,"Toundra Boréenne, bastion Chanteguerre Départ du loup",,,,,,,,,,,,,,0xFF01FE,0,0,
234,571,4130.62011719,7372.31005859,534.109985352,,,"Escarpement de Frimarra, Frimarra",,,,,,,,,,,,,,0xFF01FE,26263,0,
235,571,3575.56005859,6651.83984375,195.210006714,,,"Bouclier Transitus, Frimarra (PAS UTILISÉ)",,,,,,,,,,,,,,0xFF01FE,25695,0,
236,571,4026.94995117,7085.54003906,165.539993286,,,"Frimarra, de Keristrasza à Malygos",,,,,,,,,,,,,,0xFF01FE,26263,0,
237,571,3929.39990234,6590.74023437,170.339996338,,,"Frimarra, point d'aterrissage de Keristrasza",,,,,,,,,,,,,,0xFF01FE,0,0,
238,0,0.0,0.0,0.0,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
239,571,3109.0,3819.54003906,23.2399997711,,,"Toundra Boréenne - quête - pénombre - début",,,,,,,,,,,,,,0xFF01FE,26404,0,
240,571,3614.30004883,3670.12011719,35.7799987793,,,"Toundra Boréenne - quête - pénombre - fin",,,,,,,,,,,,,,0xFF01FE,11195,0,
241,0,0.0,0.0,0.0,,,"Transport, donjon de la Bravoure",,,,,,,,,,,,,,0xFF01FE,0,0,
242,571,2739.72998047,882.369995117,6.63999986649,,,"Quête - Désol. des dragons - vision spirituelle - début",,,,,,,,,,,,,,0xFF01FE,21396,0,
243,571,2738.4699707,882.460021973,6.5,,,"Quête - Désol. des dragons - vision spirituelle - fin",,,,,,,,,,,,,,0xFF01FE,0,0,
244,571,3712.42993164,-694.859985352,215.570007324,,,"Donjon de Garde-hiver, Désolation des dragons",,,,,,,,,,,,,,0xFF01FE,0,541,
245,571,2269.54003906,5173.68994141,11.1000003815,,,"Donjon de la Bravoure, toundra Boréenne",,,,,,,,,,,,,,0xFF01FE,0,541,
246,571,4127.22998047,5313.06982422,28.6700000763,,,"Piste d'atterrissage de Spumelevier, toundra Boréenne",,,,,,,,,,,,,,0xFF01FE,0,28360,
247,571,3504.12988281,1992.0300293,64.9599990845,,,"Repos des étoiles, Désolation des dragons",,,,,,,,,,,,,,0xFF01FE,0,3837,
248,571,2108.11010742,-2970.62011719,148.580001831,,,"Camp des Apothicaires, fjord Hurlant",,,,,,,,,,,,,,0xFF01FE,3574,0,
249,571,3876.34008789,-4520.08007813,217.320007324,,,"Camp Oneqwah, les Grisonnes",,,,,,,,,,,,,,0xFF01FE,2224,0,
250,571,3258.89990234,-2263.09008789,114.370002747,,,"Bastion de la Conquête, les Grisonnes",,,,,,,,,,,,,,0xFF01FE,2224,0,
251,571,4612.20996094,1406.59997559,195.059997559,,,"Bastion Fordragon, Désolation des dragons",,,,,,,,,,,,,,0xFF01FE,0,541,
252,571,3653.20996094,247.580001831,52.2599983215,,,"Temple du Repos du ver, Désolation des dragons",,,,,,,,,,,,,,0xFF01FE,26899,26899,
253,571,3446.35009766,-2754.10009766,199.399993896,,,"Gîte Ambrepin, les Grisonnes",,,,,,,,,,,,,,0xFF01FE,0,541,
254,571,3242.95996094,-666.159973145,166.789993286,,,"Vexevenin, Désolation des dragons",,,,,,,,,,,,,,0xFF01FE,3574,0,
255,571,4584.97998047,-4254.68994141,182.210006714,,,"Brigade de la marche de l'Ouest, les Grisonnes",,,,,,,,,,,,,,0xFF01FE,0,541,
256,571,3865.87011719,1525.63000488,90.0400009155,,,"Marteau d'Agmar, Désolation des dragons",,,,,,,,,,,,,,0xFF01FE,2224,0,
257,571,2920.29003906,6242.85009766,208.800003052,,,"Bastion Chanteguerre, toundra Boréenne",,,,,,,,,,,,,,0xFF01FE,2224,0,
258,571,3449.51000977,4089.52001953,16.6399993896,,,"Taunka'le, toundra Boréenne",,,,,,,,,,,,,,0xFF01FE,2224,0,
259,571,4474.79003906,5712.12988281,81.2799987793,,,"Avant-poste Bor'gorok, toundra Boréenne",,,,,,,,,,,,,,0xFF01FE,2224,0,
260,571,4946.66992188,1165.93994141,239.570007324,,,"Avant-garde kor'kronne, Désolation des dragons",,,,,,,,,,,,,,0xFF01FE,2224,0,
261,571,3711.31005859,-698.179992676,215.570007324,,,"Quête - Repos des étoiles à l'extrémité de Garde-hiver",,,,,,,,,,,,,,0xFF01FE,0,27127,
262,571,4267.39013672,-3050.92993164,318.160003662,,,"Les Grisonnes, départ de la course de rondin 01 Alliance",,,,,,,,,,,,,,0xFF01FE,29878,0,
263,571,2663.66992188,-2181.44995117,3.43000006676,,,"Les Grisonnes, arrivée de la course de rondin 01 Alliance",,,,,,,,,,,,,,0xFF01FE,0,0,
264,0,0.0,0.0,0.0,,,"Transport, Auberdine (NOUVEAU)",,,,,,,,,,,,,,0xFF01FE,0,0,
265,0,0.0,0.0,0.0,,,"Transport, Theramore (NOUVEAU)",,,,,,,,,,,,,,0xFF01FE,0,0,
266,0,0.0,0.0,0.0,,,"Transport, Menethil (NOUVEAU)",,,,,,,,,,,,,,0xFF01FE,0,0,
267,571,4272.08984375,-3248.26000977,324.929992676,,,"Les Grisonnes, départ de la course de rondin Alliance",,,,,,,,,,,,,,0xFF01FE,29878,0,
268,571,2664.2199707,-2344.62988281,21.7000007629,,,"Les Grisonnes, arrivée de la course de rondin Alliance",,,,,,,,,,,,,,0xFF01FE,0,0,
269,571,1341.67004395,-3288.73999023,174.449996948,,,"Quête - Donjon de la Garde de l'ouest au Donjon de Garde-hiver Départ",,,,,,,,,,,,,,0xFF01FE,0,27491,
270,571,3712.22998047,-693.849975586,215.419998169,,,"Quête - Donjon de la Garde de l'ouest au Donjon de Garde-hiver Arrivée",,,,,,,,,,,,,,0xFF01FE,0,27491,
271,571,4311.25,-2956.61010742,317.309997559,,,"Les Grisonnes, départ de la course de rondin Horde",,,,,,,,,,,,,,0xFF01FE,29879,0,
272,571,2883.75,-1673.70996094,6.48000001907,,,"Les Grisonnes, arrivée de la course de rondin Horde",,,,,,,,,,,,,,0xFF01FE,0,0,
273,571,3547.2199707,381.489990234,52.2599983215,,,"Temple du Repos du ver - bas en haut, Désolation des dragons - Début",,,,,,,,,,,,,,0xFF01FE,26899,26899,
274,571,3590.37988281,277.540008545,340.850006104,,,"Temple du Repos du ver - bas en haut, Désolation des dragons - Fin",,,,,,,,,,,,,,0xFF01FE,0,0,
275,571,3587.64990234,279.209991455,340.829986572,,,"Temple du Repos du ver - haut en bas, Désolation des dragons - Début",,,,,,,,,,,,,,0xFF01FE,26899,26899,
276,571,3511.47998047,373.929992676,52.2599983215,,,"Temple du Repos du ver - haut en bas, Désolation des dragons - Fin",,,,,,,,,,,,,,0xFF01FE,0,0,
277,571,3587.55004883,279.140014648,340.829986572,,,"Temple du Repos du ver - haut au milieu, Désolation des dragons - Début",,,,,,,,,,,,,,0xFF01FE,26899,26899,
278,571,3543.23999023,307.040008545,116.730003357,,,"Temple du Repos du ver - haut au milieu, Désolation des dragons - Fin",,,,,,,,,,,,,,0xFF01FE,0,0,
279,571,3587.04003906,277.140014648,340.820007324,,,"Temple du Repos du ver - milieu en haut, Désolation des dragons - Fin",,,,,,,,,,,,,,0xFF01FE,0,0,
280,571,3545.62011719,273.600006104,116.839996338,,,"Temple du Repos du ver - milieu en haut, Désolation des dragons - Début",,,,,,,,,,,,,,0xFF01FE,26899,26899,
281,571,3512.2199707,373.570007324,52.2599983215,,,"Temple du Repos du ver - milieu en bas, Désolation des dragons - Fin",,,,,,,,,,,,,,0xFF01FE,0,0,
282,571,3545.61010742,273.600006104,116.839996338,,,"Temple du Repos du ver - milieu en bas, Désolation des dragons - Début",,,,,,,,,,,,,,0xFF01FE,26899,26899,
283,571,3543.37011719,307.059997559,116.730003357,,,"Temple du Repos du ver - bas au milieu, Désolation des dragons - Fin",,,,,,,,,,,,,,0xFF01FE,0,0,
284,571,3548.14990234,381.010009766,52.2599983215,,,"Temple du Repos du ver - bas au milieu, Désolation des dragons - Début",,,,,,,,,,,,,,0xFF01FE,26899,26899,
285,0,0.0,0.0,0.0,,,"Quête - Garde-hiver -> Repos des étoiles Départ",,,,,,,,,,,,,,0xFF01FE,0,27764,
286,571,3503.76000977,1990.10998535,65.1200027466,,,"Quête - Garde-hiver -> Repos des étoiles Arrivée",,,,,,,,,,,,,,0xFF01FE,0,0,
287,0,0.0,0.0,0.0,,,"Quête - Valgarde -> Donjon de la Garde de l'ouest Départ",,,,,,,,,,,,,,0xFF01FE,0,27491,
288,571,1341.22998047,-3288.90991211,174.460006714,,,"Quête - Valgarde -> Donjon de la Garde de l'ouest Arrivée",,,,,,,,,,,,,,0xFF01FE,0,0,
289,571,3587.84008789,5973.29980469,136.220001221,,,"Escarpement d'Ambre, toundra Boréenne",,,,,,,,,,,,,,0xFF01FE,26899,26899,
290,571,5450.29980469,-2606.27001953,306.910003662,,,"Séjour d'Argent, Zul'Drak",,,,,,,,,,,,,,0xFF01FE,28172,0,
291,571,5028.68994141,-3020.37988281,292.420013428,,,"Halte 1 de la ville en ruine, Zul'Drak",,,,,,,,,,,,,,0xFF01FE,0,0,
292,0,-8338.36035156,1107.01000977,57.2599983215,,,"Ambiance - Port de Hurlevent - Départ",,,,,,,,,,,,,,0xFF01FE,541,0,
293,0,-8341.08984375,1101.84997559,57.2599983215,,,"Ambiance - Port de Hurlevent - Arrivée",,,,,,,,,,,,,,0xFF01FE,0,0,
294,571,2792.44995117,908.960021973,22.3299999237,,,"Moa'ki, Désolation des dragons",,,,,,,,,,,,,,0xFF01FE,2224,541,
295,571,785.270019531,-2887.70996094,5.88999986649,,,"Kamagua, fjord Hurlant",,,,,,,,,,,,,,0xFF01FE,2224,541,
296,571,2919.18994141,4046.09008789,1.85000002384,,,"Unu'pe, toundra Boréenne",,,,,,,,,,,,,,0xFF01FE,2224,541,
297,571,5557.56982422,5802.04980469,-66.0899963379,,,"Bassin de Sholazar - quête - reconnaissance - début",,,,,,,,,,,,,,0xFF01FE,0,0,
298,571,5505.35009766,4747.79003906,-194.429992676,,,"Bassin de Sholazar - quête - reconnaissance - fin",,,,,,,,,,,,,,0xFF01FE,0,0,
299,0,0.0,0.0,0.0,,,"Transport : Menethil <-> Valgarde",,,,,,,,,,,,,,0xFF01FE,0,0,
300,0,0.0,0.0,0.0,,,"Transport, Hurlevent",,,,,,,,,,,,,,0xFF01FE,0,0,
301,571,4125.50976563,5310.99023438,28.6800003052,,,"Quête - toundra Boréenne - voir Bixie - début",,,,,,,,,,,,,,0xFF01FE,0,28360,
302,571,4171.83007813,4335.62988281,36.2299995422,,,"Quête - toundra Boréenne - voir Bixie - fin",,,,,,,,,,,,,,0xFF01FE,0,0,
303,571,5100.81005859,2185.64990234,365.619995117,,,"Terrain d'atterrissage de la Bravoure, Joug-d'hiver",,,,,,,,,,,,,,0xFF01FE,0,541,
304,571,5521.62988281,-2672.25,303.950012207,,,"Le séjour d'Argent, Zul'Drak",,,,,,,,,,,,,,0xFF01FE,2224,541,
305,571,5218.89990234,-1302.2199707,242.160003662,,,"Guet d'Ébène, Zul'Drak",,,,,,,,,,,,,,0xFF01FE,32981,32981,
306,571,5190.10986328,-2206.45996094,239.399993896,,,"La Brèche de Lumière, Zul'Drak",,,,,,,,,,,,,,0xFF01FE,2224,541,
307,571,5777.39990234,-3594.93994141,386.690002441,,,"Zim'Torga, Zul'Drak",,,,,,,,,,,,,,0xFF01FE,2224,541,
308,571,5506.22998047,4748.10009766,-194.429992676,,,"Le Cœur du fleuve, bassin de Sholazar",,,,,,,,,,,,,,0xFF01FE,28625,28625,
309,571,5596.10009766,5824.37011719,-67.7300033569,,,"Camp de base de Nesingwary, bassin de Sholazar",,,,,,,,,,,,,,0xFF01FE,28625,28625,
310,571,5813.89013672,449.130004883,658.75,,,"Dalaran",,,,,,,,,,,,,,0xFF01FE,2224,541,
311,571,3877.90991211,-4519.58984375,217.289993286,,,"Camp Onequah, les Grisonnes",,,,,,,,,,,,,,0xFF01FE,2224,0,
312,571,5189.66992188,-2206.85009766,239.399993896,,,"La Brèche de Lumière, Zul'Drak (quête)",,,,,,,,,,,,,,0xFF01FE,0,0,
313,571,4584.00976563,-4250.37988281,182.169998169,,,"Brigade de la marche de l'Ouest, les Grisonnes",,,,,,,,,,,,,,0xFF01FE,0,541,
314,571,5779.12988281,-3596.41992188,386.850006104,,,"Zim'Torga, Zul'Drak",,,,,,,,,,,,,,0xFF01FE,3574,0,
315,0,2352.37011719,-5666.91015625,382.239990234,,,"Achérus : le fort d'Ébène",,,,,,,,,,,,,,0xFF01FE,32981,0,
316,0,0.0,0.0,0.0,,,"Fort d'Ébène - Achérus -> Brèche-de-Mort Début",,,,,,,,,,,,,,0xFF01FE,29488,29488,
317,609,2431.0,-5730.20996094,157.940002441,,,"Fort d'Ébène - Achérus -> Brèche-de-Mort Fin",,,,,,,,,,,,,,0xFF01FE,0,0,
318,0,0.0,0.0,0.0,,,"Fort d'Ébène - Brèche-de-Mort -> Achérus Début",,,,,,,,,,,,,,0xFF01FE,29501,29501,
319,609,2356.51000977,-5664.18017578,382.25,,,"Fort d'Ébène - Brèche-de-Mort -> Achérus Fin",,,,,,,,,,,,,,0xFF01FE,0,0,
320,571,6186.75,-1052.91003418,410.200012207,,,"K3, les pics Foudroyés",,,,,,,,,,,,,,0xFF01FE,2224,541,
321,571,6667.04003906,-258.700012207,961.900024414,,,"Fort du Givre, les pics Foudroyés",,,,,,,,,,,,,,0xFF01FE,0,541,
322,571,7308.04003906,-2607.60009766,814.799987793,,,"Dun Nifflelem, les pics Foudroyés",,,,,,,,,,,,,,0xFF01FE,32585,32585,
323,571,7857.29980469,-735.020019531,1177.15002441,,,"Point d'impact de Grom'arsh, les pics Foudroyés",,,,,,,,,,,,,,0xFF01FE,2224,0,
324,571,7793.85009766,-2810.09008789,1217.0300293,,,"Camp Tunka'lo, les pics Foudroyés",,,,,,,,,,,,,,0xFF01FE,2224,0,
325,571,7427.31982422,4224.16015625,314.109985352,,,"Cime de la Mort, Couronne de glace",,,,,,,,,,,,,,0xFF01FE,32981,32981,
326,571,8864.74023438,-1324.32995605,1032.81994629,,,"Ulduar, les pics Foudroyés",,,,,,,,,,,,,,0xFF01FE,2224,541,
327,571,8472.45996094,-335.950012207,906.479980469,,,"Refuge de Rochecombe, les pics Foudroyés",,,,,,,,,,,,,,0xFF01FE,2224,541,
328,571,7501.64990234,1140.2800293,682.229980469,,,"Transport, Vaisseau Couronne de glace (A)",,,,,,,,,,,,,,0xFF01FE,0,0,
329,571,7561.81005859,1724.58996582,683.559997559,,,"Transport, Vaisseau Couronne de glace (H)",,,,,,,,,,,,,,0xFF01FE,0,0,
330,571,7489.64013672,1477.7199707,328.640014648,,,"Transport, Couronne de glace (Cible)",,,,,,,,,,,,,,0xFF01FE,0,0,
331,571,6897.64990234,-4118.22998047,467.350006104,,,"Gundrak, Zul'Drak",,,,,,,,,,,,,,0xFF01FE,2224,541,
332,571,5024.99023438,3685.55004883,362.940002441,,,"Camp chanteguerre, Joug-d'hiver",,,,,,,,,,,,,,0xFF01FE,2224,0,
333,571,8408.08984375,2702.65991211,655.109985352,,,"Le caveau des Ombres, Couronne de glace",,,,,,,,,,,,,,0xFF01FE,32981,0,
334,571,6164.49023437,-61.3100013733,388.179992676,,,"L'avant-garde d'Argent, Couronne de glace",,,,,,,,,,,,,,0xFF01FE,2224,541,
335,571,6402.06005859,467.859985352,511.290008545,,,"Cime des Croisés, Couronne de glace",,,,,,,,,,,,,,0xFF01FE,32586,32586,
336,571,5035.64990234,-519.960021973,225.410003662,,,"Surplomb de Coursevent, forêt du Chant de cristal",,,,,,,,,,,,,,0xFF01FE,0,31315,
337,571,5590.49023438,-693.229980469,206.630004883,,,"Quartier général de Saccage-soleil, forêt du Chant de cristal",,,,,,,,,,,,,,0xFF01FE,34709,0,
340,571,8475.79003906,891.200012207,547.289978027,,,"Enceinte du tournoi d'Argent, Couronne de glace",,,,,,,,,,,,,,0xFF01FE,34709,31315,
341,603,-749.200012207,-99.9899978638,429.679992676,,,"Raid d'Ulduar - Intérieur - Point d'insertion",,,,,,,,,,,,,,0xFF01FE,25968,25968,
342,603,119.959999084,-71.6200027466,409.799987793,,,"Raid d'Ulduar - Corridor de fer",,,,,,,,,,,,,,0xFF01FE,25968,25968,
348,0,0.0,0.0,0.0,,,"Transport : Pitons du Tonnerre <-> Orgrimmar (zeppelin)",,,,,,,,,,,,,,0xFF01FE,0,0,
352,0,0.0,0.0,0.0,,,"Île des Conquérants - Canonnières",,,,,,,,,,,,,,0xFF01FE,0,0,
353,0,0.0,0.0,0.0,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
357,0,0.0,0.0,0.0,,,"",,,,,,,,,,,,,,0xFF01FC,0,0,
358,571,8498.3203125,1066.31994629,552.190002441,,,"Quête - Couronne de glace - bombardement de kraken dans la mer du Nord - Début",,,,,,,,,,,,,,0xFF01FE,35146,35146,
359,571,8501.53027344,1064.02001953,552.190002441,,,"Quête - Couronne de glace - bombardement de kraken dans la mer du Nord - fin",,,,,,,,,,,,,,0xFF01FE,33857,33857,
375,0,0.0,0.0,0.0,,,"REUSEME",,,,,,,,,,,,,,0xFF01FE,0,0,
376,0,0.0,0.0,0.0,,,"Raid AAA de la Couronne de glace - Trajectoire des taxis Bataille aérienne",,,,,,,,,,,,,,0xFF01FE,0,0,
377,0,0.0,0.0,0.0,,,"Donjon de la couronne de glace - Canonnières",,,,,,,,,,,,,,0xFF01FE,0,0,
379,631,-200.589996338,1437.5300293,-452.269989014,,,"AAAARaid Couronne de glace - Vaisseau de Saurcroc (Fin)",,,,,,,,,,,,,,0xFF01FE,0,0,
380,0,0.0,0.0,0.0,,,"AAAARaid Couronne de glace - Vaisseau de Saurcroc (Début)",,,,,,,,,,,,,,0xFF01FE,0,0,
381,0,0.0,0.0,0.0,,,"AAAAQuête [Transport] Raid Couronne de glace - Vaisseau de Saurcroc (DÉBUT)",,,,,,,,,,,,,,0xFF01FE,0,0,
382,0,0.0,0.0,0.0,,,"Quête [Transport] raid Couronne de glace - Vaisseau de Saurcroc (FIN)",,,,,,,,,,,,,,0xFF01FE,0,0,
383,0,1942.54003906,-2559.17993164,61.1100006104,,,"La Thondroril, Maleterres de l'ouest",,,,,,,,,,,,,,0xFF01FE,2224,541,
384,0,1726.85998535,-740.760009766,59.0299987793,,,"La Barricade, Clairières de Tirisfal",,,,,,,,,,,,,,0xFF01FE,3574,0,
392,0,-5448.5,-665.08001709,392.950012207,,,"Prologue CC - GT - Quête - Radiatios à l'horizon - Début",,,,,,,,,,,,,,0xFF01FE,28625,28625,
393,0,-5447.85009766,-665.590026855,393.160003662,,,"Prologue CC - GT - Quête - Radiatios à l'horizon - Fin",,,,,,,,,,,,,,0xFF01FE,35146,35146,
394,0,-5451.47998047,-667.729980469,393.010009766,,,"Prologue CC - GT - Vol en combat - Début",,,,,,,,,,,,,,0xFF01FE,28625,28625,
395,0,-5434.70996094,523.090026855,388.299987793,,,"Prologue CC - GT - Vol en combat - Fin",,,,,,,,,,,,,,0xFF01FE,0,0,
404,1,-839.640014648,-4985.35009766,14.6499996185,,,"Durotard - ET - Prologue CC Grenouille espionne début",,,,,,,,,,,,,,0xFF01FE,40203,0,
405,1,-838.010009766,-4986.27978516,14.75,,,"Durotard - ET - Prologue CC Grenouille espionne fin",,,,,,,,,,,,,,0xFF01FE,40203,0,
438,1,-838.849975586,-4985.99023438,14.7100000381,,,"Durotar - ET - Prologue CC Taxi troll début",,,,,,,,,,,,,,0xFF01FE,3574,0,
439,1,284.380004883,-4762.35986328,12.5600004196,,,"Durotar - ET - Prologue CC Recrue troll fin",,,,,,,,,,,,,,0xFF01FE,3574,0,
440,1,-848.200012207,-5339.45996094,3.06999993324,,,"Durotar - ET - Prologue CC Bataille troll fin",,,,,,,,,,,,,,0xFF01FE,0,0,
